artist_id,common_name,wiki_url,language_count
16395,Judy Street,,
16396,H.B. Barnum,https://en.wikipedia.org/wiki/H._B._Barnum,4.0
16398,Steve Whiteman,,
16399,Katharine Hepburn,,
16400,André Previn,https://en.wikipedia.org/wiki/André_Previn,40.0
16401,Electric Six,https://en.wikipedia.org/wiki/Electric_Six,17.0
16403,David Foster [1],,
16404,World Domination Enterprises,,
16405,Keith Henry Dobson,,
16407,The Bad Boys,,
16408,Paul Francis Buck,,
16409,Dave Allen [1],,
16410,The Olympic Sideburns,,
16411,Apaches,,
16412,Napoleon XIV,,
16414,I Balordi,,
16416,I Barrittas,,
16417,Brenton Wood,,
16419,Jerry Winn,,
16420,Joe Hooven,,
16421,Davide Di Marcantonio,,
16422,Grethe Ingmann,,
16427,Prudence Johnson,,
16428,Farm Accident,,
16430,Immature,,
16431,Chris Stokes,,
16432,Lanny Ross,,
16433,Shuggie Otis,,
16434,Tevin Campbell,,
16435,Will To Power,,
16436,Erica Smith,,
16437,Tim Flannery,,
16438,Ann & Phil Case,,
16439,Gail Rundlett,,
16442,Roger Wolfe Kahn,,
16443,Joseph Meyer,,
16444,Irving Caesar,https://en.wikipedia.org/wiki/Irving_Caesar,13.0
16445,Annamary Dickey,,
16447,Ann Farina,,
16448,Freddy Friday,,
16449,Marilyn Schack,,
16450,"Alvin """"Red"""" Tyler",,
16454,The Poorboys,,
16456,The Rivingtons,,
16457,Larry Banks,,
16458,Mike Pinder,,
16460,The Insane,,
16461,Thee Andrews Surfers,,
16464,The Hudson-DeLange Orchestra,,
16465,Gil Hamilton,,
16466,Hello,,
16467,Hank DeVito,https://en.wikipedia.org/wiki/Hank_DeVito,1.0
16468,Juice Newton,,
16470,Sissel,,
16472,Larry Kert,,
16473,Carol Lawrence,,
16474,BZN,,
16475,Michel Sardou,https://en.wikipedia.org/wiki/Michel_Sardou,27.0
16477,Plácido Domingo,,
16478,Harry Guardino,,
16479,The Blue Shadows,,
16480,Billy Cowsill,,
16481,Jeffrey Hatcher,,
16482,Ana Popovic,,
16483,Tri Continental,,
16484,Bobby Tench,,
16485,Ian Samwell,https://en.wikipedia.org/wiki/Ian_Samwell,2.0
16486,Patricia Paay,https://en.wikipedia.org/wiki/Patricia_Paay,4.0
16487,The Vacels,,
16490,Kelly Marie,,
16491,Roberto Danova,,
16492,Gavin Dare,,
16493,David Howman,,
16495,The Flower Pot Men,,
16496,Pamela Blair,,
16497,Luigi Clausetti,,
16500,Charlene,,
16502,Ken Hirsch,,
16503,Phil Galdston,,
16504,Wendy Waldman,,
16505,Denny Doherty,https://en.wikipedia.org/wiki/Denny_Doherty,25.0
16506,Lea DeLaria,,
16507,Tom Dumont,,
16508,Perry Farrell,https://en.wikipedia.org/wiki/Perry_Farrell,17.0
16509,Eric Avery,,
16510,David Navarro,,
16511,Stephen Perkins,,
16513,Tom Principato,,
16514,Casa del vento,,
16516,Piccola Bottega Baltazar,,
16517,Dave Antony's Moods,,
16518,Anna Identici,,
16519,Roberto Livraghi,,
16521,Luca Turilli,https://en.wikipedia.org/wiki/Luca_Turilli,20.0
16523,Carlo Nistri,,
16525,The Novato Frank Band,,
16526,The Pleasure Barons,,
16528,Bonerama,,
16530,Cece Winans,,
16531,Keith Thomas,,
16532,Have Soul Will Travel,,
16534,Milt Buckner,,
16536,Rebirth Brass Band,,
16538,George Brooks,,
16541,Buddy Rich,,
16543,Leah Worth,,
16544,John Scofield,,
16545,"Donald Harrison, Jr",,
16547,New Orleans Nightcrawlers,,
16548,DJ Kicken,,
16549,Hugo Race,,
16551,Lecon Cogill,,
16552,Aston Barrett,,
16553,Hugh Peart,,
16554,Willy Francisco,,
16557,Charlie Hunter,,
16558,Lea Coryell,,
16559,Jacques Larue,,
16560,Johanna Hall,,
16561,American Flyer,,
16564,The Spongetones,,
16566,Richie Furay,,
16567,The Cryan' Shames,https://en.wikipedia.org/wiki/The_Cryan'_Shames,2.0
16568,The Applejacks,https://en.wikipedia.org/wiki/The_Applejacks_(British_band),6.0
16569,Graham Bonnet,https://en.wikipedia.org/wiki/Graham_Bonnet,20.0
16570,Marti Brom,,
16571,Jackie Edwards,https://en.wikipedia.org/wiki/Jackie_Edwards_(musician),4.0
16572,Evy,,
16574,Samantha Jones,,
16575,Nikol Kollars,,
16576,The Truth,,
16577,Bed Sores,,
16579,Bad Manners,https://en.wikipedia.org/wiki/Bad_Manners,14.0
16580,Paul Davidson,,
16582,Mark Newton,,
16583,Maynard Parker,,
16584,The Selecter,https://en.wikipedia.org/wiki/The_Selecter,14.0
16585,Jimmy Wayne,,
16586,S Club,https://en.wikipedia.org/wiki/S_Club,27.0
16587,Jo O'Meara,,
16588,Paul Johnson,,
16589,Bees Make Honey,,
16590,Memphis Bend,,
16591,The Prowlers,,
16593,Brian Setzer,https://en.wikipedia.org/wiki/Brian_Setzer,17.0
16594,Jason D. Williams,,
16596,Dagmar and The Seductones,,
16598,Janse Bagge Bend,,
16599,Eef Masthoff,,
16602,Either/Orchestra,,
16607,Don Ellis,,
16608,Mark Morales,,
16610,DJ Gizmo,,
16616,Irving Domingo Lorenzo,,
16617,Fat Joe,,
16619,Branford Marsalis,,
16622,Harold Ashby,,
16624,Mae West,https://en.wikipedia.org/wiki/Mae_West,73.0
16626,Enoch Light,,
16627,Sam Brown,,
16628,Bruce Brody,,
16629,Gregg Sutton,https://en.wikipedia.org/wiki/Gregg_Sutton,0.0
16630,Jamelia,https://en.wikipedia.org/wiki/Jamelia,26.0
16631,Eddie Taylor,https://en.wikipedia.org/wiki/Eddie_Taylor,8.0
16633,Edgar M. Sampson,,
16634,Chick Webb,,
16635,Bruce Breece,,
16637,Bernard Wright,,
16638,Lenny White,,
16639,Tom Bailey,,
16640,Alannah Currie,,
16641,Joe Leeway,,
16642,Lasgo,https://en.wikipedia.org/wiki/Lasgo,15.0
16643,Quadriga,,
16644,Sonia,,
16645,Sniff 'n' the Tears,,
16646,Paul Roberts,,
16648,Joeri Fransen,,
16650,Kendred T. Smith,,
16651,Ja Rule,https://en.wikipedia.org/wiki/Ja_Rule,35.0
16652,Scarface,,
16653,Michael G. Dean,,
16655,Seven Marcus Aurelius,,
16656,Andre S. Parker,,
16657,Lester Quitzau,,
16658,Problem Child,,
16659,Kim Payne,,
16661,The System,,
16663,Mic Murphy,,
16664,Shirley Ellis,,
16665,The Belle Stars,,
16666,Blue Rondo A  La Turk,,
16668,Scotty Moore,,
16669,Tritons,,
16671,Ronald Stein,,
16672,Kevin Dean Bell,,
16674,Michelle Halley,,
16676,9th Wonder,,
16677,Sean Garrett,,
16678,Michelle Williams,,
16679,McFly,,
16681,Ronald Robert Bowser,,
16682,David Earl McPherson,,
16683,Curtis Aaron Richardson,,
16684,Makeba Riddick,,
16686,James Mtume,https://en.wikipedia.org/wiki/James_Mtume,7.0
16687,Michael Tarpley Garvin,,
16688,Tom Curtis Shapiro,,
16690,Jackie Lee Cochran,,
16691,Robert Hafner,,
16692,Zinn,,
16694,Rodgers Grant,,
16695,Pat Patrick,https://en.wikipedia.org/wiki/Pat_Patrick_(musician),4.0
16696,Georges Bizet,,
16697,Guido Toffoletti,,
16700,Tonino Verona,,
16702,Door Mekaar,,
16703,Kaspar Peterson,,
16704,Nico van Apeldoorn,,
16705,Drukwerk,,
16706,Wim De Craene,,
16707,Mary Boduin,,
16710,The Escorts [1],,
16711,Bloco Vomit,,
16712,The Jazz Butcher,,
16713,The Sound Bluntz,,
16714,Scooter [1],,
16715,David Olney,,
16716,Johnny Smith,,
16718,Harry Middlebrooks,,
16719,Mike Sharpe,,
16720,Roy Cash Jr.,,
16721,Skinny McGee,,
16722,Nicky Peck,,
16723,The Versatiles,,
16724,William E. Cantrell,,
16725,Quinton Claunch,,
16726,Miss Mary Ann and The Ragtime Wranglers,,
16727,Satellite V,,
16730,Don Nix,https://en.wikipedia.org/wiki/Don_Nix,4.0
16732,Omar and The Howlers,,
16737,Alice Faye,,
16738,Sidney D. Mitchell,,
16741,Patareni,,
16742,Mike Melvoin,,
16743,Solar Project,,
16744,Flying Circus,,
16745,Grand Cross,,
16746,Megace,,
16747,Liquid Visions,,
16748,Mindala,,
16749,Fantasyy Factoryy,,
16750,Sue Foley,,
16752,Charles  Blackwell,,
16754,Tommy Castro,https://en.wikipedia.org/wiki/Tommy_Castro,4.0
16755,Willie Kent,,
16756,Grey Ghost,,
16758,Jimmy D. Lane,,
16759,Left Hand Frank,,
16760,Mr. B,,
16761,Bobby Radcliff,,
16762,Sonny Blake,,
16764,Jules Taub,,
16766,Far Cry,,
16767,David Gogo,,
16768,Peggy Seeger,,
16769,Jimmy Johnson,,
16770,Charlie Karp,,
16772,The Nightcaps,,
16774,Leon Thomas,,
16775,Tiger Blues Band,,
16776,Mae Mercer,,
16778,Chicago Pete & the Detroiters,,
16779,Mietek Blues  Band,,
16780,Fusanosuke Kondo,,
16783,Carola,https://en.wikipedia.org/wiki/Carola_Häggkvist,44.0
16784,Blue Lagoon,,
16785,Mikey Craig,https://en.wikipedia.org/wiki/Mikey_Craig,4.0
16786,Roy Hay,https://en.wikipedia.org/wiki/Roy_Hay_(musician),6.0
16787,Jon Moss,https://en.wikipedia.org/wiki/Jon_Moss,7.0
16789,I ragazzi del sole,,
16790,Mario Coppola,,
16791,Herb Abramson,,
16794,Big Fat Mama,,
16796,Zora Young,,
16798,Jefferson,,
16799,Bert Convy,,
16800,Tinker,,
16801,Steve Durand,,
16802,Melissa Auf der Maur,https://en.wikipedia.org/wiki/Melissa_Auf_der_Maur,22.0
16803,Auf der Maur,,
16805,Jo Lemaire,,
16807,Won Ton Ton,,
16808,Daniel Vangarde,https://en.wikipedia.org/wiki/Daniel_Vangarde,4.0
16810,Elisa Waut,,
16813,Benny Spellman,,
16814,Messaggeri,,
16815,Fourplay,,
16816,Rachel Z,,
16817,Chris Dreja,,
16818,The Chesterfield Kings,,
16820,Jack Little,,
16821,David Oppenheim,,
16822,Ira Schuster,,
16823,Robert Pete Williams,,
16825,Duster Bennett,,
16826,Larry Barrett,,
16827,Don Ho,,
16828,Johnny Cymbal,https://en.wikipedia.org/wiki/Johnny_Cymbal,6.0
16829,Mike Rashkow,,
16831,Chris Gantry,,
16832,Jack Nance,,
16833,Phalon Jones,,
16834,Carl Cunningham,,
16835,Jimmy King,,
16836,Ronnie Caldwell,,
16837,Lori Burton,,
16838,John Dilleshaw,,
16839,Gianni Boncompagni,,
16840,Aina Diversi,,
16841,Roy Phillips,,
16842,Mauro Lusini,,
16844,Rick Jarrard,,
16845,Scotty Fagin,,
16846,Paul Korda,,
16847,Maria Monti,,
16848,Claude Puterflam,,
16849,Zap Mama,,
16850,Posie Knight,,
16851,Jerry Weaver,,
16852,John Farnham,https://en.wikipedia.org/wiki/John_Farnham,22.0
16853,The Stingers,,
16856,Hilary Duff,https://en.wikipedia.org/wiki/Hilary_Duff,79.0
16857,Haylie Duff,,
16860,Rudy Martinez,,
16861,The Bonne Villes,,
16862,The Englishmen,,
16863,Legal Weapon,,
16865,Bobby Pickett,,
16866,Leonard Capizzi,,
16867,Suicide,,
16868,The Wicked Farleys,,
16869,The Witchdoktors,,
16871,Gladys Pink,,
16872,Megajam 5,,
16873,Claw Boys Claw,,
16874,Bob Davie,,
16875,Danny & Dusty,,
16877,Eliza,,
16878,Eskew Reeder,,
16879,Gene Simmons [1],,
16880,Skip and Flip,,
16881,Country Dick Montana,,
16882,Skitzo,,
16883,Cathy Berberian,,
16884,Mayf Nutter,,
16885,The Greenbriar Boys,,
16886,The Stone Poneys,,
16887,Lou Gold,,
16888,Kenny,,
16889,Dinosaurs,,
16890,Jimmy Gilmer,,
16891,Jan Clayton,,
16892,Niki Sullivan,,
16893,Little Caesar and The Consuls,,
16894,Gli Astrali,,
16895,Dante Menotti,,
16896,Brian Hugg,,
16897,Mike Hugg,,
16900,Blind Alfred Reed,,
16902,Helen Schneider,,
16903,David Leigh Byron,,
16904,Howard Bellamy,,
16905,David Bellamy,,
16906,Sister Whiskey,,
16908,Ethel Lee,,
16909,Jimmy Justice,,
16910,Chick Graham,,
16911,Rhythm Oil,,
16913,Larry Rice,,
16914,Herb Pedersen,,
16918,The Chips,,
16919,Charles Johnson,,
16920,Nathaniel Epps,,
16921,Shedrick Lincoln,,
16922,Paul Fulton,,
16923,Sammy Strain,,
16924,Will Barnes,,
16925,Highwaymen [1],,
16926,Gary P. Nunn,,
16928,Jack Ingram,,
16929,Bruce Willis,https://en.wikipedia.org/wiki/Bruce_Willis,103.0
16931,Charles Dawes,,
16932,Tommy Edwards,,
16934,Robert Carr,,
16935,Johnny Mitchell,,
16936,Tine Valand,,
16937,Luther Tucker,,
16938,Robert Charels,,
16940,Al Basile,,
16942,Artiesten voor Tsunami 12-12,,
16943,Moloch,,
16946,Wiley Walker,,
16947,Gene Sullivan,,
16949,Bernard Hardison,,
16950,Lee Rosenberg,,
16951,Bernard Weinman,,
16952,Fred Fisher,https://en.wikipedia.org/wiki/Fred_Fisher,9.0
16954,Willie Raskin,,
16956,The Eagles [1],,
16957,Matt Williams,,
16959,Ronnie Earl,,
16960,The Big Three Trio,,
16962,Bill and Bonnie Hearne,,
16963,Texas Tornados,,
16964,Minutemen,,
16967,Guy Woolfenden,,
16969,Katie Melua,https://en.wikipedia.org/wiki/Katie_Melua,48.0
16970,Blue Dogs,,
16971,Bruno De Filippi,,
16972,George Strait,,
16974,The Chapmans,,
16975,Floy Joy,,
16976,Michael Ward,,
16977,Rob Clarke,,
16979,Squeeze,,
16980,The Chiffons,,
16982,Wayland Holyfield,,
16983,Pirates of the Mississippi,,
16984,Dennis Warner,,
16986,Piero Pelù,,
16987,Rocky Roberts,,
16989,Jimmy Cameron,,
16990,Vella Cameron,,
16993,Trevor Rabin,https://en.wikipedia.org/wiki/Trevor_Rabin,25.0
17000,Neal Schon,https://en.wikipedia.org/wiki/Neal_Schon,22.0
17003,Corey Harris,,
17005,The Bintangs,,
17006,The Orlons,,
17007,Billy Jackson,,
17008,Jimmy Wisner,https://en.wikipedia.org/wiki/Jimmy_Wisner,3.0
17009,The Statler Brothers,,
17011,Harold Logan,,
17013,Clarence Clemons,,
17014,Fish,https://en.wikipedia.org/wiki/Fish_(singer),25.0
17015,The Four Voices,,
17016,Bernard Michel,,
17017,John J. Pisano,,
17018,Christie,,
17019,Jeff Christie,,
17020,Shel Silverstein,https://en.wikipedia.org/wiki/Shel_Silverstein,33.0
17021,30footFALL,,
17023,Willard Robison,https://en.wikipedia.org/wiki/Willard_Robison,3.0
17024,Ella Logan,,
17025,Future Tiny Wave,,
17026,Ferruccio Giannini,,
17028,Brian Cadd,https://en.wikipedia.org/wiki/Brian_Cadd,2.0
17029,Michel Mallory,,
17030,Hugues Aufray,,
17031,Vline Buggy,,
17032,Cecilio & Kapono,,
17034,Branimir Krstic,,
17035,Crass,,
17036,Steve Ignorant,,
17038,Nick Gilder,,
17039,James McCulloch,,
17043,Morgan,,
17044,The Congratulators,,
17045,Love As Laughter,,
17046,Jon Auer,,
17047,The Pinkos,,
17048,The Makers,,
17049,The Briefs,https://en.wikipedia.org/wiki/The_Briefs,3.0
17050,Reckless Sleepers,,
17052,Mental As Anything,,
17055,Mel London,https://en.wikipedia.org/wiki/Mel_London,4.0
17057,Ava Aldridge,,
17058,Eddie Struzick,,
17060,Willie Egan,,
17062,Mickey Jupp,https://en.wikipedia.org/wiki/Mickey_Jupp,5.0
17063,The Del-Lords,,
17064,Blue-Eyed Son,,
17065,Clay Dubose,,
17066,George Fox,,
17067,Pat Nevins,,
17070,Gary Marx,,
17071,Jacqui Dankworth,,
17073,MC-Q,,
17074,Boy Meets Girl,https://en.wikipedia.org/wiki/Boy_Meets_Girl_(band),10.0
17075,Mylo,,
17076,The Magical Flying Thunderbirds,,
17079,Cock Sparrer,,
17080,Colin McFaull,,
17081,Mick Beaufoy,,
17082,Steve Burgess,,
17083,Charlie Bruce,,
17084,The Nips,,
17087,Jeremy Taylor,,
17089,Miriam Makeba,https://en.wikipedia.org/wiki/Miriam_Makeba,81.0
17090,At Vance,,
17091,Morgana Lefay,,
17092,Spiral Tower,,
17093,Sargant Fury,,
17094,Flowing Tears,,
17095,Nation,,
17096,Tad Morose,,
17097,Glow,,
17098,Lally Stott,,
17100,Mac & Katie Kissoon,,
17101,Jill Day,,
17102,Ian Gomm,https://en.wikipedia.org/wiki/Ian_Gomm,3.0
17103,Moon Mullican,,
17106,Ronald Killette,,
17107,Hosea Woods,,
17108,The O Band,,
17111,James Hanley,https://en.wikipedia.org/wiki/James_F._Hanley,3.0
17112,Bob Shad,,
17114,The Soup Dragons,,
17115,Billy Hancock,,
17117,Mystic Eyes,,
17120,Big Walter Price,,
17121,Dave Clark [1],,
17122,Al Perkins,,
17123,Zelda Samuels,,
17124,Leroy Randolph,,
17128,Albert Vance,,
17130,Marty Cooper,,
17132,Cliff Goldsmith,,
17134,Kevin McAlea,,
17135,7 Seconds,https://en.wikipedia.org/wiki/7_Seconds_(band),13.0
17136,Na Allen,,
17137,Heaven 17,https://en.wikipedia.org/wiki/Heaven_17,19.0
17138,Annabella Lwin,https://en.wikipedia.org/wiki/Annabella_Lwin,4.0
17139,Tony Shimkin,,
17140,Lord Creator,,
17142,Chuck Wood,,
17143,Ralph Bailey,,
17144,Vernon Harrell,,
17146,James Hardway,,
17147,Amanda Ghost,,
17148,Silverbeam,,
17150,Gene Loves Jezebel,,
17151,The Voluptuous Horror of Karen Black,,
17152,Ofra Haza,https://en.wikipedia.org/wiki/Ofra_Haza,51.0
17153,Switchblade Symphony,,
17154,Nivek Ogre,,
17155,Michelle Crispin,,
17156,Adeva,,
17158,Loop Guru,,
17159,Mark Pistel & Danger Girl,,
17160,Bigod 20,,
17161,Danny Flowers,,
17164,Paul Kennerley,https://en.wikipedia.org/wiki/Paul_Kennerley,4.0
17167,Aïboforcen,,
17170,Steve Barton,,
17172,Rosemary Ashe,,
17173,Anny Schilder,,
17174,Kelly Gordon,https://en.wikipedia.org/wiki/Kelly_Gordon,1.0
17175,Dermot Byrne,,
17177,Delta Moon,,
17178,Keri Leigh,,
17179,Jake Matson,,
17180,The Original Snakeboy,,
17181,Mike Henderson,,
17182,Far From Home,,
17183,D. Johnson,,
17184,Terry Robb,,
17185,James Blood Ulmer,,
17186,Merritt Doggins,,
17187,Freddie & The Screamers,,
17188,Ace Moreland,,
17190,Nadine McKinnor,,
17192,Don Blackman,,
17193,Camden,,
17194,Jay Ferguson,,
17196,Aunt Sally,,
17197,The Aces Combo,,
17198,Granville A. Burland,,
17199,James Ray,,
17200,Erykah Badu,,
17202,Tony Maiden,,
17204,Groove Theory,,
17205,Ambersunshower,,
17208,The Butlers,,
17209,Ghost Dance,,
17210,La Ragazza 77,,
17213,Fatal Flowers,,
17214,Earl Simms,,
17215,The Alarm,https://en.wikipedia.org/wiki/The_Alarm,16.0
17216,The Kids [Sesame Street],,
17219,Bob Garner,,
17220,Los Super Seven,,
17226,Razed in Black,,
17227,The Electric Hellfire Club,,
17228,Die Krupps,,
17230,Ann Louise,,
17231,Bang Tango,https://en.wikipedia.org/wiki/Bang_Tango,4.0
17232,Intra-Venus,,
17233,Jimmie Gray,,
17234,Don Rollins,,
17236,The Mighty Avengers,,
17237,Peter Tosh,https://en.wikipedia.org/wiki/Peter_Tosh,42.0
17238,The Babys,,
17240,Terry Adams,,
17241,Phil Crandon,,
17243,Charles Jackson,,
17244,Frank N. Wildhorn,,
17246,The Four Tunes,,
17247,Pat Best,,
17248,David Arkin,,
17249,Greyhound,,
17250,Johnny Restivo,,
17251,Lee Cathy,,
17252,Ronnie Self,,
17255,Cincinnati Symphony Orchestra,,
17256,Aaron Copland,https://en.wikipedia.org/wiki/Aaron_Copland,54.0
17257,James Newton Howard,,
17258,Gloria Lynne,https://en.wikipedia.org/wiki/Gloria_Lynne,8.0
17259,Carole Joyner,,
17260,Ric Cartey,,
17261,Tab Hunter,,
17262,Georgie Shaw,,
17263,Lighthouse Family,https://en.wikipedia.org/wiki/Lighthouse_Family,19.0
17264,Keith Stegall,https://en.wikipedia.org/wiki/Keith_Stegall,0.0
17265,Dan Hill,,
17266,98°,,
17267,The B-52's,,
17268,Rx,,
17270,Ellen Winters,,
17271,Jackie Stewart,,
17272,Charlie Colin,,
17273,Rob Hotchkiss,,
17275,Jimmy Stafford,,
17276,Scott Underwood,,
17277,T.S. Eliot,,
17279,La Muerte,,
17280,Controlled Bleeding,,
17281,Spiral Realms,,
17282,Jon Carin,,
17284,Din,,
17285,Furnace,,
17286,Nik Turner,,
17287,Rodger Penzabene,,
17288,The Summits,,
17289,The Waifs,,
17291,The Pahinui Brothers,,
17292,Sarasota Slim,,
17294,Carl D'Errico,,
17295,Roger Atkins,,
17297,Jim Calvert,,
17298,Norman Marzano,,
17299,Paul Naumann,,
17306,Crazy Joe and the Variable Speed Band,,
17307,Don Byron,,
17308,Axiom Funk,,
17309,David Guetta,https://en.wikipedia.org/wiki/David_Guetta,89.0
17311,Xavier Clayton,,
17312,Joachim Garraud,,
17313,Jean Charles Carré,,
17314,David Henrard,,
17315,JD Davis,,
17316,Tru Faith & Dub Conspiracy,,
17317,The Human Body,,
17318,Shirley Murdock,,
17320,Gregory Bruno,,
17321,Lupita Palomera,,
17322,Alberto Domínguez,https://en.wikipedia.org/wiki/Alberto_Domínguez_(composer),4.0
17323,Tiger Lily,,
17324,Rosetta Stone [1],,
17325,Pharao,,
17326,DJ Stevie Steve,,
17327,Alexander Hawking,,
17328,Deon Blue,,
17329,Mysterio,,
17330,Bobby Saxton,,
17331,Narvel Eatmon,,
17332,Teddy Daniel,,
17334,Azure Ray,,
17337,Briege Murphy,,
17338,The Stonemans,,
17339,Klaus Nomi,,
17340,Lou Christie,,
17341,Twyla Herbert,,
17342,La Lengua Asesina,,
17343,Bailey,,
17344,Karl Broadie,,
17345,Reddog,,
17347,The Red Devils,,
17349,Kinnara,,
17350,Doug Sahm,https://en.wikipedia.org/wiki/Doug_Sahm,9.0
17353,Jeff Healey,,
17358,Christy Moore,https://en.wikipedia.org/wiki/Christy_Moore,21.0
17359,Kaleidoscope,,
17360,Coco Montoya,,
17361,Kate McGarrigle,,
17362,Medicine Head,,
17363,Terry Evans,,
17365,Jack Lewis,,
17366,Ralph Bernet,,
17368,Scott McKenzie,https://en.wikipedia.org/wiki/Scott_McKenzie,30.0
17370,Eddie Fisher,,
17371,Bill Hayes,,
17372,Awaken,,
17373,The Three Suns,,
17374,The Paris Sisters,,
17375,The Flamingos,,
17376,The Primitives [1],,
17377,Roger Fisher,,
17379,Lisa Marie Presley,,
17380,Neil Giraldo,,
17381,Meja,,
17382,Suzy K,,
17383,Monifah,,
17384,Albert Charles,,
17385,Tijuan Frampton,,
17386,The Raincoats,,
17388,Judy Harriet,,
17389,Bob Roberts,,
17393,Mike d'Abo,https://en.wikipedia.org/wiki/Mike_d'Abo,9.0
17394,Chase,,
17395,Jon English,,
17397,Annie Hogan,,
17399,Erik Visser,,
17400,Johnny Mulhern,,
17401,Antoinette Hensey,,
17402,Jimmie Rodgers [1],https://en.wikipedia.org/wiki/Jimmie_Rodgers_(pop_singer),12.0
17403,Vaughn Monroe,,
17404,Stan Jones,https://en.wikipedia.org/wiki/Stan_Jones_(songwriter),10.0
17405,Don Altfeld,,
17406,Alana Davis,,
17407,Thomas Wayne,,
17408,Bill Rice,,
17409,Troy Shondell,,
17410,T2,,
17411,Peter Dunton,,
17412,Landberk,,
17413,Robert Bertelli,,
17415,The Jaguars,,
17416,Walter Godfrey,,
17417,Antwone Dickey,,
17418,Markell Demont Riley,,
17419,David Zdunich,,
17420,Marko J. Zdunich,,
17422,Tim Hancock,,
17423,Ian Stratford,,
17425,Rikkert Zuiderveld,,
17427,Captain Beyond,,
17428,Bobby Caldwell [1],,
17429,Roderic Evans,,
17430,Howard Gray,,
17431,Trevor Gray,,
17432,Lauryn Hill,https://en.wikipedia.org/wiki/Lauryn_Hill,48.0
17433,Pras,,
17434,The Marcels,,
17435,R.L. Burnside,,
17436,Don Croissant,,
17438,Caesar Frazier,,
17439,Leon Moore,,
17440,Umar Bin Hassan,,
17441,Abiodun Oyewole,,
17443,D.J. Rogers,,
17447,John Williams [1],,
17452,Donald H. Fenceton,,
17453,Mel Larson,,
17454,Gerald Marcellino,,
17456,Fernando Lameirinhas,,
17457,Mick Rogers,,
17458,Heavy D.,,
17460,Can,https://en.wikipedia.org/wiki/Can_(band),34.0
17461,Holger Czukay,,
17462,Jaki Liebezeit,,
17463,Michael Karoli,,
17464,Irmin Schmidt,https://en.wikipedia.org/wiki/Irmin_Schmidt,11.0
17466,John Francis Wade,,
17467,Eva Norberg,,
17470,Harlem World,,
17472,Carl Thomas,,
17474,Andre Hudson,,
17475,Antoine Miller,,
17476,Trina & Tamara,,
17477,Trina Powell,,
17478,Tamara Powell,,
17479,Angela Slates,,
17480,The Madd Rapper,,
17482,Tracey Lee,,
17483,Margo Guryan,,
17484,Kinsey N. Hodge,,
17485,Ardis Mack,,
17487,Beanie Sigel,,
17490,Goodie Mob,,
17496,Khujo,,
17497,Big Gipp,,
17498,Cee-Lo,,
17499,Cliff Wade,,
17500,Lil' Louis,,
17502,Karlana Johnson,,
17504,Marvin L. Burns,,
17505,Daniel Glogower,,
17506,Nicholaus Gerard Loftin,,
17507,Jerome Foster,,
17508,Richard A. Frierson,,
17509,Frank Donalds,,
17510,Norman Glover,,
17511,Gary Morgan,,
17512,Carl Thompson,,
17513,Lord Digga,,
17514,Ray Salas,,
17515,Cheo Feliciano,,
17516,Tite Curet Alonso,,
17519,Carlos Broady,,
17520,Raze,,
17521,Vaughan Carrington Mason,,
17522,Klenord Raphael,,
17524,Sidney Lippman,,
17526,Pete Moore,,
17527,DJ Muggs,,
17528,B-Real,,
17529,Sen Dog,https://en.wikipedia.org/wiki/Sen_Dog,11.0
17530,Drive-By Truckers,,
17531,Richmond Fontaine,,
17532,Songdog,,
17534,The Stands,,
17535,Ben Weaver,,
17538,Michael Weston King,,
17540,Fred Demery,,
17541,James Skelton,,
17542,Eddie Clearwater,,
17543,Louise,https://en.wikipedia.org/wiki/Louise_Redknapp,18.0
17545,astroPuppees,,
17548,Chitlin' Fooks,,
17550,Gary Walker,,
17551,Jack Neville,,
17552,Nancie Mantz,,
17554,Wayne County,,
17556,Terje Norgarden,,
17557,Lombroso,,
17559,Keith Caeser,,
17560,Sharon Green,,
17561,Jeff Myree,,
17562,Kevin T. Smith,,
17563,Rodney G. Stone,,
17564,Funky Four Plus One,,
17565,Roland Bautista,,
17569,Funky Junction,,
17571,The Mars Volta,https://en.wikipedia.org/wiki/The_Mars_Volta,52.0
17572,Omar Rodríguez-López,,
17574,Charlie Walker,,
17577,Lawrence Horn,,
17578,James Graves,,
17579,Elgie Stover,https://en.wikipedia.org/wiki/Elgie_Stover,1.0
17582,Norma Jean,,
17589,Buddy Greco,,
17590,Gene Allan,,
17591,Akon,https://en.wikipedia.org/wiki/Akon,81.0
17594,Chip Douglas,,
17596,Jacob's Trouble,,
17597,Pauline Black,,
17599,The Charlatans [1],,
17601,Dale Watson,,
17603,I Rokketti,,
17604,Ettore Ballotta,,
17605,The Bis-Quits,,
17607,Billy Brown,,
17609,Wilco,,
17610,The Push Stars,,
17611,Ivy,,
17612,Billy Goodrum,,
17613,Marvelous 3,,
17614,Alain Boublil,https://en.wikipedia.org/wiki/Alain_Boublil,10.0
17615,Samuel Harper Hogin,,
17617,Dalmazio Masini,,
17618,The GP's,,
17619,Vicente Fernández,,
17620,Fernando Z. Maldonado,,
17625,Yvonne DeCarlo,,
17627,Bert Carroll,,
17628,Russell Moody,,
17630,Jed Leiber,,
17631,Michael Berrin,https://en.wikipedia.org/wiki/MC_Serch,4.0
