ceremony,year,category,artist,work,role
12,1969,Record of the Year,Bones Howe,"(producer) & The 5th Dimension for "" Aquarius/Let the Sunshine In """,nominee
12,1969,Album of the Year,James William Guercio,"(producer) & Blood, Sweat & Tears for Blood, Sweat & Tears",nominee
12,1969,Song of the Year,Joe South,Games People Play,nominee
12,1969,Best New Artist,"Crosby, Stills & Nash",,nominee
