ceremony,year,category,artist,work,role
14,1971,Record of the Year,Lou Adler,"(producer) & Carole King for "" It's Too Late """,nominee
14,1971,Album of the Year,Lou Adler,(producer) & Carole King for Tapestry,nominee
14,1971,Song of the Year,Carole King,"(songwriter) for "" You've Got a Friend """,nominee
14,1971,Best New Artist,Carly Simon,,nominee
