YEAR,WEEK,TW,LW,TITLE,ARTIST,LABEL,WEEKS_ON_CHART,PEAK_POSITION,WEEKS_AT_1
1971,2,35,19,5-10-15-20 (25-30 Years Of Love),The Presidents,Sussex,15,11,
1971,2,36,50,AMOS MOSES,Jerry Reed,RCA,11,36,
1971,2,37,48,AMAZING GRACE,Judy Collins,Elektra,5,37,
1971,2,38,40,MR. BOJANGLES,The Nitty Gritty Dirt Band,Liberty,8,38,
1971,2,39,58,WATCHING SCOTTY GROW,Bobby Goldsboro,United Artists,3,39,
1971,2,40,42,MOST OF ALL,B.J. Thomas,Scepter,7,40,
1971,2,45,37,I’M NOT MY BROTHER’S KEEPER,The Flaming Ember,Hot Wax,13,34,
1971,2,47,38,DO IT,Neil Diamond,Bang,10,36,
1971,2,41,53,"GET UP, GET INTO IT, GET INVOLVED (Part 1)",James Brown,King,2,41,
1971,2,42,43,SILVER MOON,Michael Nesmith and the First National Band,RCA,7,42,
1971,2,43,62,I HEAR YOU KNOCKING,Dave Edmunds,MAM,3,43,
1971,2,44,45,THE GREEN GRASS STARTS TO GROW,Dionne Warwick,Scepter,6,44,
1971,2,46,46,ONLY LOVE CAN BREAK YOUR HEART,Neil Young,Reprise,12,33,
1971,2,48,56,PRECIOUS PRECIOUS,Jackie Moore,Atlantic,6,48,
1971,2,50,71,IF YOU COULD READ MY MIND,Gordon Lightfoot,Reprise,3,50,
1971,3,1,1,MY SWEET LORD / ISN’T IT A PITY,George Harrison,Apple,8,1,4 weeks at #1
1971,3,2,2,KNOCK THREE TIMES,Dawn,Bell,9,2,
1971,3,3,3,ONE LESS BELL TO ANSWER,The 5th Dimension,Bell,13,2,
1971,3,4,4,BLACK MAGIC WOMAN,Santana,Columbia,10,4,
1971,3,5,5,I THINK I LOVE YOU,The Partridge Family (Starring Shirley Jones and Featuring David Cassidy),Bell,15,1,
1971,3,6,9,LONELY DAYS,The Bee Gees,Atco,7,6,
1971,3,7,11,GROOVE ME,King Floyd,Chimneyville,13,7,
1971,3,8,8,STONED LOVE,The Supremes,Motown,11,7,
1971,3,9,10,STONEY END,Barbra Streisand,Columbia,12,9,
1971,3,10,6,THE TEARS OF A CLOWN,Smokey Robinson and the Miracles,Tamla,14,1,
1971,3,11,17,YOUR SONG,Elton John,Uni,8,11,
1971,3,12,12,IT’S IMPOSSIBLE,Perry Como,RCA,10,12,
1971,3,13,13,PAY TO THE PIPER,The Chairmen Of the Board,Invictus,10,13,
1971,3,14,14,RIVER DEEP-MOUNTAIN HIGH,The Supremes and the Four Tops,Motown,8,14,
1971,3,15,18,ROSE GARDEN,Lynn Anderson,Columbia,8,15,
1971,3,16,16,FOR THE GOOD TIMES,Ray Price,Columbia,21,11,
1971,3,17,7,DOES ANYBODY REALLY KNOW WHAT TIME IT IS,Chicago,Columbia,11,7,
1971,3,18,24,LOVE THE ONE YOU’RE WITH,Stephen Stills,Atlantic,6,18,
1971,3,19,20,IF I WERE YOUR WOMAN,Gladys Knight and the Pips,Soul,8,19,
1971,3,20,23,IMMIGRANT SONG,Led Zeppelin,Atlantic,9,20,
1971,3,21,15,DOMINO,Van Morrison,Warner Brothers,10,9,
1971,3,22,25,WE GOTTA GET YOU A WOMAN,Runt (Todd Rundgren),Ampex,10,22,
1971,3,23,19,ONE MAN BAND,Three Dog Night,Dunhill,9,19,
1971,3,24,32,BORN TO WANDER,Rare Earth,Rare Earth,6,24,
1971,3,25,29,I REALLY DON’T WANT TO KNOW / THERE GOES MY EVERYTHING,Elvis Presley,RCA,4,25,
1971,3,26,31,REMEMBER ME,Diana Ross,Motown,4,26,
1971,3,27,33,STOP THE WAR NOW,Edwin Starr,Gordy,5,27,
1971,3,28,28,GAMES,Redeye,Pentagram,11,28,
1971,3,29,30,(Don’t Worry) IF THERE’S A HELL BELOW WE’RE ALL GOING TO GO,Curtis Mayfield,Curtom,9,29,
1971,3,30,21,NO MATTER WHAT,Badfinger,Apple,12,8,
1971,3,31,43,I HEAR YOU KNOCKING,Dave Edmunds,MAM,4,31,
1971,3,32,26,HE AIN’T HEAVY…HE’S MY BROTHER,Neil Diamond,Uni,11,20,
1971,3,33,38,MR. BOJANGLES,The Nitty Gritty Dirt Band,Liberty,9,33,
1971,3,34,37,AMAZING GRACE,Judy Collins,Elektra,6,34,
1971,3,35,36,AMOS MOSES,Jerry Reed,RCA,12,35,
1971,3,36,39,WATCHING SCOTTY GROW,Bobby Goldsboro,United Artists,4,36,
1971,3,37,22,GYPSY WOMAN,Brian Hyland,Uni,20,3,
1971,3,38,41,"GET UP, GET INTO IT, GET INVOLVED (Part 1)",James Brown,King,3,38,
1971,3,39,27,BE MY BABY,Andy Kim,Steed,11,17,
1971,3,40,40,MOST OF ALL,B.J. Thomas,Scepter,8,40,
1971,3,41,49,(Do the) PUSH AND PULL (Part 1),Rufus Thomas,Stax,5,41,
1971,3,42,50,IF YOU COULD READ MY MIND,Gordon Lightfoot,Reprise,4,42,
1971,3,43,44,THE GREEN GRASS STARTS TO GROW,Dionne Warwick,Scepter,7,43,
1971,3,44,64,ONE BAD APPLE,The Osmonds,MGM,3,44,
1971,3,45,53,SOMEBODY’S WATCHING YOU,Little Sister,Stone Flower,6,45,
1971,3,46,48,PRECIOUS PRECIOUS,Jackie Moore,Atlantic,7,46,
1971,3,48,62,YOUR TIME TO CRY,Joe Simon,Spring,5,48,
1971,3,49,57,LET YOUR LOVE GO,Bread,Elektra,3,49,
1971,3,50,58,THEY CAN’T TAKE AWAY OUR MUSIC,Eric Burdon and War,MGM,5,50,
1971,4,1,2,KNOCK THREE TIMES,Dawn,Bell,10,1,1 week at #1
1971,4,2,1,MY SWEET LORD / ISN’T IT A PITY,George Harrison,Apple,9,1,
1971,4,3,3,ONE LESS BELL TO ANSWER,The 5th Dimension,Bell,14,2,
1971,4,4,6,LONELY DAYS,The Bee Gees,Atco,8,4,
1971,4,5,4,BLACK MAGIC WOMAN,Santana,Columbia,11,4,
1971,4,6,9,STONEY END,Barbra Streisand,Columbia,13,6,
1971,4,7,7,GROOVE ME,King Floyd,Chimneyville,14,7,
1971,4,8,11,YOUR SONG,Elton John,Uni,9,8,
1971,4,9,15,ROSE GARDEN,Lynn Anderson,Columbia,9,9,
1971,4,10,12,IT’S IMPOSSIBLE,Perry Como,RCA,11,10,
1971,4,11,5,I THINK I LOVE YOU,The Partridge Family (Starring Shirley Jones and Featuring David Cassidy),Bell,16,1,
1971,4,12,8,STONED LOVE,The Supremes,Motown,12,7,
1971,4,13,19,IF I WERE YOUR WOMAN,Gladys Knight and the Pips,Soul,9,13,
1971,4,14,14,RIVER DEEP-MOUNTAIN HIGH,The Supremes and the Four Tops,Motown,9,14,
1971,4,15,18,LOVE THE ONE YOU’RE WITH,Stephen Stills,Atlantic,7,15,
1971,4,16,31,I HEAR YOU KNOCKING,Dave Edmunds,MAM,5,16,
1971,4,17,10,THE TEARS OF A CLOWN,Smokey Robinson and the Miracles,Tamla,15,1,
1971,4,18,20,IMMIGRANT SONG,Led Zeppelin,Atlantic,10,18,
1971,4,19,17,DOES ANYBODY REALLY KNOW WHAT TIME IT IS,Chicago,Columbia,12,7,
1971,4,20,16,FOR THE GOOD TIMES,Ray Price,Columbia,22,11,
1971,4,21,26,REMEMBER ME,Diana Ross,Motown,5,21,
1971,4,22,22,WE GOTTA GET YOU A WOMAN,Runt (Todd Rundgren),Ampex,11,22,
1971,4,23,24,BORN TO WANDER,Rare Earth,Rare Earth,7,23,
1971,4,24,25,I REALLY DON’T WANT TO KNOW / THERE GOES MY EVERYTHING,Elvis Presley,RCA,5,24,
1971,4,25,13,PAY TO THE PIPER,The Chairmen Of the Board,Invictus,11,13,
1971,4,26,27,STOP THE WAR NOW,Edwin Starr,Gordy,6,26,
1971,4,27,28,GAMES,Redeye,Pentagram,12,27,
1971,4,28,23,ONE MAN BAND,Three Dog Night,Dunhill,10,19,
1971,4,29,21,DOMINO,Van Morrison,Warner Brothers,11,9,
1971,4,30,34,AMAZING GRACE,Judy Collins,Elektra,7,30,
1971,4,31,33,MR. BOJANGLES,The Nitty Gritty Dirt Band,Liberty,10,31,
1971,4,32,36,WATCHING SCOTTY GROW,Bobby Goldsboro,United Artists,5,32,
1971,4,33,35,AMOS MOSES,Jerry Reed,RCA,13,33,
1971,4,34,44,ONE BAD APPLE,The Osmonds,MGM,4,34,
1971,4,35,38,"GET UP, GET INTO IT, GET INVOLVED (Part 1)",James Brown,King,4,35,
1971,4,36,42,IF YOU COULD READ MY MIND,Gordon Lightfoot,Reprise,5,36,
1971,4,37,29,(Don’t Worry) IF THERE’S A HELL BELOW WE’RE ALL GOING TO GO,Curtis Mayfield,Curtom,10,29,
1971,4,38,40,MOST OF ALL,B.J. Thomas,Scepter,9,38,
1971,4,39,46,PRECIOUS PRECIOUS,Jackie Moore,Atlantic,8,39,
1971,4,40,41,(Do the) PUSH AND PULL (Part 1),Rufus Thomas,Stax,6,40,
1971,4,41,45,SOMEBODY’S WATCHING YOU,Little Sister,Stone Flower,7,41,
1971,4,42,48,YOUR TIME TO CRY,Joe Simon,Spring,6,42,
1971,4,43,43,THE GREEN GRASS STARTS TO GROW,Dionne Warwick,Scepter,8,43,
1971,4,44,49,LET YOUR LOVE GO,Bread,Elektra,4,44,
1971,4,45,52,1900 YESTERDAY,Liz Damon’s Orient Express,White Whale,5,45,
1971,4,46,60,MOTHER,John Lennon / Plastic Ono Band,Apple,3,46,
1971,4,47,47,MEAN MISTREATER,Grand Funk Railroad,Capitol,7,47,
1971,4,48,56,TEMPTATION EYES,The Grass Roots,Dunhill,5,48,
1971,4,49,67,BURNING BRIDGES,The Mike Curb Congregation,MGM,8,49,
1971,4,50,50,THEY CAN’T TAKE AWAY OUR MUSIC,Eric Burdon and War,MGM,6,50,
1971,5,1,1,KNOCK THREE TIMES,Dawn,Bell,11,1,2 weeks at #1
1971,5,2,2,MY SWEET LORD / ISN’T IT A PITY,George Harrison,Apple,10,1,
1971,5,3,4,LONELY DAYS,The Bee Gees,Atco,9,3,
1971,5,4,3,ONE LESS BELL TO ANSWER,The 5th Dimension,Bell,15,2,
1971,5,5,9,ROSE GARDEN,Lynn Anderson,Columbia,10,5,
1971,5,6,7,GROOVE ME,King Floyd,Chimneyville,15,6,
1971,5,7,16,I HEAR YOU KNOCKING,Dave Edmunds,MAM,6,7,
1971,5,8,8,YOUR SONG,Elton John,Uni,10,8,
1971,5,9,34,ONE BAD APPLE,The Osmonds,MGM,5,9,
1971,5,10,6,STONEY END,Barbra Streisand,Columbia,14,6,
1971,5,11,13,IF I WERE YOUR WOMAN,Gladys Knight and the Pips,Soul,10,11,
1971,5,12,5,BLACK MAGIC WOMAN,Santana,Columbia,12,4,
1971,5,13,10,IT’S IMPOSSIBLE,Perry Como,RCA,12,10,
1971,5,14,15,LOVE THE ONE YOU’RE WITH,Stephen Stills,Atlantic,8,14,
1971,5,15,11,I THINK I LOVE YOU,The Partridge Family (Starring Shirley Jones and Featuring David Cassidy),Bell,17,1,
1971,5,16,18,IMMIGRANT SONG,Led Zeppelin,Atlantic,11,16,
1971,5,17,23,BORN TO WANDER,Rare Earth,Rare Earth,8,17,
1971,5,18,31,MR. BOJANGLES,The Nitty Gritty Dirt Band,Liberty,11,18,
1971,5,19,21,REMEMBER ME,Diana Ross,Motown,6,19,
1971,5,20,22,WE GOTTA GET YOU A WOMAN,Runt (Todd Rundgren),Ampex,12,20,
1971,5,21,12,STONED LOVE,The Supremes,Motown,13,7,
1971,5,22,24,I REALLY DON’T WANT TO KNOW / THERE GOES MY EVERYTHING,Elvis Presley,RCA,6,22,
1971,5,23,20,FOR THE GOOD TIMES,Ray Price,Columbia,23,11,
1971,5,24,19,DOES ANYBODY REALLY KNOW WHAT TIME IT IS,Chicago,Columbia,13,7,
1971,5,25,32,WATCHING SCOTTY GROW,Bobby Goldsboro,United Artists,6,25,
1971,5,26,30,AMAZING GRACE,Judy Collins,Elektra,8,26,
1971,5,27,25,PAY TO THE PIPER,The Chairmen Of the Board,Invictus,12,13,
1971,5,28,36,IF YOU COULD READ MY MIND,Gordon Lightfoot,Reprise,6,28,
1971,5,29,14,RIVER DEEP-MOUNTAIN HIGH,The Supremes and the Four Tops,Motown,10,14,
1971,5,30,28,ONE MAN BAND,Three Dog Night,Dunhill,11,19,
1971,5,31,33,AMOS MOSES,Jerry Reed,RCA,14,31,
1971,5,32,29,DOMINO,Van Morrison,Warner Brothers,12,9,
1971,5,33,44,LET YOUR LOVE GO,Bread,Elektra,5,33,
1971,5,34,27,GAMES,Redeye,Pentagram,13,27,
1971,5,35,35,"GET UP, GET INTO IT, GET INVOLVED (Part 1)",James Brown,King,5,35,
1971,5,36,40,(Do the) PUSH AND PULL (Part 1),Rufus Thomas,Stax,7,36,
1971,5,37,45,1900 YESTERDAY,Liz Damon’s Orient Express,White Whale,6,37,
1971,5,38,17,THE TEARS OF A CLOWN,Smokey Robinson and the Miracles,Tamla,16,1,
1971,5,39,39,PRECIOUS PRECIOUS,Jackie Moore,Atlantic,9,39,
1971,5,40,41,SOMEBODY’S WATCHING YOU,Little Sister,Stone Flower,8,40,
1971,5,44,26,STOP THE WAR NOW,Edwin Starr,Gordy,7,26,
1971,5,53,37,(Don’t Worry) IF THERE’S A HELL BELOW WE’RE ALL GOING TO GO,Curtis Mayfield,Curtom,11,29,
1971,5,61,38,MOST OF ALL,B.J. Thomas,Scepter,10,38,
1971,5,41,42,YOUR TIME TO CRY,Joe Simon,Spring,7,41,
1971,5,42,48,TEMPTATION EYES,The Grass Roots,Dunhill,6,42,
1971,5,43,46,MOTHER,John Lennon / Plastic Ono Band,Apple,4,43,
1971,5,45,49,BURNING BRIDGES,The Mike Curb Congregation,MGM,9,45,
1971,5,46,55,SWEET MARY,Wadsworth Mansion,Sussex,6,46,
1971,5,48,58,APEMAN,The Kinks,Reprise,5,48,
1971,5,49,53,(Theme From) “LOVE STORY”,"Henry Mancini, His Orchestra and Chorus",RCA,3,49,
1971,6,1,1,KNOCK THREE TIMES,Dawn,Bell,12,1,3 weeks at #1
1971,6,2,9,ONE BAD APPLE,The Osmonds,MGM,6,2,
1971,6,3,2,MY SWEET LORD / ISN’T IT A PITY,George Harrison,Apple,11,1,
1971,6,4,3,LONELY DAYS,The Bee Gees,Atco,10,3,
1971,6,5,5,ROSE GARDEN,Lynn Anderson,Columbia,11,5,
1971,6,6,7,I HEAR YOU KNOCKING,Dave Edmunds,MAM,7,6,
1971,6,7,6,GROOVE ME,King Floyd,Chimneyville,16,6,
1971,6,8,8,YOUR SONG,Elton John,Uni,11,8,
1971,6,9,4,ONE LESS BELL TO ANSWER,The 5th Dimension,Bell,16,2,
1971,6,10,11,IF I WERE YOUR WOMAN,Gladys Knight and the Pips,Soul,11,10,
1971,6,11,10,STONEY END,Barbra Streisand,Columbia,15,6,
1971,6,12,25,WATCHING SCOTTY GROW,Bobby Goldsboro,United Artists,7,12,
1971,6,13,13,IT’S IMPOSSIBLE,Perry Como,RCA,13,10,
1971,6,14,14,LOVE THE ONE YOU’RE WITH,Stephen Stills,Atlantic,9,14,
1971,6,15,18,MR. BOJANGLES,The Nitty Gritty Dirt Band,Liberty,12,15,
1971,6,16,19,REMEMBER ME,Diana Ross,Motown,7,16,
1971,6,17,17,BORN TO WANDER,Rare Earth,Rare Earth,9,17,
1971,6,18,28,IF YOU COULD READ MY MIND,Gordon Lightfoot,Reprise,7,18,
1971,6,19,26,AMAZING GRACE,Judy Collins,Elektra,9,19,
1971,6,20,20,WE GOTTA GET YOU A WOMAN,Runt (Todd Rundgren),Ampex,13,20,
1971,6,21,22,I REALLY DON’T WANT TO KNOW / THERE GOES MY EVERYTHING,Elvis Presley,RCA,7,21,
1971,6,22,15,I THINK I LOVE YOU,The Partridge Family (Starring Shirley Jones and Featuring David Cassidy),Bell,18,1,
1971,6,23,16,IMMIGRANT SONG,Led Zeppelin,Atlantic,12,16,
1971,6,24,12,BLACK MAGIC WOMAN,Santana,Columbia,13,4,
1971,6,25,47,MAMA’S PEARL,Jackson 5,Motown,2,25,
1971,6,26,21,STONED LOVE,The Supremes,Motown,14,7,
1971,6,27,31,AMOS MOSES,Jerry Reed,RCA,15,27,
1971,6,28,23,FOR THE GOOD TIMES,Ray Price,Columbia,24,11,
1971,6,29,33,LET YOUR LOVE GO,Bread,Elektra,6,29,
1971,6,30,49,(Theme From) “LOVE STORY”,"Henry Mancini, His Orchestra and Chorus",RCA,4,30,
1971,6,31,36,(Do the) PUSH AND PULL (Part 1),Rufus Thomas,Stax,8,31,
1971,6,32,56,HAVE YOU EVER SEEN THE RAIN / HEY TONIGHT,Creedence Clearwater Revival,Fantasy,2,32,
1971,6,33,40,SOMEBODY’S WATCHING YOU,Little Sister,Stone Flower,9,33,
1971,6,34,35,"GET UP, GET INTO IT, GET INVOLVED (Part 1)",James Brown,King,6,34,
1971,6,35,37,1900 YESTERDAY,Liz Damon’s Orient Express,White Whale,7,35,
1971,6,36,39,PRECIOUS PRECIOUS,Jackie Moore,Atlantic,10,36,
1971,6,37,27,PAY TO THE PIPER,The Chairmen Of the Board,Invictus,13,13,
1971,6,38,34,GAMES,Redeye,Pentagram,14,27,
1971,6,39,55,DON’T LET THE GREEN GRASS FOOL YOU,Wilson Pickett,Atlantic,4,39,
1971,6,40,41,YOUR TIME TO CRY,Joe Simon,Spring,8,40,
1971,6,41,42,TEMPTATION EYES,The Grass Roots,Dunhill,7,41,
1971,6,42,45,BURNING BRIDGES,The Mike Curb Congregation,MGM,10,42,
1971,6,43,43,MOTHER,John Lennon / Plastic Ono Band,Apple,5,43,
1971,6,44,46,SWEET MARY,Wadsworth Mansion,Sussex,7,44,
1971,6,45,48,APEMAN,The Kinks,Reprise,6,45,
1971,6,46,52,D.O.A.,Bloodrock,Capitol,6,46,
1971,6,47,54,JODY’S GOT YOUR GIRL AND GONE,Johnnie Taylor,Stax,4,47,
1971,6,48,51,WHEN I’M DEAD AND GONE,McGuinness Flint,Capitol,5,48,
1971,6,49,75,THEME FROM “LOVE STORY”,Francis Lai with His Orchestra,Paramount,2,49,
1971,6,50,50,BRIDGET THE MIDGET (The Queen Of the Blues),Ray Stevens,Barnaby,8,50,
1971,7,1,2,ONE BAD APPLE,The Osmonds,MGM,7,1,1 week at #1
1971,7,2,1,KNOCK THREE TIMES,Dawn,Bell,13,1,
1971,7,3,5,ROSE GARDEN,Lynn Anderson,Columbia,12,3,
1971,7,4,6,I HEAR YOU KNOCKING,Dave Edmunds,MAM,8,4,
1971,7,5,4,LONELY DAYS,The Bee Gees,Atco,11,3,
1971,7,6,3,MY SWEET LORD / ISN’T IT A PITY,George Harrison,Apple,12,1,
1971,7,7,7,GROOVE ME,King Floyd,Chimneyville,17,6,
1971,7,8,8,YOUR SONG,Elton John,Uni,12,8,
1971,7,9,10,IF I WERE YOUR WOMAN,Gladys Knight and the Pips,Soul,12,9,
1971,7,10,25,MAMA’S PEARL,Jackson 5,Motown,3,10,
1971,7,11,18,IF YOU COULD READ MY MIND,Gordon Lightfoot,Reprise,8,11,
1971,7,12,12,WATCHING SCOTTY GROW,Bobby Goldsboro,United Artists,8,12,
1971,7,13,9,ONE LESS BELL TO ANSWER,The 5th Dimension,Bell,17,2,
1971,7,14,15,MR. BOJANGLES,The Nitty Gritty Dirt Band,Liberty,13,14,
1971,7,15,44,SWEET MARY,Wadsworth Mansion,Sussex,8,15,
1971,7,16,16,REMEMBER ME,Diana Ross,Motown,8,16,
1971,7,17,11,STONEY END,Barbra Streisand,Columbia,16,6,
1971,7,18,19,AMAZING GRACE,Judy Collins,Elektra,10,18,
1971,7,19,13,IT’S IMPOSSIBLE,Perry Como,RCA,14,10,
1971,7,20,20,WE GOTTA GET YOU A WOMAN,Runt (Todd Rundgren),Ampex,14,20,
1971,7,21,30,(Theme From) “LOVE STORY”,"Henry Mancini, His Orchestra and Chorus",RCA,5,21,
1971,7,22,14,LOVE THE ONE YOU’RE WITH,Stephen Stills,Atlantic,10,14,
1971,7,23,27,AMOS MOSES,Jerry Reed,RCA,16,23,
1971,7,24,32,HAVE YOU EVER SEEN THE RAIN / HEY TONIGHT,Creedence Clearwater Revival,Fantasy,3,24,
1971,7,25,22,I THINK I LOVE YOU,The Partridge Family (Starring Shirley Jones and Featuring David Cassidy),Bell,19,1,
1971,7,26,17,BORN TO WANDER,Rare Earth,Rare Earth,10,17,
1971,7,27,31,(Do the) PUSH AND PULL (Part 1),Rufus Thomas,Stax,9,27,
1971,7,28,21,I REALLY DON’T WANT TO KNOW / THERE GOES MY EVERYTHING,Elvis Presley,RCA,8,21,
1971,7,29,29,LET YOUR LOVE GO,Bread,Elektra,7,29,
1971,7,30,36,PRECIOUS PRECIOUS,Jackie Moore,Atlantic,11,30,
1971,7,31,41,TEMPTATION EYES,The Grass Roots,Dunhill,8,31,
1971,7,32,33,SOMEBODY’S WATCHING YOU,Little Sister,Stone Flower,10,32,
1971,7,33,35,1900 YESTERDAY,Liz Damon’s Orient Express,White Whale,8,33,
1971,7,34,23,IMMIGRANT SONG,Led Zeppelin,Atlantic,13,16,
1971,7,35,39,DON’T LET THE GREEN GRASS FOOL YOU,Wilson Pickett,Atlantic,5,35,
1971,7,36,47,JODY’S GOT YOUR GIRL AND GONE,Johnnie Taylor,Stax,5,36,
1971,7,38,34,"GET UP, GET INTO IT, GET INVOLVED (Part 1)",James Brown,King,7,34,
1971,7,39,87,FOR ALL WE KNOW,The Carpenters,A&M,2,39,
1971,7,40,40,YOUR TIME TO CRY,Joe Simon,Spring,9,40,
1971,7,41,42,BURNING BRIDGES,The Mike Curb Congregation,MGM,11,41,
1971,7,42,61,ME AND BOBBY McGEE,Janis Joplin,Columbia,3,42,
1971,7,43,60,SHE’S A LADY,Tom Jones,Parrot,2,43,
1971,7,44,57,JUST SEVEN NUMBERS (Can Straighten Out My Life),The Four Tops,Motown,4,44,
1971,7,45,45,APEMAN,The Kinks,Reprise,7,45,
1971,7,46,46,D.O.A.,Bloodrock,Capitol,7,46,
