YEAR,WEEK,TW,LW,TITLE,ARTIST,LABEL,WEEKS_ON_CHART,PEAK_POSITION,WEEKS_AT_1
1972,2,25,37,IT’S ONE OF THOSE NIGHTS (Yes Love),The Partridge Family Starring Shirley Jones and Featuring David Cassidy,Bell,4,25,
1972,2,26,32,ONCE YOU UNDERSTAND,Think (Featuring Lou Stallman),Laurie,6,26,
1972,2,27,33,KISS AN ANGEL GOOD MORNIN’,Charley Pride,RCA,8,27,
1972,2,28,26,AN AMERICAN TRILOGY (Dixie / Battle Hymn Of the Republic / All My Trials) (Medley),Mickey Newbury,Elektra,10,26,
1972,2,29,45,THE WITCH QUEEN OF NEW ORLEANS,Redbone,Epic,8,29,
1972,2,30,38,"WHITE LIES, BLUE EYES",Bullet,Big Tree,10,30,
1972,2,31,23,THEME FROM “SHAFT”,Isaac Hayes,Enterprise,13,1,
1972,2,32,22,WHERE DID OUR LOVE GO,Donnie Elbert,All Platinum,13,15,
1972,2,33,35,GEORGE JACKSON,Bob Dylan,Columbia,6,33,
1972,2,34,24,BABY I’M-A WANT YOU,Bread,Elektra,12,3,
1972,2,35,40,LEVON,Elton John,Uni,4,35,
1972,2,36,27,STONES / CRUNCHY GRANOLA SUITE,Neil Diamond,Uni,9,14,
1972,2,37,48,THAT’S THE WAY I FEEL ABOUT ‘CHA,Bobby Womack and Peace,United Artists,5,37,
1972,2,38,46,MAKE ME THE WOMAN THAT YOU GO HOME TO,Gladys Knight and the Pips,Soul,4,38,
1972,2,39,30,SUPERSTAR (Remember How You Got Where You Are),The Temptations,Gordy,10,18,
1972,2,40,31,THEME FROM SUMMER OF ’42,Peter Nero,Columbia,13,21,
1972,2,41,29,(I Know) I’M LOSING YOU,Rod Stewart with Faces,Mercury,8,24,
1972,2,44,39,BEHIND BLUE EYES,The Who,Decca,10,34,
1972,2,45,34,HALLELUJAH,Sweathog,Columbia,9,33,
1972,2,43,44,ME AND BOBBY McGEE,Jerry Lee Lewis,Mercury,7,43,
1972,2,46,56,STAY WITH ME,The Faces,Warner Brothers,2,46,
1972,2,47,50,MY BOY,Richard Harris,Dunhill,8,47,
1972,2,48,51,LOOKING FOR A LOVE,The J. Geils Band,Atlantic,6,48,
1972,2,49,42,CAN I GET A WITNESS,Lee Michaels,A&M,8,39,
1972,2,50,41,NOTHING TO HIDE,Tommy James,Roulette,7,41,
1972,3,1,2,AMERICAN PIE (Parts 1 and 2),Don McLean,United Artists,8,1,1 week at #1
1972,3,2,1,BRAND NEW KEY,Melanie,Neighborhood,12,1,
1972,3,3,4,LET’S STAY TOGETHER,Al Green,Hi,7,3,
1972,3,4,7,SUNSHINE,Jonathan Edwards,Capricorn,10,4,
1972,3,5,3,FAMILY AFFAIR,Sly and the Family Stone,Epic,11,1,
1972,3,6,6,SCORPIO,Dennis Coffey and the Detroit Guitar Band,Sussex,12,6,
1972,3,7,8,I’D LIKE TO TEACH THE WORLD TO SING (In Perfect Harmony),The New Seekers,Elektra,7,7,
1972,3,8,5,GOT TO BE THERE,Michael Jackson,Motown,12,4,
1972,3,9,10,HEY GIRL / I KNEW YOU WHEN,Donny Osmond,MGM,8,9,
1972,3,10,13,CLEAN UP WOMAN,Betty Wright,Alston,8,10,
1972,3,11,11,YOU ARE EVERYTHING,The Stylistics,Avco,11,11,
1972,3,12,12,SUGAR DADDY,Jackson 5,Motown,6,12,
1972,3,13,14,I’D LIKE TO TEACH THE WORLD TO SING (In Perfect Harmony),The Hillside Singers,Metromedia,8,13,
1972,3,14,16,DAY AFTER DAY,Badfinger,Apple,7,14,
1972,3,15,15,ONE MONKEY DON’T STOP NO SHOW (Part 1),The Honey Cone,Hot Wax,9,15,
1972,3,16,17,DROWNING IN THE SEA OF LOVE,Joe Simon,Spring,8,16,
1972,3,17,9,CHERISH,David Cassidy,Bell,11,9,
1972,3,18,24,NEVER BEEN TO SPAIN,Three Dog Night,Dunhill,4,18,
1972,3,19,18,AN OLD FASHIONED LOVE SONG,Three Dog Night,Dunhill,10,4,
1972,3,20,22,HEY BIG BROTHER,Rare Earth,Rare Earth,8,20,
1972,3,21,25,IT’S ONE OF THOSE NIGHTS (Yes Love),The Partridge Family (Starring Shirley Jones and Featuring David Cassidy),Bell,5,21,
1972,3,22,23,ANTICIPATION,Carly Simon,Elektra,6,22,
1972,3,23,26,ONCE YOU UNDERSTAND,Think (Featuring Lou Stallman),Laurie,7,23,
1972,3,24,20,ALL I EVER NEED IS YOU,Sonny and Cher,Kapp,14,7,
1972,3,25,27,KISS AN ANGEL GOOD MORNIN’,Charley Pride,RCA,9,25,
1972,3,26,19,HAVE YOU SEEN HER,The Chi-Lites,Brunswick,13,3,
1972,3,27,29,THE WITCH QUEEN OF NEW ORLEANS,Redbone,Epic,9,27,
1972,3,28,30,"WHITE LIES, BLUE EYES",Bullet,Big Tree,11,28,
1972,3,29,21,RESPECT YOURSELF,The Staple Singers,Stax,14,12,
1972,3,30,35,LEVON,Elton John,Uni,5,30,
1972,3,31,37,THAT’S THE WAY I FEEL ABOUT ‘CHA,Bobby Womack and Peace,United Artists,6,31,
1972,3,32,38,MAKE ME THE WOMAN THAT YOU GO HOME TO,Gladys Knight and the Pips,Soul,5,32,
1972,3,33,42,BLACK DOG,Led Zeppelin,Atlantic,4,33,
1972,3,34,28,AN AMERICAN TRILOGY (Dixie / Battle Hymn Of the Republic / All My Trials) (Medley),Mickey Newbury,Elektra,11,26,
1972,3,35,46,STAY WITH ME,The Faces,Warner Brothers,3,35,
1972,3,36,54,WITHOUT YOU,Nilsson,RCA,5,36,
1972,3,38,33,GEORGE JACKSON,Bob Dylan,Columbia,7,33,
1972,3,39,48,LOOKING FOR A LOVE,The J. Geils Band,Atlantic,7,39,
1972,3,40,43,ME AND BOBBY McGEE,Jerry Lee Lewis,Mercury,8,40,
1972,3,41,47,MY BOY,Richard Harris,Dunhill,9,41,
1972,3,42,41,(I Know) I’M LOSING YOU,Rod Stewart with Faces,Mercury,9,24,
1972,3,43,67,PRECIOUS AND FEW,Climax,Carousel / Rocky Road,3,43,
1972,3,44,57,THOSE WERE THE DAYS,Carroll O’Connor and Jean Stapleton (As the Bunkers),Atlantic,6,44,
1972,3,45,44,BEHIND BLUE EYES,The Who,Decca,11,34,
1972,3,46,56,DON’T SAY YOU DON’T REMEMBER,Beverly Bremers,Scepter,5,46,
1972,3,47,45,HALLELUJAH,Sweathog,Columbia,10,33,
1972,3,48,53,AIN’T NOBODY HOME,B.B. King,ABC,10,48,
1972,3,49,90,JOY,Apollo 100,Mega,3,49,
1972,4,1,1,AMERICAN PIE (Parts 1 and 2),Don McLean,United Artists,9,1,2 weeks at #1
1972,4,2,2,BRAND NEW KEY,Melanie,Neighborhood,13,1,
1972,4,3,3,LET’S STAY TOGETHER,Al Green,Hi,8,3,
1972,4,4,4,SUNSHINE,Jonathan Edwards,Capricorn,11,4,
1972,4,5,14,DAY AFTER DAY,Badfinger,Apple,8,5,
1972,4,6,6,SCORPIO,Dennis Coffey and the Detroit Guitar Band,Sussex,13,6,
1972,4,7,7,I’D LIKE TO TEACH THE WORLD TO SING (In Perfect Harmony),The New Seekers,Elektra,8,7,
1972,4,8,10,CLEAN UP WOMAN,Betty Wright,Alston,9,8,
1972,4,9,11,YOU ARE EVERYTHING,The Stylistics,Avco,12,9,
1972,4,10,12,SUGAR DADDY,Jackson 5,Motown,7,10,
1972,4,11,18,NEVER BEEN TO SPAIN,Three Dog Night,Dunhill,5,11,
1972,4,12,16,DROWNING IN THE SEA OF LOVE,Joe Simon,Spring,9,12,
1972,4,13,13,I’D LIKE TO TEACH THE WORLD TO SING (In Perfect Harmony),The Hillside Singers,Metromedia,9,13,
1972,4,14,5,FAMILY AFFAIR,Sly and the Family Stone,Epic,12,1,
1972,4,15,8,GOT TO BE THERE,Michael Jackson,Motown,13,4,
1972,4,16,9,HEY GIRL / I KNEW YOU WHEN,Donny Osmond,MGM,9,9,
1972,4,17,15,ONE MONKEY DON’T STOP NO SHOW (Part 1),The Honey Cone,Hot Wax,10,15,
1972,4,18,22,ANTICIPATION,Carly Simon,Elektra,7,18,
1972,4,19,20,HEY BIG BROTHER,Rare Earth,Rare Earth,9,19,
1972,4,20,21,IT’S ONE OF THOSE NIGHTS (Yes Love),The Partridge Family (Starring Shirley Jones and Featuring David Cassidy),Bell,6,20,
1972,4,21,36,WITHOUT YOU,Nilsson,RCA,6,21,
1972,4,22,25,KISS AN ANGEL GOOD MORNIN’,Charley Pride,RCA,10,22,
1972,4,23,23,ONCE YOU UNDERSTAND,Think (Featuring Lou Stallman),Laurie,8,23,
1972,4,24,17,CHERISH,David Cassidy,Bell,12,9,
1972,4,25,27,THE WITCH QUEEN OF NEW ORLEANS,Redbone,Epic,10,25,
1972,4,26,35,STAY WITH ME,The Faces,Warner Brothers,4,26,
1972,4,27,33,BLACK DOG,Led Zeppelin,Atlantic,5,27,
1972,4,28,30,LEVON,Elton John,Uni,6,28,
1972,4,29,31,THAT’S THE WAY I FEEL ABOUT ‘CHA,Bobby Womack and Peace,United Artists,7,29,
1972,4,30,32,MAKE ME THE WOMAN THAT YOU GO HOME TO,Gladys Knight and the Pips,Soul,6,30,
1972,4,31,26,HAVE YOU SEEN HER,The Chi-Lites,Brunswick,14,3,
1972,4,32,37,FIRE AND WATER,Wilson Pickett,Atlantic,5,32,
1972,4,33,24,ALL I EVER NEED IS YOU,Sonny and Cher,Kapp,15,7,
1972,4,34,43,PRECIOUS AND FEW,Climax,Carousel / Rocky Road,4,34,
1972,4,35,49,JOY,Apollo 100,Mega,4,35,
1972,4,36,19,AN OLD FASHIONED LOVE SONG,Three Dog Night,Dunhill,11,4,
1972,4,37,46,DON’T SAY YOU DON’T REMEMBER,Beverly Bremers,Scepter,6,37,
1972,4,38,76,HURTING EACH OTHER,The Carpenters,A&M,2,38,
1972,4,39,39,LOOKING FOR A LOVE,The J. Geils Band,Atlantic,8,39,
1972,4,40,28,"WHITE LIES, BLUE EYES",Bullet,Big Tree,12,28,
1972,4,47,40,ME AND BOBBY McGEE,Jerry Lee Lewis,Mercury,9,40,
1972,4,58,38,GEORGE JACKSON,Bob Dylan,Columbia,8,33,
1972,4,41,41,MY BOY,Richard Harris,Dunhill,10,41,
1972,4,42,51,DAISY MAE,"Hamilton, Joe Frank and Reynolds",Dunhill,8,42,
1972,4,43,55,FEELING ALRIGHT,Joe Cocker,A&M,9,43,
1972,4,44,44,THOSE WERE THE DAYS,Carroll O’Connor and Jean Stapleton (As the Bunkers),Atlantic,7,44,
1972,4,45,57,TOGETHER LET’S FIND LOVE,The 5th Dimension,Bell,4,45,
1972,4,46,48,AIN’T NOBODY HOME,B.B. King,ABC,11,46,
1972,4,48,75,FLOY JOY,The Supremes,Motown,3,48,
1972,4,49,73,THE LION SLEEPS TONIGHT (Wimoweh),Robert John,Atlantic,4,49,
1972,4,50,54,BANG A GONG (Get It On),T. Rex,Reprise,4,50,
1972,5,1,1,AMERICAN PIE (Parts 1 and 2),Don McLean,United Artists,10,1,3 weeks at #1
1972,5,2,2,BRAND NEW KEY,Melanie,Neighborhood,14,1,
1972,5,3,3,LET’S STAY TOGETHER,Al Green,Hi,9,3,
1972,5,4,4,SUNSHINE,Jonathan Edwards,Capricorn,12,4,
1972,5,5,5,DAY AFTER DAY,Badfinger,Apple,9,5,
1972,5,6,8,CLEAN UP WOMAN,Betty Wright,Alston,10,6,
1972,5,7,6,SCORPIO,Dennis Coffey and the Detroit Guitar Band,Sussex,14,6,
1972,5,8,11,NEVER BEEN TO SPAIN,Three Dog Night,Dunhill,6,8,
1972,5,9,9,YOU ARE EVERYTHING,The Stylistics,Avco,13,9,
1972,5,10,10,SUGAR DADDY,Jackson 5,Motown,8,10,
1972,5,11,12,DROWNING IN THE SEA OF LOVE,Joe Simon,Spring,10,11,
1972,5,12,7,I’D LIKE TO TEACH THE WORLD TO SING (In Perfect Harmony),The New Seekers,Elektra,9,7,
1972,5,13,38,HURTING EACH OTHER,The Carpenters,A&M,3,13,
1972,5,14,21,WITHOUT YOU,Nilsson,RCA,7,14,
1972,5,15,35,JOY,Apollo 100,Mega,5,15,
1972,5,16,34,PRECIOUS AND FEW,Climax,Carousel / Rocky Road,5,16,
1972,5,17,18,ANTICIPATION,Carly Simon,Elektra,8,17,
1972,5,18,14,FAMILY AFFAIR,Sly and the Family Stone,Epic,13,1,
1972,5,19,13,I’D LIKE TO TEACH THE WORLD TO SING (In Perfect Harmony),The Hillside Singers,Metromedia,10,13,
1972,5,20,20,IT’S ONE OF THOSE NIGHTS (Yes Love),The Partridge Family (Starring Shirley Jones and Featuring David Cassidy),Bell,7,20,
1972,5,21,26,STAY WITH ME,The Faces,Warner Brothers,5,21,
1972,5,22,22,KISS AN ANGEL GOOD MORNIN’,Charley Pride,RCA,11,22,
1972,5,23,27,BLACK DOG,Led Zeppelin,Atlantic,6,23,
1972,5,24,25,THE WITCH QUEEN OF NEW ORLEANS,Redbone,Epic,11,24,
1972,5,25,28,LEVON,Elton John,Uni,7,25,
1972,5,26,16,HEY GIRL / I KNEW YOU WHEN,Donny Osmond,MGM,10,9,
1972,5,27,32,FIRE AND WATER,Wilson Pickett,Atlantic,6,27,
1972,5,28,30,MAKE ME THE WOMAN THAT YOU GO HOME TO,Gladys Knight and the Pips,Soul,7,28,
1972,5,29,29,THAT’S THE WAY I FEEL ABOUT ‘CHA,Bobby Womack and Peace,United Artists,8,29,
1972,5,30,17,ONE MONKEY DON’T STOP NO SHOW (Part 1),The Honey Cone,Hot Wax,11,15,
1972,5,31,15,GOT TO BE THERE,Michael Jackson,Motown,14,4,
1972,5,32,68,DOWN BY THE LAZY RIVER,The Osmonds,MGM,2,32,
1972,5,33,37,DON’T SAY YOU DON’T REMEMBER,Beverly Bremers,Scepter,7,33,
1972,5,34,19,HEY BIG BROTHER,Rare Earth,Rare Earth,10,19,
1972,5,35,23,ONCE YOU UNDERSTAND,Think (Featuring Lou Stallman),Laurie,9,23,
1972,5,36,43,FEELING ALRIGHT,Joe Cocker,A&M,10,36,
1972,5,37,50,BANG A GONG (Get It On),T. Rex,Reprise,5,37,
1972,5,38,49,THE LION SLEEPS TONIGHT (Wimoweh),Robert John,Atlantic,5,38,
1972,5,39,45,TOGETHER LET’S FIND LOVE,The 5th Dimension,Bell,5,39,
1972,5,40,48,FLOY JOY,The Supremes,Motown,4,40,
1972,5,44,40,"WHITE LIES, BLUE EYES",Bullet,Big Tree,13,28,
1972,5,45,39,LOOKING FOR A LOVE,The J. Geils Band,Atlantic,9,39,
1972,5,42,42,DAISY MAE,"Hamilton, Joe Frank and Reynolds",Dunhill,9,42,
1972,5,43,44,THOSE WERE THE DAYS,Carroll O’Connor and Jean Stapleton (As the Bunkers),Atlantic,8,43,
1972,5,46,41,MY BOY,Richard Harris,Dunhill,11,41,
1972,5,48,64,FOOTSTOMPIN’ MUSIC,Grand Funk Railroad,Capitol,4,48,
1972,5,49,62,TUPELO HONEY,Van Morrison,Warner Brothers,5,49,
1972,5,50,55,"YOU WANT IT, YOU GOT IT",The Detroit Emeralds,Westbound,4,50,
1972,6,1,1,AMERICAN PIE (Parts 1 and 2),Don McLean,United Artists,11,1,4 weeks at #1
1972,6,2,3,LET’S STAY TOGETHER,Al Green,Hi,10,2,
1972,6,3,2,BRAND NEW KEY,Melanie,Neighborhood,15,1,
1972,6,4,5,DAY AFTER DAY,Badfinger,Apple,10,4,
1972,6,5,14,WITHOUT YOU,Nilsson,RCA,8,5,
1972,6,6,8,NEVER BEEN TO SPAIN,Three Dog Night,Dunhill,7,6,
1972,6,7,4,SUNSHINE,Jonathan Edwards,Capricorn,13,4,
1972,6,8,16,PRECIOUS AND FEW,Climax,Carousel / Rocky Road,6,8,
1972,6,9,13,HURTING EACH OTHER,The Carpenters,A&M,4,9,
1972,6,10,15,JOY,Apollo 100,Mega,6,10,
1972,6,11,6,CLEAN UP WOMAN,Betty Wright,Alston,11,6,
1972,6,12,32,DOWN BY THE LAZY RIVER,The Osmonds,MGM,3,12,
1972,6,13,7,SCORPIO,Dennis Coffey and the Detroit Guitar Band,Sussex,15,6,
1972,6,14,17,ANTICIPATION,Carly Simon,Elektra,9,14,
1972,6,15,9,YOU ARE EVERYTHING,The Stylistics,Avco,14,9,
1972,6,16,10,SUGAR DADDY,Jackson 5,Motown,9,10,
1972,6,17,11,DROWNING IN THE SEA OF LOVE,Joe Simon,Spring,11,11,
1972,6,18,12,I’D LIKE TO TEACH THE WORLD TO SING (In Perfect Harmony),The New Seekers,Elektra,10,7,
1972,6,19,21,STAY WITH ME,The Faces,Warner Brothers,6,19,
1972,6,20,38,THE LION SLEEPS TONIGHT (Wimoweh),Robert John,Atlantic,6,20,
1972,6,21,22,KISS AN ANGEL GOOD MORNIN’,Charley Pride,RCA,12,21,
1972,6,22,24,THE WITCH QUEEN OF NEW ORLEANS,Redbone,Epic,12,22,
1972,6,23,23,BLACK DOG,Led Zeppelin,Atlantic,7,23,
1972,6,24,25,LEVON,Elton John,Uni,8,24,
1972,6,25,27,FIRE AND WATER,Wilson Pickett,Atlantic,7,25,
1972,6,26,19,I’D LIKE TO TEACH THE WORLD TO SING (In Perfect Harmony),The Hillside Singers,Metromedia,11,13,
1972,6,27,28,MAKE ME THE WOMAN THAT YOU GO HOME TO,Gladys Knight and the Pips,Soul,8,27,
1972,6,28,29,THAT’S THE WAY I FEEL ABOUT ‘CHA,Bobby Womack and Peace,United Artists,9,28,
1972,6,29,33,DON’T SAY YOU DON’T REMEMBER,Beverly Bremers,Scepter,8,29,
1972,6,30,18,FAMILY AFFAIR,Sly and the Family Stone,Epic,14,1,
1972,6,31,37,BANG A GONG (Get It On),T. Rex,Reprise,6,31,
1972,6,32,20,IT’S ONE OF THOSE NIGHTS (Yes Love),The Partridge Family (Starring Shirley Jones and Featuring David Cassidy),Bell,8,20,
1972,6,33,40,FLOY JOY,The Supremes,Motown,5,33,
1972,6,34,36,FEELING ALRIGHT,Joe Cocker,A&M,11,34,
1972,6,35,77,SWEET SEASONS,Carole King,Ode,2,35,
1972,6,36,48,FOOTSTOMPIN’ MUSIC,Grand Funk Railroad,Capitol,5,36,
1972,6,37,39,TOGETHER LET’S FIND LOVE,The 5th Dimension,Bell,6,37,
1972,6,39,65,MY WORLD,The Bee Gees,Atco,2,39,
1972,6,40,60,EVERYTHING I OWN,Bread,Elektra,2,40,
1972,6,43,35,ONCE YOU UNDERSTAND,Think (Featuring Lou Stallman),Laurie,10,23,
1972,6,41,42,DAISY MAE,"Hamilton, Joe Frank and Reynolds",Dunhill,10,41,
1972,6,42,82,THE WAY OF LOVE,Cher,Kapp,2,42,
1972,6,44,71,"I CAN’T HELP MYSELF (Sugar Pie, Honey Bunch)",Donnie Elbert,Avco,2,44,
1972,6,45,57,JUNGLE FEVER,The Chakachas,Polydor,4,45,
1972,6,46,50,"YOU WANT IT, YOU GOT IT",The Detroit Emeralds,Westbound,5,46,
1972,6,47,47,DO THE FUNKY PENGUIN (Part 1),Rufus Thomas,Stax,7,47,
1972,6,48,49,TUPELO HONEY,Van Morrison,Warner Brothers,6,48,
1972,6,49,61,SOFTLY WHISPERING I LOVE YOU,The English Congregation,Atco,3,49,
1972,6,50,51,THE HARDER I TRY (The Bluer I Get),The Free Movement,Columbia,9,50,
1972,7,1,2,LET’S STAY TOGETHER,Al Green,Hi,11,1,1 week at #1
1972,7,2,1,AMERICAN PIE (Parts 1 and 2),Don McLean,United Artists,12,1,
1972,7,3,5,WITHOUT YOU,Nilsson,RCA,9,3,
1972,7,4,8,PRECIOUS AND FEW,Climax,Carousel / Rocky Road,7,4,
1972,7,5,6,NEVER BEEN TO SPAIN,Three Dog Night,Dunhill,8,5,
1972,7,6,9,HURTING EACH OTHER,The Carpenters,A&M,5,6,
1972,7,7,12,DOWN BY THE LAZY RIVER,The Osmonds,MGM,4,7,
1972,7,8,10,JOY,Apollo 100,Mega,7,8,
1972,7,9,3,BRAND NEW KEY,Melanie,Neighborhood,16,1,
1972,7,10,4,DAY AFTER DAY,Badfinger,Apple,11,4,
1972,7,11,11,CLEAN UP WOMAN,Betty Wright,Alston,12,6,
1972,7,12,7,SUNSHINE,Jonathan Edwards,Capricorn,14,4,
1972,7,13,14,ANTICIPATION,Carly Simon,Elektra,10,13,
1972,7,14,20,THE LION SLEEPS TONIGHT (Wimoweh),Robert John,Atlantic,7,14,
1972,7,15,23,BLACK DOG,Led Zeppelin,Atlantic,8,15,
1972,7,16,35,SWEET SEASONS,Carole King,Ode,3,16,
1972,7,17,19,STAY WITH ME,The Faces,Warner Brothers,7,17,
1972,7,18,13,SCORPIO,Dennis Coffey and the Detroit Guitar Band,Sussex,16,6,
1972,7,19,17,DROWNING IN THE SEA OF LOVE,Joe Simon,Spring,12,11,
1972,7,20,15,YOU ARE EVERYTHING,The Stylistics,Avco,15,9,
1972,7,21,21,KISS AN ANGEL GOOD MORNIN’,Charley Pride,RCA,13,21,
1972,7,22,22,THE WITCH QUEEN OF NEW ORLEANS,Redbone,Epic,13,22,
1972,7,23,29,DON’T SAY YOU DON’T REMEMBER,Beverly Bremers,Scepter,9,23,
1972,7,24,25,FIRE AND WATER,Wilson Pickett,Atlantic,8,24,
1972,7,25,31,BANG A GONG (Get It On),T. Rex,Reprise,7,25,
1972,7,26,39,MY WORLD,The Bee Gees,Atco,3,26,
1972,7,27,28,THAT’S THE WAY I FEEL ABOUT ‘CHA,Bobby Womack and Peace,United Artists,10,27,
1972,7,28,40,EVERYTHING I OWN,Bread,Elektra,3,28,
1972,7,29,42,THE WAY OF LOVE,Cher,Kapp,3,29,
1972,7,30,33,FLOY JOY,The Supremes,Motown,6,30,
1972,7,31,18,I’D LIKE TO TEACH THE WORLD TO SING (In Perfect Harmony),The New Seekers,Elektra,11,7,
1972,7,32,16,SUGAR DADDY,Jackson 5,Motown,10,10,
1972,7,33,34,FEELING ALRIGHT,Joe Cocker,A&M,12,33,
1972,7,34,36,FOOTSTOMPIN’ MUSIC,Grand Funk Railroad,Capitol,6,34,
1972,7,35,38,AIN’T UNDERSTANDING MELLOW,Jerry Butler and Brenda Lee Eager,Mercury,10,35,
1972,7,36,26,I’D LIKE TO TEACH THE WORLD TO SING (In Perfect Harmony),The Hillside Singers,Metromedia,12,13,
1972,7,37,37,TOGETHER LET’S FIND LOVE,The 5th Dimension,Bell,7,37,
1972,7,38,24,LEVON,Elton John,Uni,9,24,
1972,7,39,62,HEART OF GOLD,Neil Young,Reprise,2,39,
1972,7,40,44,"I CAN’T HELP MYSELF (Sugar Pie, Honey Bunch)",Donnie Elbert,Avco,3,40,
