YEAR,WEEK,TW,LW,TITLE,ARTIST,LABEL,WEEKS_ON_CHART,PEAK_POSITION,WEEKS_AT_1
1970,2,26,24,FRIENDSHIP TRAIN,Gladys Knight and the Pips,Soul,12,17,
1970,2,27,21,THESE EYES,Jr. Walker and the All Stars,Soul,12,16,
1970,2,28,25,UP ON CRIPPLE CREEK,The Band,Capitol,11,25,
1970,2,29,37,"WONDERFUL WORLD, BEAUTIFUL PEOPLE",Jimmy Cliff,A&M,6,29,
1970,2,30,27,A BRAND NEW ME,Dusty Springfield,Atlantic,10,24,
1970,2,31,35,WINTER WORLD OF LOVE,Engelbert Humperdinck,Parrot,6,31,
1970,2,32,30,"BABY, I’M FOR REAL",The Originals,Soul,16,14,
1970,2,33,33,COLD TURKEY,The Plastic Ono Band,Apple,9,33,
1970,2,34,43,ARIZONA,Mark Lindsay,Columbia,6,34,
1970,2,35,57,HEY THERE LONELY GIRL,Eddie Holman,ABC,3,35,
1970,2,36,38,SHE BELONGS TO ME,Rick Nelson and the Stone Canyon Band,Decca,11,36,
1970,2,37,39,POINT IT OUT / DARLING DEAR,Smokey Robinson and the Miracles,Tamla,5,37,
1970,2,38,20,AND WHEN I DIE,"Blood, Sweat and Tears",Columbia,13,2,
1970,2,39,46,SHE CAME IN THROUGH THE BATHROOM WINDOW,Joe Cocker,A&M,6,39,
1970,2,49,34,CHERRY HILL PARK,Billy Joe Royal,Columbia,15,15,
1970,2,50,36,HEAVEN KNOWS,The Grass Roots,Dunhill,10,24,
1970,2,41,45,WALKIN’ IN THE RAIN,Jay and the Americans,United Artists,8,41,
1970,2,42,42,CUPID,Johnny Nash,JAD,10,42,
1970,2,43,44,FANCY,Bobbie Gentry,Capitol,8,43,
1970,2,44,51,BABY TAKE ME IN YOUR ARMS,Jefferson,Janus,4,44,
1970,2,45,54,WALK A MILE IN MY SHOES,Joe South,Capitol,2,45,
1970,2,46,50,LET’S WORK TOGETHER (Part 1),Wilbert Harrison,Sue,6,46,
1970,2,48,55,WHEN JULIE COMES AROUND,The Cuff Links,Decca,5,48,
1970,3,1,1,RAINDROPS KEEP FALLIN’ ON MY HEAD,B.J. Thomas,Scepter,12,1,3 weeks at #1
1970,3,2,6,VENUS,The Shocking Blue,Colossus,6,2,
1970,3,3,4,I WANT YOU BACK,Jackson 5,Motown,10,3,
1970,3,4,2,SOMEDAY WE’LL BE TOGETHER,Diana Ross and the Supremes,Motown,11,1,
1970,3,5,5,WHOLE LOTTA LOVE / LIVING LOVING MAID (She’s Just a Woman),Led Zeppelin,Atlantic,9,5,
1970,3,6,3,LEAVING ON A JET PLANE,"Peter, Paul and Mary",Warner Brothers,13,1,
1970,3,7,11,DON’T CRY DADDY / RUBBERNECKIN’,Elvis Presley,RCA,8,7,
1970,3,8,10,JAM UP AND JELLY TIGHT,Tommy Roe,ABC,10,8,
1970,3,9,7,DOWN ON THE CORNER / FORTUNATE SON,Creedence Clearwater Revival,Fantasy,13,3,
1970,3,10,12,MIDNIGHT COWBOY,Ferrante and Teicher,United Artists,12,10,
1970,3,11,9,LA LA LA (If I Had You),Bobby Sherman,Metromedia,9,9,
1970,3,12,14,JINGLE JANGLE,The Archies,Kirshner,8,12,
1970,3,13,18,EARLY IN THE MORNING,Vanity Fare,Page One,9,13,
1970,3,14,17,WITHOUT LOVE (There Is Nothing),Tom Jones,Parrot,4,14,
1970,3,15,13,HOLLY HOLY,Neil Diamond,Uni,12,6,
1970,3,16,21,I’LL NEVER FALL IN LOVE AGAIN,Dionne Warwick,Scepter,4,16,
1970,3,17,8,NA NA HEY HEY KISS HIM GOODBYE,Steam,Fontana,14,1,
1970,3,18,15,ELI’S COMING,Three Dog Night,Dunhill,13,10,
1970,3,19,19,EVIL WOMAN DON’T PLAY YOUR GAMES WITH ME,Crow,Amaret,13,19,
1970,3,20,16,COME TOGETHER / SOMETHING,The Beatles,Apple,14,1,
1970,3,21,34,ARIZONA,Mark Lindsay,Columbia,7,21,
1970,3,22,40,THANK YOU (Falettinme Be mice Elf Agin) / EVERYBODY IS A STAR,Sly and the Family Stone,Epic,3,22,
1970,3,23,31,WINTER WORLD OF LOVE,Engelbert Humperdinck,Parrot,7,23,
1970,3,24,24,SHE,Tommy James and the Shondells,Roulette,6,24,
1970,3,25,25,AIN’T IT FUNKY NOW (Part 1),James Brown,King,9,25,
1970,3,26,26,FRIENDSHIP TRAIN,Gladys Knight and the Pips,Soul,13,17,
1970,3,27,29,"WONDERFUL WORLD, BEAUTIFUL PEOPLE",Jimmy Cliff,A&M,7,27,
1970,3,28,22,BACKFIELD IN MOTION,Mel and Tim,Bamboo,14,10,
1970,3,29,20,TAKE A LETTER MARIA,R.B. Greaves,Atco,14,2,
1970,3,30,33,COLD TURKEY,The Plastic Ono Band,Apple,10,30,
1970,3,31,45,WALK A MILE IN MY SHOES,Joe South,Capitol,3,31,
1970,3,32,27,THESE EYES,Jr. Walker and the All Stars,Soul,13,16,
1970,3,33,35,HEY THERE LONELY GIRL,Eddie Holman,ABC,4,33,
1970,3,34,30,A BRAND NEW ME,Dusty Springfield,Atlantic,11,24,
1970,3,35,36,SHE BELONGS TO ME,Rick Nelson and the Stone Canyon Band,Decca,12,35,
1970,3,36,41,WALKIN’ IN THE RAIN,Jay and the Americans,United Artists,9,36,
1970,3,37,37,POINT IT OUT / DARLING DEAR,Smokey Robinson and the Miracles,Tamla,6,37,
1970,3,38,39,SHE CAME IN THROUGH THE BATHROOM WINDOW,Joe Cocker,A&M,7,38,
1970,3,39,47,NO TIME,The Guess Who,RCA,5,39,
1970,3,40,23,"YESTER-ME, YESTER-YOU, YESTERDAY",Stevie Wonder,Tamla,14,7,
1970,3,44,28,UP ON CRIPPLE CREEK,The Band,Capitol,12,25,
1970,3,41,42,CUPID,Johnny Nash,JAD,11,41,
1970,3,42,43,FANCY,Bobbie Gentry,Capitol,9,42,
1970,3,43,44,BABY TAKE ME IN YOUR ARMS,Jefferson,Janus,5,43,
1970,3,45,46,LET’S WORK TOGETHER (Part 1),Wilbert Harrison,Sue,7,45,
1970,3,46,52,LET A MAN COME IN AND DO THE POPCORN (Part 2),James Brown,King,5,46,
1970,3,47,55,BLOWING AWAY,The 5th Dimension,Soul City,3,47,
1970,3,48,48,WHEN JULIE COMES AROUND,The Cuff Links,Decca,6,48,
1970,3,49,58,HOW CAN I FORGET / GONNA GIVE HER ALL THE LOVE I’VE GOT,Marvin Gaye,Tamla,2,49,
1970,3,50,53,MONSTER,Steppenwolf,Dunhill,4,50,
1970,4,1,1,RAINDROPS KEEP FALLIN’ ON MY HEAD,B.J. Thomas,Scepter,13,1,4 weeks at #1
1970,4,2,2,VENUS,The Shocking Blue,Colossus,7,2,
1970,4,3,3,I WANT YOU BACK,Jackson 5,Motown,11,3,
1970,4,4,4,SOMEDAY WE’LL BE TOGETHER,Diana Ross and the Supremes,Motown,12,1,
1970,4,5,5,WHOLE LOTTA LOVE / LIVING LOVING MAID (She’s Just a Woman),Led Zeppelin,Atlantic,10,5,
1970,4,6,6,LEAVING ON A JET PLANE,"Peter, Paul and Mary",Warner Brothers,14,1,
1970,4,7,7,DON’T CRY DADDY / RUBBERNECKIN’,Elvis Presley,RCA,9,7,
1970,4,8,14,WITHOUT LOVE (There Is Nothing),Tom Jones,Parrot,5,8,
1970,4,9,8,JAM UP AND JELLY TIGHT,Tommy Roe,ABC,11,8,
1970,4,10,16,I’LL NEVER FALL IN LOVE AGAIN,Dionne Warwick,Scepter,5,10,
1970,4,11,12,JINGLE JANGLE,The Archies,Kirshner,9,11,
1970,4,12,10,MIDNIGHT COWBOY,Ferrante and Teicher,United Artists,13,10,
1970,4,13,13,EARLY IN THE MORNING,Vanity Fare,Page One,10,13,
1970,4,14,11,LA LA LA (If I Had You),Bobby Sherman,Metromedia,10,9,
1970,4,15,22,THANK YOU (Falettinme Be Mice Elf Agin) / EVERYBODY IS A STAR,Sly and the Family Stone,Epic,4,15,
1970,4,16,15,HOLLY HOLY,Neil Diamond,Uni,13,6,
1970,4,17,23,WINTER WORLD OF LOVE,Engelbert Humperdinck,Parrot,8,17,
1970,4,18,17,NA NA HEY HEY KISS HIM GOODBYE,Steam,Fontana,15,1,
1970,4,19,21,ARIZONA,Mark Lindsay,Columbia,8,19,
1970,4,20,33,HEY THERE LONELY GIRL,Eddie Holman,ABC,5,20,
1970,4,21,9,DOWN ON THE CORNER / FORTUNATE SON,Creedence Clearwater Revival,Fantasy,14,3,
1970,4,22,20,COME TOGETHER / SOMETHING,The Beatles,Apple,15,1,
1970,4,23,24,SHE,Tommy James and the Shondells,Roulette,7,23,
1970,4,24,25,AIN’T IT FUNKY NOW (Part 1),James Brown,King,10,24,
1970,4,25,27,"WONDERFUL WORLD, BEAUTIFUL PEOPLE",Jimmy Cliff,A&M,8,25,
1970,4,26,31,WALK A MILE IN MY SHOES,Joe South,Capitol,4,26,
1970,4,27,19,EVIL WOMAN DON’T PLAY YOUR GAMES WITH ME,Crow,Amaret,14,19,
1970,4,28,36,WALKIN’ IN THE RAIN,Jay and the Americans,United Artists,10,28,
1970,4,29,39,NO TIME,The Guess Who,RCA,6,29,
1970,4,30,18,ELI’S COMING,Three Dog Night,Dunhill,14,10,
1970,4,31,47,BLOWING AWAY,The 5th Dimension,Soul City,4,31,
1970,4,32,30,COLD TURKEY,The Plastic Ono Band,Apple,11,30,
1970,4,33,35,SHE BELONGS TO ME,Rick Nelson and the Stone Canyon Band,Decca,13,33,
1970,4,34,34,A BRAND NEW ME,Dusty Springfield,Atlantic,12,24,
1970,4,35,38,SHE CAME IN THROUGH THE BATHROOM WINDOW,Joe Cocker,A&M,8,35,
1970,4,36,43,BABY TAKE ME IN YOUR ARMS,Jefferson,Janus,6,36,
1970,4,37,45,LET’S WORK TOGETHER (Part 1),Wilbert Harrison,Sue,8,37,
1970,4,38,95,PSYCHEDELIC SHACK,The Temptations,Gordy,2,38,
1970,4,39,41,CUPID,Johnny Nash,JAD,12,39,
1970,4,40,46,LET A MAN COME IN AND DO THE POPCORN (Part 2),James Brown,King,6,40,
1970,4,43,26,FRIENDSHIP TRAIN,Gladys Knight and the Pips,Soul,14,17,
1970,4,44,37,POINT IT OUT / DARLING DEAR,Smokey Robinson and the Miracles,Tamla,7,37,
1970,4,51,29,TAKE A LETTER MARIA,R.B. Greaves,Atco,15,2,
1970,4,41,48,WHEN JULIE COMES AROUND,The Cuff Links,Decca,7,41,
1970,4,42,42,FANCY,Bobbie Gentry,Capitol,10,42,
1970,4,45,44,UP ON CRIPPLE CREEK,The Band,Capitol,13,25,
1970,4,46,50,MONSTER,Steppenwolf,Dunhill,5,46,
1970,4,47,49,HOW CAN I FORGET / GONNA GIVE HER ALL THE LOVE I’VE GOT,Marvin Gaye,Tamla,3,47,
1970,4,48,54,THE THRILL IS GONE,B.B. King,BluesWay,5,48,
1970,4,49,52,TRACES / MEMORIES MEDLEY,The Lettermen,Capitol,5,49,
1970,4,50,51,ONE TIN SOLDIER,The Original Caste,T-A,11,50,
1970,5,1,3,I WANT YOU BACK,Jackson 5,Motown,12,1,1 week at #1
1970,5,2,2,VENUS,The Shocking Blue,Colossus,8,2,
1970,5,3,1,RAINDROPS KEEP FALLIN’ ON MY HEAD,B.J. Thomas,Scepter,14,1,
1970,5,4,5,WHOLE LOTTA LOVE / LIVING LOVING MAID (She’s Just a Woman),Led Zeppelin,Atlantic,11,4,
1970,5,5,8,WITHOUT LOVE (There Is Nothing),Tom Jones,Parrot,6,5,
1970,5,6,7,DON’T CRY DADDY / RUBBERNECKIN’,Elvis Presley,RCA,10,6,
1970,5,7,10,I’LL NEVER FALL IN LOVE AGAIN,Dionne Warwick,Scepter,6,7,
1970,5,8,15,THANK YOU (Falettinme Be Mice Elf Agin) / EVERYBODY IS A STAR,Sly and the Family Stone,Epic,5,8,
1970,5,9,4,SOMEDAY WE’LL BE TOGETHER,Diana Ross and the Supremes,Motown,13,1,
1970,5,10,6,LEAVING ON A JET PLANE,"Peter, Paul and Mary",Warner Brothers,15,1,
1970,5,11,11,JINGLE JANGLE,The Archies,Kirshner,10,11,
1970,5,12,13,EARLY IN THE MORNING,Vanity Fare,Page One,11,12,
1970,5,13,20,HEY THERE LONELY GIRL,Eddie Holman,ABC,6,13,
1970,5,14,19,ARIZONA,Mark Lindsay,Columbia,9,14,
1970,5,15,9,JAM UP AND JELLY TIGHT,Tommy Roe,ABC,12,8,
1970,5,16,17,WINTER WORLD OF LOVE,Engelbert Humperdinck,Parrot,9,16,
1970,5,17,29,NO TIME,The Guess Who,RCA,7,17,
1970,5,18,12,MIDNIGHT COWBOY,Ferrante and Teicher,United Artists,14,10,
1970,5,19,26,WALK A MILE IN MY SHOES,Joe South,Capitol,5,19,
1970,5,20,28,WALKIN’ IN THE RAIN,Jay and the Americans,United Artists,11,20,
1970,5,21,38,PSYCHEDELIC SHACK,The Temptations,Gordy,3,21,
1970,5,22,31,BLOWING AWAY,The 5th Dimension,Soul City,5,22,
1970,5,23,14,LA LA LA (If I Had You),Bobby Sherman,Metromedia,11,9,
1970,5,24,18,NA NA HEY HEY KISS HIM GOODBYE,Steam,Fontana,16,1,
1970,5,25,36,BABY TAKE ME IN YOUR ARMS,Jefferson,Janus,7,25,
1970,5,26,25,"WONDERFUL WORLD, BEAUTIFUL PEOPLE",Jimmy Cliff,A&M,9,25,
1970,5,27,16,HOLLY HOLY,Neil Diamond,Uni,14,6,
1970,5,28,21,DOWN ON THE CORNER / FORTUNATE SON,Creedence Clearwater Revival,Fantasy,15,3,
1970,5,29,22,COME TOGETHER / SOMETHING,The Beatles,Apple,16,1,
1970,5,30,55,HONEY COME BACK,Glen Campbell,Capitol,3,30,
1970,5,31,35,SHE CAME IN THROUGH THE BATHROOM WINDOW,Joe Cocker,A&M,9,31,
1970,5,32,48,THE THRILL IS GONE,B.B. King,BluesWay,6,32,
1970,5,33,23,SHE,Tommy James and the Shondells,Roulette,8,23,
1970,5,34,63,RAINY NIGHT IN GEORGIA,Brook Benton,Cotillion,4,34,
1970,5,35,27,EVIL WOMAN DON’T PLAY YOUR GAMES WITH ME,Crow,Amaret,15,19,
1970,5,36,37,LET’S WORK TOGETHER (Part 1),Wilbert Harrison,Sue,9,36,
1970,5,37,33,SHE BELONGS TO ME,Rick Nelson and the Stone Canyon Band,Decca,14,33,
1970,5,38,24,AIN’T IT FUNKY NOW (Part 1),James Brown,King,11,24,
1970,5,39,42,FANCY,Bobbie Gentry,Capitol,11,39,
1970,5,40,40,LET A MAN COME IN AND DO THE POPCORN (Part 2),James Brown,King,7,40,
1970,5,44,39,CUPID,Johnny Nash,JAD,13,39,
1970,5,46,32,COLD TURKEY,The Plastic Ono Band,Apple,12,30,
1970,5,41,41,WHEN JULIE COMES AROUND,The Cuff Links,Decca,8,41,
1970,5,42,47,HOW CAN I FORGET / GONNA GIVE HER ALL THE LOVE I’VE GOT,Marvin Gaye,Tamla,4,42,
1970,5,43,46,MONSTER,Steppenwolf,Dunhill,6,43,
1970,5,45,59,DIDN’T I (Blow Your Mind This Time),The Delfonics,Philly Groove,4,45,
1970,5,47,49,TRACES / MEMORIES MEDLEY,The Lettermen,Capitol,6,47,
1970,5,48,50,ONE TIN SOLDIER,The Original Caste,T-A,12,48,
1970,5,49,58,LOVE BONES,Johnnie Taylor,Stax,7,49,
1970,6,1,2,VENUS,The Shocking Blue,Colossus,9,1,1 week at #1
1970,6,2,1,I WANT YOU BACK,Jackson 5,Motown,13,1,
1970,6,3,3,RAINDROPS KEEP FALLIN’ ON MY HEAD,B.J. Thomas,Scepter,15,1,
1970,6,4,8,THANK YOU (Falettinme Be Mice Elf Agin) / EVERYBODY IS A STAR,Sly and the Family Stone,Epic,6,4,
1970,6,5,5,WITHOUT LOVE (There Is Nothing),Tom Jones,Parrot,7,5,
1970,6,6,7,I’LL NEVER FALL IN LOVE AGAIN,Dionne Warwick,Scepter,7,6,
1970,6,7,13,HEY THERE LONELY GIRL,Eddie Holman,ABC,7,7,
1970,6,8,4,WHOLE LOTTA LOVE / LIVING LOVING MAID (She’s Just a Woman),Led Zeppelin,Atlantic,12,4,
1970,6,9,17,NO TIME,The Guess Who,RCA,8,9,
1970,6,10,11,JINGLE JANGLE,The Archies,Kirshner,11,10,
1970,6,11,21,PSYCHEDELIC SHACK,The Temptations,Gordy,4,11,
1970,6,12,10,LEAVING ON A JET PLANE,"Peter, Paul and Mary",Warner Brothers,16,1,
1970,6,13,14,ARIZONA,Mark Lindsay,Columbia,10,13,
1970,6,14,6,DON’T CRY DADDY / RUBBERNECKIN’,Elvis Presley,RCA,11,6,
1970,6,15,9,SOMEDAY WE’LL BE TOGETHER,Diana Ross and the Supremes,Motown,14,1,
1970,6,16,19,WALK A MILE IN MY SHOES,Joe South,Capitol,6,16,
1970,6,17,15,JAM UP AND JELLY TIGHT,Tommy Roe,ABC,13,8,
1970,6,18,50,TRAVELIN’ BAND / WHO’LL STOP THE RAIN,Creedence Clearwater Revival,Fantasy,2,18,
1970,6,19,20,WALKIN’ IN THE RAIN,Jay and the Americans,United Artists,12,19,
1970,6,20,12,EARLY IN THE MORNING,Vanity Fare,Page One,12,12,
1970,6,21,22,BLOWING AWAY,The 5th Dimension,Soul City,6,21,
1970,6,22,16,WINTER WORLD OF LOVE,Engelbert Humperdinck,Parrot,10,16,
1970,6,23,18,MIDNIGHT COWBOY,Ferrante and Teicher,United Artists,15,10,
1970,6,24,25,BABY TAKE ME IN YOUR ARMS,Jefferson,Janus,8,24,
1970,6,25,30,HONEY COME BACK,Glen Campbell,Capitol,4,25,
1970,6,26,34,RAINY NIGHT IN GEORGIA,Brook Benton,Cotillion,5,26,
1970,6,27,32,THE THRILL IS GONE,B.B. King,BluesWay,7,27,
1970,6,28,45,DIDN’T I (Blow Your Mind This Time),The Delfonics,Philly Groove,5,28,
1970,6,29,26,"WONDERFUL WORLD, BEAUTIFUL PEOPLE",Jimmy Cliff,A&M,10,25,
1970,6,30,31,SHE CAME IN THROUGH THE BATHROOM WINDOW,Joe Cocker,A&M,10,30,
1970,6,31,39,FANCY,Bobbie Gentry,Capitol,12,31,
1970,6,32,36,LET’S WORK TOGETHER (Part 1),Wilbert Harrison,Sue,10,32,
1970,6,33,71,MA BELLE AMIE,The Tee Set,Colossus,3,33,
1970,6,34,52,"OH ME, OH MY (I’m A Fool For You Baby)",Lulu,Atco,7,34,
1970,6,36,48,ONE TIN SOLDIER,The Original Caste,T-A,13,36,
1970,6,37,60,GIVE ME JUST A LITTLE MORE TIME,The Chairmen Of the Board,Invictus,4,37,
1970,6,38,37,SHE BELONGS TO ME,Rick Nelson and the Stone Canyon Band,Decca,15,33,
1970,6,39,43,MONSTER,Steppenwolf,Dunhill,7,39,
1970,6,40,61,EVIL WAYS,Santana,Columbia,3,40,
1970,6,42,40,LET A MAN COME IN AND DO THE POPCORN (Part 2),James Brown,King,8,40,
1970,6,41,42,HOW CAN I FORGET / GONNA GIVE HER ALL THE LOVE I’VE GOT,Marvin Gaye,Tamla,5,41,
1970,6,43,54,BREAKING UP IS HARD TO DO,Lenny Welch,Commonwealth United,5,43,
1970,6,44,49,LOVE BONES,Johnnie Taylor,Stax,8,44,
1970,6,45,51,TONIGHT I’LL SAY A PRAYER,Eydie Gorme,RCA,11,45,
1970,6,46,73,ALWAYS SOMETHING THERE TO REMIND ME,R.B. Greaves,Atco,3,46,
1970,6,47,44,CUPID,Johnny Nash,JAD,14,39,
1970,6,48,41,WHEN JULIE COMES AROUND,The Cuff Links,Decca,9,41,
1970,6,50,79,THE RAPPER,The Jaggerz,Kama Sutra,2,50,
1970,7,1,4,THANK YOU (Falettinme Be Mice Elf Agin) / EVERYBODY IS A STAR,Sly and the Family Stone,Epic,7,1,1 week at #1
1970,7,2,2,I WANT YOU BACK,Jackson 5,Motown,14,1,
1970,7,3,3,RAINDROPS KEEP FALLIN’ ON MY HEAD,B.J. Thomas,Scepter,16,1,
1970,7,4,1,VENUS,The Shocking Blue,Colossus,10,1,
1970,7,5,7,HEY THERE LONELY GIRL,Eddie Holman,ABC,8,5,
1970,7,6,9,NO TIME,The Guess Who,RCA,9,6,
1970,7,7,6,I’LL NEVER FALL IN LOVE AGAIN,Dionne Warwick,Scepter,8,6,
1970,7,8,11,PSYCHEDELIC SHACK,The Temptations,Gordy,5,8,
1970,7,9,18,TRAVELIN’ BAND / WHO’LL STOP THE RAIN,Creedence Clearwater Revival,Fantasy,3,9,
1970,7,10,13,ARIZONA,Mark Lindsay,Columbia,11,10,
1970,7,11,5,WITHOUT LOVE (There Is Nothing),Tom Jones,Parrot,8,5,
1970,7,12,16,WALK A MILE IN MY SHOES,Joe South,Capitol,7,12,
1970,7,13,49,BRIDGE OVER TROUBLED WATER,Simon and Garfunkel,Columbia,2,13,
1970,7,14,26,RAINY NIGHT IN GEORGIA,Brook Benton,Cotillion,6,14,
1970,7,15,8,WHOLE LOTTA LOVE / LIVING LOVING MAID (She’s Just a Woman),Led Zeppelin,Atlantic,13,4,
1970,7,16,27,THE THRILL IS GONE,B.B. King,BluesWay,8,16,
1970,7,17,14,DON’T CRY DADDY / RUBBERNECKIN’,Elvis Presley,RCA,12,6,
1970,7,18,33,MA BELLE AMIE,The Tee Set,Colossus,4,18,
1970,7,19,15,SOMEDAY WE’LL BE TOGETHER,Diana Ross and the Supremes,Motown,15,1,
1970,7,20,10,JINGLE JANGLE,The Archies,Kirshner,12,10,
1970,7,21,21,BLOWING AWAY,The 5th Dimension,Soul City,7,21,
1970,7,22,25,HONEY COME BACK,Glen Campbell,Capitol,5,22,
1970,7,23,24,BABY TAKE ME IN YOUR ARMS,Jefferson,Janus,9,23,
1970,7,24,50,THE RAPPER,The Jaggerz,Kama Sutra,3,24,
1970,7,25,28,DIDN’T I (Blow Your Mind This Time),The Delfonics,Philly Groove,6,25,
1970,7,26,22,WINTER WORLD OF LOVE,Engelbert Humperdinck,Parrot,11,16,
1970,7,27,37,GIVE ME JUST A LITTLE MORE TIME,The Chairmen Of the Board,Invictus,5,27,
1970,7,28,19,WALKIN’ IN THE RAIN,Jay and the Americans,United Artists,13,19,
1970,7,29,35,"HE AIN’T HEAVY, HE’S MY BROTHER",The Hollies,Epic,9,29,
1970,7,30,30,SHE CAME IN THROUGH THE BATHROOM WINDOW,Joe Cocker,A&M,11,30,
1970,7,31,31,FANCY,Bobbie Gentry,Capitol,13,31,
1970,7,32,32,LET’S WORK TOGETHER (Part 1),Wilbert Harrison,Sue,11,32,
