YEAR,WEEK,TW,LW,TITLE,ARTIST,LABEL,WEEKS_ON_CHART,PEAK_POSITION,WEEKS_AT_1
1973,1,1,4,YOU’RE SO VAIN,Carly Simon,Elektra,6,1,1 week at #1
1973,1,2,2,CLAIR,Gilbert O’Sullivan,MAM,11,2,
1973,1,3,1,ME AND MRS. JONES,Billy Paul,Philadelphia International,10,1,
1973,1,5,6,FUNNY FACE,Donna Fargo,Dot,15,5,
1973,1,6,5,IT NEVER RAINS IN SOUTHERN CALIFORNIA,Albert Hammond,Mums,12,5,
1973,1,9,9,SUPERFLY,Curtis Mayfield,Curtom,8,9,
1973,1,14,7,I AM WOMAN,Helen Reddy,Capitol,20,1,
1973,1,16,12,SOMETHING’S WRONG WITH ME,Austin Roberts,Chelsea,13,12,
1973,1,17,17,WALK ON WATER,Neil Diamond,Uni,9,17,
1973,1,18,18,SITTING,Cat Stevens,A&M,8,18,
1973,1,19,24,WHY CAN’T WE LIVE TOGETHER,Timmy Thomas,Glades,7,19,
1973,1,20,15,SWEET SURRENDER,Bread,Elektra,9,15,
1973,1,22,27,"HI, HI, HI",Wings,Apple,4,22,
1973,1,23,28,I WANNA BE WITH YOU,The Raspberries,Capitol,7,23,
1973,1,24,26,BEEN TO CANAAN,Carole King,Ode,7,24,
1973,1,25,30,"OH, BABE, WHAT WOULD YOU SAY",Hurricane Smith,Capitol,6,25,
1973,1,29,31,SMOKE GETS IN YOUR EYES,Blue Haze,A&M,9,29,
1973,1,30,35,THE WORLD IS A GHETTO,War,United Artists,8,30,
1973,1,32,46,LOVE JONES,Brighter Side Of Darkness,20th Century,5,32,
1973,1,34,43,DANCING IN THE MOONLIGHT,King Harvest,Perception,11,34,
1973,1,35,41,ROCKY MOUNTAIN HIGH,John Denver,RCA,7,35,
1973,1,37,49,JAMBALAYA (On the Bayou),The Blue Ridge Rangers,Fantasy,6,37,
1973,1,39,25,CORNER OF THE SKY,Jackson 5,Motown,11,18,
1973,1,44,29,SUMMER BREEZE,Seals and Crofts,Warner Brothers,18,6,
1973,1,55,36,VENTURA HIGHWAY,America,Warner Brothers,12,8,
1973,1,58,38,I’M STONE IN LOVE WITH YOU,The Stylistics,Avco,13,10,
1973,1,63,39,CRAZY HORSES,The Osmonds,MGM,12,14,
1973,1,41,54,DADDY’S HOME,Jermaine Jackson,Motown,5,41,
1973,1,42,45,HARRY HIPPIE / SWEET CAROLINE (Good Times Never Seemed So Good),Bobby Womack and Peace,United Artists,14,42,
1973,1,46,60,I’LL BE YOUR SHELTER (In Time Of Storm),Luther Ingram,KoKo,6,46,
1973,1,47,44,NO,Bulldog,Decca,13,44,
1973,1,48,52,LET US LOVE,Bill Withers,Sussex,5,48,
1973,1,49,72,DO YOU WANT TO DANCE,Bette Midler,Atlantic,3,49,
1973,1,50,53,YOU’RE A LADY,Peter Skellern,London,7,50,
1973,2,1,1,YOU’RE SO VAIN,Carly Simon,Elektra,7,1,2 weeks at #1
1973,2,2,4,SUPERSTITION,Stevie Wonder,Tamla,9,2,
1973,2,3,3,ME AND MRS. JONES,Billy Paul,Philadelphia International,11,1,
1973,2,4,2,CLAIR,Gilbert O’Sullivan,MAM,12,2,
