YEAR,WEEK,TW,LW,TITLE,ARTIST,LABEL,WEEKS_ON_CHART,PEAK_POSITION,WEEKS_AT_1
1969,2,25,25,THIS IS MY COUNTRY,The Impressions,Curtom,7,25,
1969,2,27,28,HEY JUDE,Wilson Pickett,Atlantic,4,27,
1969,2,28,29,CAN I CHANGE MY MIND,Tyrone Davis,Dakar,4,28,
1969,2,29,24,MAGIC CARPET RIDE,Steppenwolf,Dunhill,15,3,
1969,2,30,23,HEY JUDE,The Beatles,Apple,18,1,
1969,2,31,34,HANG ‘EM HIGH,Booker T. and the MG’s,Stax,10,31,
1969,2,32,30,SCARBOROUGH FAIR,Sergio Mendes and Brasil ’66,A&M,9,16,
1969,2,33,33,STAND BY YOUR MAN,Tammy Wynette,Epic,10,33,
1969,2,34,57,CALIFORNIA SOUL,The 5th Dimension,Soul City,4,34,
1969,2,35,35,THERE’S GONNA BE A SHOWDOWN,Archie Bell and the Drells,Atlantic,5,35,
1969,2,36,20,SEE SAW,Aretha Franklin,Atlantic,8,14,
1969,2,37,21,PAPA’S GOT A BRAND NEW BAG,Otis Redding,Atco,7,21,
1969,2,38,42,BELLA LINDA,The Grass Roots,Dunhill,7,38,
1969,2,39,39,BABY LET’S WAIT,The Royal Guardsmen,Laurie,9,39,
1969,2,40,19,BRING IT ON HOME TO ME,Eddie Floyd,Stax,13,17,
1969,2,41,31,MY SONG,Aretha Franklin,Atlantic,7,31,
1969,2,49,36,CHEWY CHEWY,The Ohio Express,Buddah,13,15,
1969,2,42,43,ARE YOU HAPPY,Jerry Butler,Mercury,6,42,
1969,2,43,44,READY OR NOT HERE I COME (Can’t Hide From Love),The Delfonics,Philly Groove,6,43,
1969,2,44,41,BATTLE HYMN OF THE REPUBLIC,Andy Williams with the St. Charles Borromeo Choir,Columbia,13,33,
1969,2,45,46,MY FAVORITE THINGS,Herb Alpert and the Tijuana Brass,A&M,5,45,
1969,2,46,47,I’VE GOTTA BE ME,"Sammy Davis, Jr.",Reprise,5,46,
1969,2,47,53,"BABY, BABY DON’T CRY",Smokey Robinson and the Miracles,Tamla,2,47,
1969,2,48,84,BUILD ME UP BUTTERCUP,The Foundations,Uni,2,48,
1969,2,50,45,LITTLE ARROWS,Leapy Lee,Decca,14,16,
1969,3,1,1,I HEARD IT THROUGH THE GRAPEVINE,Marvin Gaye,Tamla,9,1,6 weeks at #1
1969,3,2,2,I’M GONNA MAKE YOU LOVE ME,Diana Ross and the Supremes and the Temptations,Motown,7,2,
1969,3,3,4,SOULFUL STRUT,Young-Holt Unlimited,Brunswick,8,3,
1969,3,4,8,CRIMSON AND CLOVER,Tommy James and the Shondells,Roulette,6,4,
1969,3,5,5,HOOKED ON A FEELING,B.J. Thomas,Scepter,10,5,
1969,3,6,3,WICHITA LINEMAN,Glen Campbell,Capitol,12,3,
1969,3,7,7,FOR ONCE IN MY LIFE,Stevie Wonder,Tamla,12,2,
1969,3,8,18,TOUCH ME,The Doors,Elektra,4,8,
1969,3,9,23,WORST THAT COULD HAPPEN,Brooklyn Bridge,Buddah,5,9,
1969,3,10,13,SON-OF-A PREACHER MAN,Dusty Springfield,Atlantic,8,10,
1969,3,11,11,CINNAMON,Derek,Bang,13,11,
1969,3,12,12,GOING UP THE COUNTRY,Canned Heat,Liberty,7,12,
1969,3,13,6,CLOUD NINE,The Temptations,Gordy,10,6,
1969,3,14,14,LO MUCHO QUE TE QUIERO (The More I Love You),Rene and Rene,White Whale,9,14,
1969,3,15,26,EVERYDAY PEOPLE,Sly and the Family Stone,Epic,8,15,
1969,3,16,19,I STARTED A JOKE,The Bee Gees,Atco,5,16,
1969,3,17,17,IF I CAN DREAM,Elvis Presley,RCA,8,17,
1969,3,18,9,LOVE CHILD,Diana Ross and the Supremes,Motown,14,1,
1969,3,19,10,I LOVE HOW YOU LOVE ME,Bobby Vinton,Epic,12,9,
1969,3,20,15,STORMY,The Classics IV Featuring Dennis Yost,Imperial,13,5,
1969,3,21,20,WHO’S MAKING LOVE,Johnnie Taylor,Stax,13,5,
1969,3,22,16,"ABRAHAM, MARTIN AND JOHN",Dion,Laurie,13,4,
1969,3,23,21,TOO WEAK TO FIGHT,Clarence Carter,Atlantic,11,13,
1969,3,24,33,STAND BY YOUR MAN,Tammy Wynette,Epic,11,24,
1969,3,25,28,CAN I CHANGE MY MIND,Tyrone Davis,Dakar,5,25,
1969,3,26,27,HEY JUDE,Wilson Pickett,Atlantic,5,26,
1969,3,27,31,HANG ‘EM HIGH,Booker T. and the MG’s,Stax,11,27,
1969,3,28,38,BELLA LINDA,The Grass Roots,Dunhill,8,28,
1969,3,29,34,CALIFORNIA SOUL,The 5th Dimension,Soul City,5,29,
1969,3,30,25,THIS IS MY COUNTRY,The Impressions,Curtom,8,25,
1969,3,31,48,BUILD ME UP BUTTERCUP,The Foundations,Uni,3,31,
1969,3,32,29,MAGIC CARPET RIDE,Steppenwolf,Dunhill,16,3,
1969,3,33,22,BOTH SIDES NOW,Judy Collins,Elektra,11,8,
1969,3,34,35,THERE’S GONNA BE A SHOWDOWN,Archie Bell and the Drells,Atlantic,6,34,
1969,3,35,24,A RAY OF HOPE,The Rascals,Atlantic,7,24,
1969,3,36,39,BABY LET’S WAIT,The Royal Guardsmen,Laurie,10,36,
1969,3,37,46,I’VE GOTTA BE ME,"Sammy Davis, Jr.",Reprise,6,37,
1969,3,38,30,HEY JUDE,The Beatles,Apple,19,1,
1969,3,39,51,THE BEGINNING OF MY END,The Unifics,Kapp,6,39,
1969,3,40,42,ARE YOU HAPPY,Jerry Butler,Mercury,7,40,
1969,3,44,37,PAPA’S GOT A BRAND NEW BAG,Otis Redding,Atco,8,21,
1969,3,41,43,READY OR NOT HERE I COME (Can’t Hide From Love),The Delfonics,Philly Groove,7,41,
1969,3,42,47,"BABY, BABY DON’T CRY",Smokey Robinson and the Miracles,Tamla,3,42,
1969,3,43,65,THIS MAGIC MOMENT,Jay and the Americans,United Artists,4,43,
1969,3,45,52,CALIFORNIA DREAMIN’,Bobby Womack,Minit,7,45,
1969,3,46,72,YOU SHOWED ME,The Turtles,White Whale,3,46,
1969,3,47,83,GOODNIGHT MY LOVE,Paul Anka,RCA,3,47,
1969,3,49,64,DOES ANYBODY KNOW I’M HERE,The Dells,Cadet,4,49,
1969,3,50,60,RAINBOW RIDE,Andy Kim,Steed,5,50,
1969,4,1,1,I HEARD IT THROUGH THE GRAPEVINE,Marvin Gaye,Tamla,10,1,7 weeks at #1
1969,4,2,4,CRIMSON AND CLOVER,Tommy James and the Shondells,Roulette,7,2,
1969,4,3,2,I’M GONNA MAKE YOU LOVE ME,Diana Ross and the Supremes and the Temptations,Motown,8,2,
1969,4,4,3,SOULFUL STRUT,Young-Holt Unlimited,Brunswick,9,3,
1969,4,5,15,EVERYDAY PEOPLE,Sly and the Family Stone,Epic,9,5,
1969,4,6,5,HOOKED ON A FEELING,B.J. Thomas,Scepter,11,5,
1969,4,7,8,TOUCH ME,The Doors,Elektra,5,7,
1969,4,8,9,WORST THAT COULD HAPPEN,Brooklyn Bridge,Buddah,6,8,
1969,4,9,16,I STARTED A JOKE,The Bee Gees,Atco,6,9,
1969,4,10,10,SON-OF-A PREACHER MAN,Dusty Springfield,Atlantic,9,10,
1969,4,11,12,GOING UP THE COUNTRY,Canned Heat,Liberty,8,11,
1969,4,12,25,CAN I CHANGE MY MIND,Tyrone Davis,Dakar,6,12,
1969,4,13,6,WICHITA LINEMAN,Glen Campbell,Capitol,13,3,
1969,4,14,7,FOR ONCE IN MY LIFE,Stevie Wonder,Tamla,13,2,
1969,4,15,27,HANG ‘EM HIGH,Booker T. and the MG’s,Stax,12,15,
1969,4,16,17,IF I CAN DREAM,Elvis Presley,RCA,9,16,
1969,4,17,13,CLOUD NINE,The Temptations,Gordy,11,6,
1969,4,18,11,CINNAMON,Derek,Bang,14,11,
1969,4,19,18,LOVE CHILD,Diana Ross and the Supremes,Motown,15,1,
1969,4,20,19,I LOVE HOW YOU LOVE ME,Bobby Vinton,Epic,13,9,
1969,4,21,34,THERE’S GONNA BE A SHOWDOWN,Archie Bell and the Drells,Atlantic,7,21,
1969,4,22,24,STAND BY YOUR MAN,Tammy Wynette,Epic,12,22,
1969,4,23,23,TOO WEAK TO FIGHT,Clarence Carter,Atlantic,12,13,
1969,4,24,14,LO MUCHO QUE TE QUIERO (The More I Love You),Rene and Rene,White Whale,10,14,
1969,4,25,26,HEY JUDE,Wilson Pickett,Atlantic,6,25,
1969,4,26,20,STORMY,The Classics IV Featuring Dennis Yost,Imperial,14,5,
1969,4,27,21,WHO’S MAKING LOVE,Johnnie Taylor,Stax,14,5,
1969,4,28,31,BUILD ME UP BUTTERCUP,The Foundations,Uni,4,28,
1969,4,29,29,CALIFORNIA SOUL,The 5th Dimension,Soul City,6,29,
1969,4,30,30,THIS IS MY COUNTRY,The Impressions,Curtom,9,25,
1969,4,31,42,"BABY, BABY DON’T CRY",Smokey Robinson and the Miracles,Tamla,4,31,
1969,4,32,37,I’VE GOTTA BE ME,"Sammy Davis, Jr.",Reprise,7,32,
1969,4,33,48,RAMBLIN’ GAMBLIN’ MAN,Bob Seger System,Capitol,6,33,
1969,4,34,46,YOU SHOWED ME,The Turtles,White Whale,4,34,
1969,4,35,41,READY OR NOT HERE I COME (Can’t Hide From Love),The Delfonics,Philly Groove,8,35,
1969,4,36,36,BABY LET’S WAIT,The Royal Guardsmen,Laurie,11,36,
1969,4,37,43,THIS MAGIC MOMENT,Jay and the Americans,United Artists,5,37,
1969,4,38,39,THE BEGINNING OF MY END,The Unifics,Kapp,7,38,
1969,4,39,40,ARE YOU HAPPY,Jerry Butler,Mercury,8,39,
1969,4,40,67,TAKE CARE OF YOUR HOMEWORK,Johnnie Taylor,Stax,2,40,
1969,4,41,28,BELLA LINDA,The Grass Roots,Dunhill,9,28,
1969,4,42,22,"ABRAHAM, MARTIN AND JOHN",Dion,Laurie,14,4,
1969,4,46,35,A RAY OF HOPE,The Rascals,Atlantic,8,24,
1969,4,43,45,CALIFORNIA DREAMIN’,Bobby Womack,Minit,8,43,
1969,4,44,44,PAPA’S GOT A BRAND NEW BAG,Otis Redding,Atco,9,21,
1969,4,45,47,GOODNIGHT MY LOVE,Paul Anka,RCA,4,45,
1969,4,48,49,DOES ANYBODY KNOW I’M HERE,The Dells,Cadet,5,48,
1969,4,49,50,RAINBOW RIDE,Andy Kim,Steed,6,49,
1969,5,1,2,CRIMSON AND CLOVER,Tommy James and the Shondells,Roulette,8,1,1 week at #1
1969,5,2,5,EVERYDAY PEOPLE,Sly and the Family Stone,Epic,10,2,
1969,5,3,8,WORST THAT COULD HAPPEN,Brooklyn Bridge,Buddah,7,3,
1969,5,4,7,TOUCH ME,The Doors,Elektra,6,4,
1969,5,5,1,I HEARD IT THROUGH THE GRAPEVINE,Marvin Gaye,Tamla,11,1,
1969,5,6,3,I’M GONNA MAKE YOU LOVE ME,Diana Ross and the Supremes and the Temptations,Motown,9,2,
1969,5,7,9,I STARTED A JOKE,The Bee Gees,Atco,7,7,
1969,5,8,6,HOOKED ON A FEELING,B.J. Thomas,Scepter,12,5,
1969,5,9,4,SOULFUL STRUT,Young-Holt Unlimited,Brunswick,10,3,
1969,5,10,28,BUILD ME UP BUTTERCUP,The Foundations,Uni,5,10,
1969,5,11,12,CAN I CHANGE MY MIND,Tyrone Davis,Dakar,7,11,
1969,5,12,16,IF I CAN DREAM,Elvis Presley,RCA,10,12,
1969,5,13,15,HANG ‘EM HIGH,Booker T. and the MG’s,Stax,13,13,
1969,5,14,10,SON-OF-A PREACHER MAN,Dusty Springfield,Atlantic,10,10,
1969,5,15,11,GOING UP THE COUNTRY,Canned Heat,Liberty,9,11,
1969,5,16,37,THIS MAGIC MOMENT,Jay and the Americans,United Artists,6,16,
1969,5,17,34,YOU SHOWED ME,The Turtles,White Whale,5,17,
1969,5,18,13,WICHITA LINEMAN,Glen Campbell,Capitol,14,3,
1969,5,19,22,STAND BY YOUR MAN,Tammy Wynette,Epic,13,19,
1969,5,20,33,RAMBLIN’ GAMBLIN’ MAN,Bob Seger System,Capitol,7,20,
1969,5,21,21,THERE’S GONNA BE A SHOWDOWN,Archie Bell and the Drells,Atlantic,8,21,
1969,5,22,47,I’M LIVIN’ IN SHAME,Diana Ross and the Supremes,Motown,2,22,
1969,5,23,25,HEY JUDE,Wilson Pickett,Atlantic,7,23,
1969,5,24,32,I’VE GOTTA BE ME,"Sammy Davis, Jr.",Reprise,8,24,
1969,5,25,24,LO MUCHO QUE TE QUIERO (The More I Love You),Rene and Rene,White Whale,11,14,
1969,5,26,18,CINNAMON,Derek,Bang,15,11,
1969,5,27,29,CALIFORNIA SOUL,The 5th Dimension,Soul City,7,27,
1969,5,28,31,"BABY, BABY DON’T CRY",Smokey Robinson and the Miracles,Tamla,5,28,
1969,5,29,19,LOVE CHILD,Diana Ross and the Supremes,Motown,16,1,
1969,5,30,17,CLOUD NINE,The Temptations,Gordy,12,6,
1969,5,31,14,FOR ONCE IN MY LIFE,Stevie Wonder,Tamla,14,2,
1969,5,32,20,I LOVE HOW YOU LOVE ME,Bobby Vinton,Epic,14,9,
1969,5,33,23,TOO WEAK TO FIGHT,Clarence Carter,Atlantic,13,13,
1969,5,34,52,GAMES PEOPLE PLAY,Joe South,Capitol,4,34,
1969,5,35,36,BABY LET’S WAIT,The Royal Guardsmen,Laurie,12,35,
1969,5,36,45,GOODNIGHT MY LOVE,Paul Anka,RCA,5,36,
1969,5,37,40,TAKE CARE OF YOUR HOMEWORK,Johnnie Taylor,Stax,3,37,
1969,5,38,38,THE BEGINNING OF MY END,The Unifics,Kapp,8,38,
1969,5,39,26,STORMY,The Classics IV Featuring Dennis Yost,Imperial,15,5,
1969,5,40,30,THIS IS MY COUNTRY,The Impressions,Curtom,10,25,
1969,5,43,39,ARE YOU HAPPY,Jerry Butler,Mercury,9,39,
1969,5,45,35,READY OR NOT HERE I COME (Can’t Hide From Love),The Delfonics,Philly Groove,9,35,
1969,5,41,50,"SOUL SISTER, BROWN SUGAR",Sam and Dave,Atlantic,7,41,
1969,5,42,63,GIVE IT UP OR TURNIT A LOOSE,James Brown,King,2,42,
1969,5,44,66,BUT YOU KNOW I LOVE YOU,The First Edition,Reprise,3,44,
1969,5,47,48,DOES ANYBODY KNOW I’M HERE,The Dells,Cadet,6,47,
1969,5,48,68,HOME COOKIN’,Jr. Walker and the All Stars,Soul,3,48,
1969,5,49,54,A MINUTE OF YOUR TIME,Tom Jones,Parrot,7,49,
1969,5,50,56,THINGS I’D LIKE TO SAY,The New Colony Six,Mercury,6,50,
1969,6,1,1,CRIMSON AND CLOVER,Tommy James and the Shondells,Roulette,9,1,2 weeks at #1
1969,6,2,2,EVERYDAY PEOPLE,Sly and the Family Stone,Epic,11,2,
1969,6,3,3,WORST THAT COULD HAPPEN,Brooklyn Bridge,Buddah,8,3,
1969,6,4,4,TOUCH ME,The Doors,Elektra,7,4,
1969,6,5,10,BUILD ME UP BUTTERCUP,The Foundations,Uni,6,5,
1969,6,6,7,I STARTED A JOKE,The Bee Gees,Atco,8,6,
1969,6,7,5,I HEARD IT THROUGH THE GRAPEVINE,Marvin Gaye,Tamla,12,1,
1969,6,8,6,I’M GONNA MAKE YOU LOVE ME,Diana Ross and the Supremes and the Temptations,Motown,10,2,
1969,6,9,13,HANG ‘EM HIGH,Booker T. and the MG’s,Stax,14,9,
1969,6,10,11,CAN I CHANGE MY MIND,Tyrone Davis,Dakar,8,10,
1969,6,11,8,HOOKED ON A FEELING,B.J. Thomas,Scepter,13,5,
1969,6,12,12,IF I CAN DREAM,Elvis Presley,RCA,11,12,
1969,6,13,16,THIS MAGIC MOMENT,Jay and the Americans,United Artists,7,13,
1969,6,14,17,YOU SHOWED ME,The Turtles,White Whale,6,14,
1969,6,15,22,I’M LIVIN’ IN SHAME,Diana Ross and the Supremes,Motown,3,15,
1969,6,16,15,GOING UP THE COUNTRY,Canned Heat,Liberty,10,11,
1969,6,17,9,SOULFUL STRUT,Young-Holt Unlimited,Brunswick,11,3,
1969,6,18,14,SON-OF-A PREACHER MAN,Dusty Springfield,Atlantic,11,10,
1969,6,19,24,I’VE GOTTA BE ME,"Sammy Davis, Jr.",Reprise,9,19,
1969,6,20,20,RAMBLIN’ GAMBLIN’ MAN,Bob Seger System,Capitol,8,20,
1969,6,21,28,"BABY, BABY DON’T CRY",Smokey Robinson and the Miracles,Tamla,6,21,
1969,6,22,34,GAMES PEOPLE PLAY,Joe South,Capitol,5,22,
1969,6,23,19,STAND BY YOUR MAN,Tammy Wynette,Epic,14,19,
1969,6,24,21,THERE’S GONNA BE A SHOWDOWN,Archie Bell and the Drells,Atlantic,9,21,
1969,6,25,27,CALIFORNIA SOUL,The 5th Dimension,Soul City,8,25,
1969,6,26,37,TAKE CARE OF YOUR HOMEWORK,Johnnie Taylor,Stax,4,26,
1969,6,27,25,LO MUCHO QUE TE QUIERO (The More I Love You),Rene and Rene,White Whale,12,14,
1969,6,28,55,PROUD MARY,Creedence Clearwater Revival,Fantasy,3,28,
1969,6,29,18,WICHITA LINEMAN,Glen Campbell,Capitol,15,3,
1969,6,30,36,GOODNIGHT MY LOVE,Paul Anka,RCA,6,30,
1969,6,31,44,BUT YOU KNOW I LOVE YOU,The First Edition,Reprise,4,31,
1969,6,32,52,INDIAN GIVER,1910 Fruitgum Co.,Buddah,3,32,
1969,6,33,51,"SWEET CREAM LADIES, FORWARD MARCH",The Box Tops,Mala,7,33,
1969,6,34,65,CROSSROADS,Cream,Atco,3,34,
1969,6,35,23,HEY JUDE,Wilson Pickett,Atlantic,8,23,
1969,6,36,38,THE BEGINNING OF MY END,The Unifics,Kapp,9,36,
1969,6,37,42,GIVE IT UP OR TURNIT A LOOSE,James Brown,King,3,37,
1969,6,38,33,TOO WEAK TO FIGHT,Clarence Carter,Atlantic,14,13,
1969,6,39,47,DOES ANYBODY KNOW I’M HERE,The Dells,Cadet,7,39,
1969,6,40,92,THIS GIRL’S IN LOVE WITH YOU,Dionne Warwick,Scepter,2,40,
1969,6,50,35,BABY LET’S WAIT,The Royal Guardsmen,Laurie,13,35,
1969,6,41,41,"SOUL SISTER, BROWN SUGAR",Sam and Dave,Atlantic,8,41,
1969,6,42,48,HOME COOKIN’,Jr. Walker and the All Stars,Soul,4,42,
1969,6,43,46,SOULSHAKE,Peggy Scott and Jo Jo Benson,SSS International,2,43,
1969,6,44,86,DIZZY,Tommy Roe,ABC,2,44,
1969,6,45,69,GOOD LOVIN’ AIN’T EASY TO COME BY,Marvin Gaye and Tammi Terrell,Tamla,2,45,
1969,6,46,54,CONDITION RED,The Goodees,HIP,8,46,
1969,6,47,50,THINGS I’D LIKE TO SAY,The New Colony Six,Mercury,7,47,
1969,6,48,43,ARE YOU HAPPY,Jerry Butler,Mercury,10,39,
1969,6,49,49,A MINUTE OF YOUR TIME,Tom Jones,Parrot,8,49,
1969,7,1,2,EVERYDAY PEOPLE,Sly and the Family Stone,Epic,12,1,1 week at #1
1969,7,2,1,CRIMSON AND CLOVER,Tommy James and the Shondells,Roulette,10,1,
1969,7,3,4,TOUCH ME,The Doors,Elektra,8,3,
1969,7,4,5,BUILD ME UP BUTTERCUP,The Foundations,Uni,7,4,
1969,7,5,3,WORST THAT COULD HAPPEN,Brooklyn Bridge,Buddah,9,3,
1969,7,6,10,CAN I CHANGE MY MIND,Tyrone Davis,Dakar,9,6,
1969,7,7,14,YOU SHOWED ME,The Turtles,White Whale,7,7,
1969,7,8,7,I HEARD IT THROUGH THE GRAPEVINE,Marvin Gaye,Tamla,13,1,
1969,7,9,9,HANG ‘EM HIGH,Booker T. and the MG’s,Stax,15,9,
1969,7,10,8,I’M GONNA MAKE YOU LOVE ME,Diana Ross and the Supremes and the Temptations,Motown,11,2,
1969,7,11,15,I’M LIVIN’ IN SHAME,Diana Ross and the Supremes,Motown,4,11,
1969,7,12,13,THIS MAGIC MOMENT,Jay and the Americans,United Artists,8,12,
1969,7,13,6,I STARTED A JOKE,The Bee Gees,Atco,9,6,
1969,7,14,21,"BABY, BABY DON’T CRY",Smokey Robinson and the Miracles,Tamla,7,14,
1969,7,15,22,GAMES PEOPLE PLAY,Joe South,Capitol,6,15,
1969,7,16,12,IF I CAN DREAM,Elvis Presley,RCA,12,12,
1969,7,17,20,RAMBLIN’ GAMBLIN’ MAN,Bob Seger System,Capitol,9,17,
1969,7,18,17,SOULFUL STRUT,Young-Holt Unlimited,Brunswick,12,3,
1969,7,19,19,I’VE GOTTA BE ME,"Sammy Davis, Jr.",Reprise,10,19,
1969,7,20,37,GIVE IT UP OR TURNIT A LOOSE,James Brown,King,4,20,
1969,7,21,28,PROUD MARY,Creedence Clearwater Revival,Fantasy,4,21,
1969,7,22,11,HOOKED ON A FEELING,B.J. Thomas,Scepter,14,5,
1969,7,23,26,TAKE CARE OF YOUR HOMEWORK,Johnnie Taylor,Stax,5,23,
1969,7,24,23,STAND BY YOUR MAN,Tammy Wynette,Epic,15,19,
1969,7,25,24,THERE’S GONNA BE A SHOWDOWN,Archie Bell and the Drells,Atlantic,10,21,
1969,7,26,40,THIS GIRL’S IN LOVE WITH YOU,Dionne Warwick,Scepter,3,26,
1969,7,27,32,INDIAN GIVER,1910 Fruitgum Co.,Buddah,4,27,
1969,7,28,30,GOODNIGHT MY LOVE,Paul Anka,RCA,7,28,
1969,7,29,31,BUT YOU KNOW I LOVE YOU,The First Edition,Reprise,5,29,
1969,7,30,51,THERE’LL COME A TIME,Betty Everett,Uni,5,30,
1969,7,31,47,THINGS I’D LIKE TO SAY,The New Colony Six,Mercury,8,31,
1969,7,32,34,CROSSROADS,Cream,Atco,4,32,
1969,7,33,33,"SWEET CREAM LADIES, FORWARD MARCH",The Box Tops,Mala,8,33,
1969,7,34,18,SON-OF-A PREACHER MAN,Dusty Springfield,Atlantic,12,10,
1969,7,35,25,CALIFORNIA SOUL,The 5th Dimension,Soul City,9,25,
1969,7,36,45,GOOD LOVIN’ AIN’T EASY TO COME BY,Marvin Gaye and Tammi Terrell,Tamla,3,36,
1969,7,37,16,GOING UP THE COUNTRY,Canned Heat,Liberty,11,11,
1969,7,38,39,DOES ANYBODY KNOW I’M HERE,The Dells,Cadet,8,38,
1969,7,39,44,DIZZY,Tommy Roe,ABC,3,39,
1969,7,40,43,SOULSHAKE,Peggy Scott and Jo Jo Benson,SSS International,3,40,
1969,7,41,35,HEY JUDE,Wilson Pickett,Atlantic,9,23,
1969,7,43,36,THE BEGINNING OF MY END,The Unifics,Kapp,10,36,
1969,7,44,38,TOO WEAK TO FIGHT,Clarence Carter,Atlantic,15,13,
1969,7,42,42,HOME COOKIN’,Jr. Walker and the All Stars,Soul,5,42,
