YEAR,WEEK,TW,LW,TITLE,ARTIST,LABEL,WEEKS_ON_CHART,PEAK_POSITION,WEEKS_AT_1
1968,3,22,29,GOIN’ OUT OF MY HEAD/CAN’T TAKE MY EYES OFF YOU (Medley),The Lettermen,Capitol,8,22,
1968,3,23,28,TELL MAMA,Etta James,Cadet,11,23,
1968,3,24,24,COME SEE ABOUT ME,Jr. Walker and the All Stars,Soul,9,24,
1968,3,25,30,AM I THAT EASY TO FORGET,Engelbert Humperdinck,Parrot,6,25,
1968,3,26,26,MY BABY MUST BE A MAGICIAN,The Marvelettes,Tamla,6,26,
1968,3,27,27,LOVE POWER,The Sandpebbles,Calla,9,27,
1968,3,28,33,I CAN’T STAND MYSELF (When You Touch Me),James Brown and the Famous Flames,King,7,28,
1968,3,29,39,DARLIN’,The Beach Boys,Capitol,5,29,
1968,3,30,36,SHE’S A RAINBOW,The Rolling Stones,London,4,30,
1968,3,31,31,TWO LITTLE KIDS,Peaches and Herb,Date,6,31,
1968,3,32,34,BEST OF BOTH WORLDS,Lulu,Epic,6,32,
1968,3,33,43,EXPLOSION (In Your Soul),The Soul Survivors,Crimson,5,33,
1968,3,34,20,IT’S WONDERFUL,The Young Rascals,Atlantic,7,20,
1968,3,35,22,NEXT PLANE TO LONDON,The Rose Garden,Atco,14,17,
1968,3,36,17,SUMMER RAIN,Johnny Rivers,Imperial,10,14,
1968,3,37,47,SKIP A ROPE,Henson Cargill,Monument,5,37,
1968,3,38,46,I WONDER WHAT SHE’S DOING TONITE,Tommy Boyce and Bobby Hart,A&M,5,38,
1968,3,39,49,TO GIVE (The Reason I Live),Frankie Valli,Philips,4,39,
1968,3,40,25,LOVE ME TWO TIMES,The Doors,Elektra,7,25,
1968,3,46,21,YOU BETTER SIT DOWN KIDS,Cher,Imperial,13,9,
1968,3,41,51,TOMORROW,Strawberry Alarm Clock,Uni,4,41,
1968,3,42,52,JUST AS MUCH AS EVER,Bobby Vinton,Epic,4,42,
1968,3,43,44,EVERYBODY KNOWS,The Dave Clark Five,Epic,6,43,
1968,3,44,48,THE LESSON,Vikki Carr,Liberty,5,44,
1968,3,45,56,I WISH IT WOULD RAIN,The Temptations,Gordy,2,45,
1968,3,47,84,LOVE IS BLUE,Paul Mauriat and His Orchestra,Philips,3,47,
1968,3,48,61,BOTTLE OF WINE,The Fireballs,Atco,4,48,
1968,3,49,60,SOME VELVET MORNING,Nancy Sinatra and Lee Hazlewood,Reprise,3,49,
1968,3,50,53,I’M IN LOVE,Wilson Pickett,Atlantic,8,45,
1968,4,1,1,JUDY IN DISGUISE (With Glasses),John Fred and His Playboy Band,Paula,10,1,2 weeks at #1
1968,4,2,2,CHAIN OF FOOLS,Aretha Franklin,Atlantic,8,2,
1968,4,3,5,GREEN TAMBOURINE,The Lemon Pipers,Buddah,7,3,
1968,4,4,4,"WOMAN, WOMAN",The Union Gap Featuring Gary Puckett,Columbia,11,4,
1968,4,5,7,"BEND ME, SHAPE ME",The American Breed,Acta,9,5,
1968,4,6,3,HELLO GOODBYE,The Beatles,Capitol,9,1,
1968,4,7,16,SPOOKY,The Classics IV,Imperial,6,7,
1968,4,8,6,DAYDREAM BELIEVER,The Monkees,Colgems,11,1,
1968,4,9,9,I HEARD IT THROUGH THE GRAPEVINE,Gladys Knight and the Pips,Soul,14,2,
1968,4,10,10,IF I COULD BUILD MY WHOLE WORLD AROUND YOU,Marvin Gaye and Tammi Terrell,Tamla,9,10,
1968,4,11,13,SUSAN,The Buckinghams,Columbia,8,11,
1968,4,12,17,NOBODY BUT ME,The Human Beinz,Capitol,8,12,
1968,4,13,14,DIFFERENT DRUM,The Stone Poneys Featuring Linda Ronstadt,Capitol,12,13,
1968,4,14,8,I SECOND THAT EMOTION,Smokey Robinson and the Miracles,Tamla,13,4,
1968,4,15,45,I WISH IT WOULD RAIN,The Temptations,Gordy,3,15,
1968,4,16,21,ITCHYCOO PARK,The Small Faces,Immediate,12,16,
1968,4,17,22,GOIN’ OUT OF MY HEAD/CAN’T TAKE MY EYES OFF YOU (Medley),The Lettermen,Capitol,9,17,
1968,4,18,47,LOVE IS BLUE,Paul Mauriat and His Orchestra,Philips,4,18,
1968,4,19,25,AM I THAT EASY TO FORGET,Engelbert Humperdinck,Parrot,7,19,
1968,4,20,20,"BABY, NOW THAT I’VE FOUND YOU",The Foundations,Uni,6,20,
1968,4,21,26,MY BABY MUST BE A MAGICIAN,The Marvelettes,Tamla,7,21,
1968,4,22,27,LOVE POWER,The Sandpebbles,Calla,10,22,
1968,4,23,23,TELL MAMA,Etta James,Cadet,12,23,
1968,4,24,29,DARLIN’,The Beach Boys,Capitol,6,24,
1968,4,25,30,SHE’S A RAINBOW,The Rolling Stones,London,5,25,
1968,4,26,38,I WONDER WHAT SHE’S DOING TONITE,Tommy Boyce and Bobby Hart,A&M,6,26,
1968,4,27,24,COME SEE ABOUT ME,Jr. Walker and the All Stars,Soul,10,24,
1968,4,28,48,BOTTLE OF WINE,The Fireballs,Atco,5,28,
1968,4,29,41,TOMORROW,Strawberry Alarm Clock,Uni,5,29,
1968,4,30,39,TO GIVE (The Reason I Live),Frankie Valli,Philips,5,30,
1968,4,31,31,TWO LITTLE KIDS,Peaches and Herb,Date,7,31,
1968,4,32,42,JUST AS MUCH AS EVER,Bobby Vinton,Epic,5,32,
1968,4,33,33,EXPLOSION (In Your Soul),The Soul Survivors,Crimson,6,33,
1968,4,34,44,THE LESSON,Vikki Carr,Liberty,6,34,
1968,4,35,37,SKIP A ROPE,Henson Cargill,Monument,6,35,
1968,4,36,28,I CAN’T STAND MYSELF (When You Touch Me),James Brown and the Famous Flames,King,8,28,
1968,4,37,15,MONTEREY,Eric Burdon and the Animals,MGM,7,15,
1968,4,38,11,HONEY CHILE,Martha Reeves and the Vandellas,Gordy,11,11,
1968,4,39,49,SOME VELVET MORNING,Nancy Sinatra and Lee Hazlewood,Reprise,4,39,
1968,4,40,12,SKINNY LEGS AND ALL,Joe Tex,Dial,14,10,
1968,4,42,18,BOOGALOO DOWN BROADWAY,The Fantastic Johnny C.,Phil-L.A. Of Soul,17,7,
1968,4,46,19,WHO WILL ANSWER,Ed Ames,RCA Victor,7,19,
1968,4,54,32,BEST OF BOTH WORLDS,Lulu,Epic,7,32,
1968,4,41,51,SUNDAY MORNIN’,Spanky and Our Gang,Mercury,4,41,
1968,4,43,43,EVERYBODY KNOWS,The Dave Clark Five,Epic,7,43,
1968,4,44,54,WE CAN FLY,The Cowsills,MGM,3,44,
1968,4,45,55,YOU,Marvin Gaye,Tamla,3,45,
1968,4,48,66,I CAN TAKE OR LEAVE YOUR LOVING,Herman’s Hermits,MGM,3,48,
1968,4,49,59,MONEY,The Lovin’ Spoonful,Kama Sutra,4,49,
1968,4,50,60,NO SAD SONGS,Joe Simon,Sound Stage 7,4,50,
1968,5,1,3,GREEN TAMBOURINE,The Lemon Pipers,Buddah,8,1,1 week at #1
1968,5,2,1,JUDY IN DISGUISE (With Glasses),John Fred and His Playboy Band,Paula,11,1,
1968,5,3,2,CHAIN OF FOOLS,Aretha Franklin,Atlantic,9,2,
1968,5,4,7,SPOOKY,The Classics IV,Imperial,7,4,
1968,5,5,5,"BEND ME, SHAPE ME",The American Breed,Acta,10,5,
1968,5,6,4,"WOMAN, WOMAN",The Union Gap Featuring Gary Puckett,Columbia,12,4,
1968,5,7,18,LOVE IS BLUE,Paul Mauriat and His Orchestra,Philips,5,7,
1968,5,8,12,NOBODY BUT ME,The Human Beinz,Capitol,9,8,
1968,5,9,17,GOIN’ OUT OF MY HEAD/CAN’T TAKE MY EYES OFF YOU (Medley),The Lettermen,Capitol,10,9,
1968,5,10,15,I WISH IT WOULD RAIN,The Temptations,Gordy,4,10,
1968,5,11,11,SUSAN,The Buckinghams,Columbia,9,11,
1968,5,12,6,HELLO GOODBYE,The Beatles,Capitol,10,1,
1968,5,13,20,"BABY, NOW THAT I’VE FOUND YOU",The Foundations,Uni,7,13,
1968,5,14,13,DIFFERENT DRUM,The Stone Poneys Featuring Linda Ronstadt,Capitol,13,13,
1968,5,15,9,I HEARD IT THROUGH THE GRAPEVINE,Gladys Knight and the Pips,Soul,15,2,
1968,5,16,16,ITCHYCOO PARK,The Small Faces,Immediate,13,16,
1968,5,17,14,I SECOND THAT EMOTION,Smokey Robinson and the Miracles,Tamla,14,4,
1968,5,18,19,AM I THAT EASY TO FORGET,Engelbert Humperdinck,Parrot,8,18,
1968,5,19,24,DARLIN’,The Beach Boys,Capitol,7,19,
1968,5,20,26,I WONDER WHAT SHE’S DOING TONITE,Tommy Boyce and Bobby Hart,A&M,7,20,
1968,5,21,21,MY BABY MUST BE A MAGICIAN,The Marvelettes,Tamla,8,21,
1968,5,22,28,BOTTLE OF WINE,The Fireballs,Atco,6,22,
1968,5,23,23,TELL MAMA,Etta James,Cadet,13,23,
1968,5,24,8,DAYDREAM BELIEVER,The Monkees,Colgems,12,1,
1968,5,25,22,LOVE POWER,The Sandpebbles,Calla,11,22,
1968,5,26,35,SKIP A ROPE,Henson Cargill,Monument,7,26,
1968,5,27,32,JUST AS MUCH AS EVER,Bobby Vinton,Epic,6,27,
1968,5,28,29,TOMORROW,Strawberry Alarm Clock,Uni,6,28,
1968,5,29,10,IF I COULD BUILD MY WHOLE WORLD AROUND YOU,Marvin Gaye and Tammi Terrell,Tamla,10,10,
1968,5,30,30,TO GIVE (The Reason I Live),Frankie Valli,Philips,6,30,
1968,5,31,41,SUNDAY MORNIN’,Spanky and Our Gang,Mercury,5,31,
1968,5,32,39,SOME VELVET MORNING,Nancy Sinatra and Lee Hazlewood,Reprise,5,32,
1968,5,33,61,(Theme From) VALLEY OF THE DOLLS,Dionne Warwick,Scepter,3,33,
1968,5,34,44,WE CAN FLY,The Cowsills,MGM,4,34,
1968,5,35,45,YOU,Marvin Gaye,Tamla,4,35,
1968,5,36,47,WE’RE A WINNER,The Impressions,ABC,6,36,
1968,5,37,25,SHE’S A RAINBOW,The Rolling Stones,London,6,25,
1968,5,38,48,I CAN TAKE OR LEAVE YOUR LOVING,Herman’s Hermits,MGM,4,38,
1968,5,39,37,MONTEREY,Eric Burdon and the Animals,MGM,8,15,
1968,5,40,33,EXPLOSION (In Your Soul),The Soul Survivors,Crimson,7,33,
1968,5,42,40,SKINNY LEGS AND ALL,Joe Tex,Dial,15,10,
1968,5,43,31,TWO LITTLE KIDS,Peaches and Herb,Date,8,31,
1968,5,44,34,THE LESSON,Vikki Carr,Liberty,7,34,
1968,5,57,36,I CAN’T STAND MYSELF (When You Touch Me),James Brown and the Famous Flames,King,9,28,
1968,5,65,38,HONEY CHILE,Martha Reeves and the Vandellas,Gordy,12,11,
1968,5,75,27,COME SEE ABOUT ME,Jr. Walker and the All Stars,Soul,11,24,
1968,5,41,51,BACK UP TRAIN,Al Greene and the Soul Mates,Hot Line,9,41,
1968,5,45,42,BOOGALOO DOWN BROADWAY,The Fantastic Johnny C.,Phil-L.A. Of Soul,18,7,
1968,5,46,64,WORDS,The Bee Gees,Atco,3,46,
1968,5,47,67,(Sittin’ On) THE DOCK OF THE BAY,Otis Redding,Volt,2,47,
1968,5,48,49,MONEY,The Lovin’ Spoonful,Kama Sutra,5,48,
1968,5,49,50,NO SAD SONGS,Joe Simon,Sound Stage 7,5,49,
1968,5,50,60,STRAWBERRY SHORTCAKE,Jay and the Techniques,Smash,3,50,
1968,6,1,7,LOVE IS BLUE,Paul Mauriat and His Orchestra,Philips,6,1,1 week at #1
1968,6,2,1,GREEN TAMBOURINE,The Lemon Pipers,Buddah,9,1,
1968,6,3,4,SPOOKY,The Classics IV,Imperial,8,3,
1968,6,4,2,JUDY IN DISGUISE (With Glasses),John Fred and His Playboy Band,Paula,12,1,
1968,6,5,3,CHAIN OF FOOLS,Aretha Franklin,Atlantic,10,2,
1968,6,6,10,I WISH IT WOULD RAIN,The Temptations,Gordy,5,6,
1968,6,7,9,GOIN’ OUT OF MY HEAD/CAN’T TAKE MY EYES OFF YOU (Medley),The Lettermen,Capitol,11,7,
1968,6,8,8,NOBODY BUT ME,The Human Beinz,Capitol,10,8,
1968,6,9,6,"WOMAN, WOMAN",The Union Gap Featuring Gary Puckett,Columbia,13,4,
1968,6,10,5,"BEND ME, SHAPE ME",The American Breed,Acta,11,5,
1968,6,11,11,SUSAN,The Buckinghams,Columbia,10,11,
1968,6,12,13,"BABY, NOW THAT I’VE FOUND YOU",The Foundations,Uni,8,12,
1968,6,13,20,I WONDER WHAT SHE’S DOING TONITE,Tommy Boyce and Bobby Hart,A&M,8,13,
1968,6,14,22,BOTTLE OF WINE,The Fireballs,Atco,7,14,
1968,6,15,33,(Theme From) VALLEY OF THE DOLLS,Dionne Warwick,Scepter,4,15,
1968,6,16,16,ITCHYCOO PARK,The Small Faces,Immediate,14,16,
1968,6,17,21,MY BABY MUST BE A MAGICIAN,The Marvelettes,Tamla,9,17,
1968,6,18,18,AM I THAT EASY TO FORGET,Engelbert Humperdinck,Parrot,9,18,
1968,6,19,19,DARLIN’,The Beach Boys,Capitol,8,19,
1968,6,20,14,DIFFERENT DRUM,The Stone Poneys Featuring Linda Ronstadt,Capitol,14,13,
1968,6,21,34,WE CAN FLY,The Cowsills,MGM,5,21,
1968,6,22,38,I CAN TAKE OR LEAVE YOUR LOVING,Herman’s Hermits,MGM,5,22,
1968,6,23,28,TOMORROW,Strawberry Alarm Clock,Uni,7,23,
1968,6,24,27,JUST AS MUCH AS EVER,Bobby Vinton,Epic,7,24,
1968,6,25,26,SKIP A ROPE,Henson Cargill,Monument,8,25,
1968,6,26,32,SOME VELVET MORNING,Nancy Sinatra and Lee Hazlewood,Reprise,6,26,
1968,6,27,36,WE’RE A WINNER,The Impressions,ABC,7,27,
1968,6,28,47,(Sittin’ On) THE DOCK OF THE BAY,Otis Redding,Volt,3,28,
1968,6,29,30,TO GIVE (The Reason I Live),Frankie Valli,Philips,7,29,
1968,6,30,31,SUNDAY MORNIN’,Spanky and Our Gang,Mercury,6,30,
1968,6,31,12,HELLO GOODBYE,The Beatles,Capitol,11,1,
1968,6,32,46,WORDS,The Bee Gees,Atco,4,32,
1968,6,33,25,LOVE POWER,The Sandpebbles,Calla,12,22,
1968,6,34,17,I SECOND THAT EMOTION,Smokey Robinson and the Miracles,Tamla,15,4,
1968,6,35,35,YOU,Marvin Gaye,Tamla,5,35,
1968,6,36,29,IF I COULD BUILD MY WHOLE WORLD AROUND YOU,Marvin Gaye and Tammi Terrell,Tamla,11,10,
1968,6,37,58,SIMON SAYS,1910 Fruitgum Co.,Buddah,3,37,
1968,6,38,62,EVERYTHING THAT TOUCHES YOU,The Association,Warner Brothers,2,38,
1968,6,39,23,TELL MAMA,Etta James,Cadet,14,23,
1968,6,40,50,STRAWBERRY SHORTCAKE,Jay and the Techniques,Smash,4,40,
1968,6,42,39,MONTEREY,Eric Burdon and the Animals,MGM,9,15,
1968,6,43,15,I HEARD IT THROUGH THE GRAPEVINE,Gladys Knight and the Pips,Soul,16,2,
1968,6,60,40,EXPLOSION (In Your Soul),The Soul Survivors,Crimson,8,33,
1968,6,64,37,SHE’S A RAINBOW,The Rolling Stones,London,7,25,
1968,6,41,41,BACK UP TRAIN,Al Greene and the Soul Mates,Hot Line,10,41,
1968,6,44,60,I THANK YOU,Sam and Dave,Stax,3,44,
1968,6,45,55,BORN FREE,The Hesitations,Kapp,6,45,
1968,6,46,71,WALK AWAY RENEE,The Four Tops,Motown,2,46,
1968,6,47,61,THERE WAS A TIME,James Brown and the Famous Flames,King,4,47,
1968,6,48,56,THERE IS,The Dells,Cadet,4,48,
1968,6,49,49,NO SAD SONGS,Joe Simon,Sound Stage 7,6,49,
1968,6,50,67,GUITAR MAN,Elvis Presley,RCA Victor,3,50,
1968,7,1,1,LOVE IS BLUE,Paul Mauriat and His Orchestra,Philips,7,1,2 weeks at #1
1968,7,2,2,GREEN TAMBOURINE,The Lemon Pipers,Buddah,10,1,
1968,7,3,3,SPOOKY,The Classics IV,Imperial,9,3,
1968,7,4,6,I WISH IT WOULD RAIN,The Temptations,Gordy,6,4,
1968,7,5,15,(Theme From) VALLEY OF THE DOLLS,Dionne Warwick,Scepter,5,5,
1968,7,6,28,(Sittin’ On) THE DOCK OF THE BAY,Otis Redding,Volt,4,6,
1968,7,7,7,GOIN’ OUT OF MY HEAD/CAN’T TAKE MY EYES OFF YOU (Medley),The Lettermen,Capitol,12,7,
1968,7,8,8,NOBODY BUT ME,The Human Beinz,Capitol,11,8,
1968,7,9,4,JUDY IN DISGUISE (With Glasses),John Fred and His Playboy Band,Paula,13,1,
1968,7,10,13,I WONDER WHAT SHE’S DOING TONITE,Tommy Boyce and Bobby Hart,A&M,9,10,
1968,7,11,12,"BABY, NOW THAT I’VE FOUND YOU",The Foundations,Uni,9,11,
1968,7,12,9,"WOMAN, WOMAN",The Union Gap Featuring Gary Puckett,Columbia,14,4,
1968,7,13,10,"BEND ME, SHAPE ME",The American Breed,Acta,12,5,
1968,7,14,14,BOTTLE OF WINE,The Fireballs,Atco,8,14,
1968,7,15,27,WE’RE A WINNER,The Impressions,ABC,8,15,
1968,7,16,5,CHAIN OF FOOLS,Aretha Franklin,Atlantic,11,2,
1968,7,17,37,SIMON SAYS,1910 Fruitgum Co.,Buddah,4,17,
1968,7,18,11,SUSAN,The Buckinghams,Columbia,11,11,
1968,7,19,17,MY BABY MUST BE A MAGICIAN,The Marvelettes,Tamla,10,17,
1968,7,20,48,THERE IS,The Dells,Cadet,5,20,
1968,7,21,21,WE CAN FLY,The Cowsills,MGM,6,21,
1968,7,22,22,I CAN TAKE OR LEAVE YOUR LOVING,Herman’s Hermits,MGM,6,22,
1968,7,23,23,TOMORROW,Strawberry Alarm Clock,Uni,8,23,
1968,7,24,20,DIFFERENT DRUM,The Stone Poneys Featuring Linda Ronstadt,Capitol,15,13,
1968,7,25,25,SKIP A ROPE,Henson Cargill,Monument,9,25,
1968,7,26,26,SOME VELVET MORNING,Nancy Sinatra and Lee Hazlewood,Reprise,7,26,
1968,7,27,16,ITCHYCOO PARK,The Small Faces,Immediate,15,16,
1968,7,28,18,AM I THAT EASY TO FORGET,Engelbert Humperdinck,Parrot,10,18,
1968,7,29,44,I THANK YOU,Sam and Dave,Stax,4,29,
1968,7,30,30,SUNDAY MORNIN’,Spanky and Our Gang,Mercury,7,30,
1968,7,31,38,EVERYTHING THAT TOUCHES YOU,The Association,Warner Brothers,3,31,
1968,7,32,32,WORDS,The Bee Gees,Atco,5,32,
1968,7,33,19,DARLIN’,The Beach Boys,Capitol,9,19,
1968,7,34,35,YOU,Marvin Gaye,Tamla,6,34,
1968,7,35,24,JUST AS MUCH AS EVER,Bobby Vinton,Epic,8,24,
1968,7,36,47,THERE WAS A TIME,James Brown and the Famous Flames,King,5,36,
1968,7,37,46,WALK AWAY RENEE,The Four Tops,Motown,3,37,
