YEAR,WEEK,TW,LW,TITLE,ARTIST,LABEL,WEEKS_ON_CHART,PEAK_POSITION,WEEKS_AT_1
1960,3,32,25,SO MANY WAYS,Brook Benton,Mercury,13,6,
1960,3,33,62,DOWN BY THE STATION,The Four Preps,Capitol,3,33,
1960,3,34,35,TALK THAT TALK,Jackie Wilson,Brunswick,8,34,
1960,3,35,37,JUST COME HOME,Hugo and Luigi,RCA Victor,5,35,
1960,3,36,48,IF I HAD A GIRL,Rod Lauren,RCA Victor,4,36,
1960,3,37,38,HOW ABOUT THAT,Dee Clark,Abner,6,37,
1960,3,38,27,BE MY GUEST,Fats Domino,Imperial,12,8,
1960,3,39,34,DON’T YOU KNOW,Della Reese,RCA Victor,17,2,
1960,3,40,46,BONNIE CAME BACK,Duane Eddy,Jamie,3,40,
1960,3,52,33,DANNY BOY,Conway Twitty,MGM,16,10,
1960,3,54,36,MARINA,Rocco Granata and the International Quintet,Laurie,10,31,
1960,3,58,40,MISTY,Johnny Mathis,Columbia,15,12,
1960,3,69,39,SWINGIN’ ON A RAINBOW,Frankie Avalon,Chancellor,4,39,
1960,3,73,31,MR. BLUE,The Fleetwoods,Dolton,19,1,
1960,3,41,53,MARY DON’T YOU WEEP,Stonewall Jackson,Columbia,3,41,
1960,3,42,67,HANDY MAN,Jimmy Jones,Cub,3,42,
1960,3,43,70,LUCKY DEVIL,"Carl Dobkins, Jr.",Decca,6,43,
1960,3,46,80,RUN RED RUN,The Coasters,Atco,4,46,
1960,3,47,50,WHAT ABOUT US,The Coasters,Atco,6,47,
1960,3,49,49,MIGHTY GOOD,Ricky Nelson,Imperial,7,38,
1960,3,50,52,THE CLOUDS,The Spacemen,Alton,13,41,
1960,4,1,4,RUNNING BEAR,Johnny Preston,Mercury,14,1,1 week at #1
1960,4,2,2,WHY,Frankie Avalon,Chancellor,9,1,
1960,4,3,1,EL PASO,Marty Robbins,Columbia,11,1,
1960,4,4,5,THE BIG HURT,Miss Toni Fisher,Signet,10,3,
1960,4,5,3,WAY DOWN YONDER IN NEW ORLEANS,Freddy Cannon,Swan,9,3,
1960,4,6,7,"GO, JIMMY, GO",Jimmy Clanton,Ace,7,6,
1960,4,7,14,TEEN ANGEL,Mark Dinning,MGM,5,7,
1960,4,8,12,THE VILLAGE OF ST. BERNADETTE,Andy Williams,Cadence,6,8,
1960,4,9,9,PRETTY BLUE EYES,Steve Lawrence,ABC-Paramount,9,9,
1960,4,10,8,AMONG MY SOUVENIRS,Connie Francis,MGM,9,7,
1960,4,11,6,IT’S TIME TO CRY,Paul Anka,ABC-Paramount,9,4,
1960,4,12,10,HEARTACHES BY THE NUMBER,Guy Mitchell,Columbia,16,1,
1960,4,13,28,WHERE OR WHEN,Dion and the Belmonts,Laurie,4,13,
1960,4,14,15,YOU GOT WHAT IT TAKES,Marv Johnson,United Artists,12,14,
1960,4,15,11,HOUND DOG MAN,Fabian,Chancellor,10,9,
1960,4,16,19,SANDY,Larry Hall,Strand,9,15,
1960,4,17,17,SMOKIE (Part 2),Bill Black’s Combo,Hi,8,17,
1960,4,18,16,NOT ONE MINUTE MORE,Della Reese,RCA Victor,6,16,
1960,4,19,13,MACK THE KNIFE,Bobby Darin,Atco,22,1,
1960,4,20,33,DOWN BY THE STATION,The Four Preps,Capitol,4,20,
1960,4,21,21,THIS FRIENDLY WORLD,Fabian,Chancellor,9,12,
1960,4,22,20,FIRST NAME INITIAL,Annette with the Afterbeats,Buena Vista,13,20,
1960,4,23,18,WE GOT LOVE,Bobby Rydell,Cameo,15,6,
1960,4,24,29,HE’LL HAVE TO GO,Jim Reeves,RCA Victor,4,24,
1960,4,25,42,HANDY MAN,Jimmy Jones,Cub,4,25,
1960,4,26,40,BONNIE CAME BACK,Duane Eddy,Jamie,4,26,
1960,4,27,43,LUCKY DEVIL,"Carl Dobkins, Jr.",Decca,7,27,
1960,4,28,23,SCARLET RIBBONS (For Her Hair),The Browns,RCA Victor,12,13,
1960,4,29,60,TRACY’S THEME,Spencer Ross,Columbia,3,29,
1960,4,30,75,WHAT IN THE WORLD’S COME OVER YOU,Jack Scott,Top Rank,2,30,
1960,4,31,61,LONELY BLUE BOY,Conway Twitty,MGM,4,31,
1960,4,32,30,TEAR DROP,Santo and Johnny,Canadian American,8,23,
1960,4,33,36,IF I HAD A GIRL,Rod Lauren,RCA Victor,5,33,
1960,4,34,44,"SHIMMY, SHIMMY, KO-KO-BOP",Little Anthony and the Imperials,End,7,34,
1960,4,35,35,JUST COME HOME,Hugo and Luigi,RCA Victor,6,35,
1960,4,36,26,I WANNA BE LOVED,Ricky Nelson,Imperial,8,20,
1960,4,37,32,SO MANY WAYS,Brook Benton,Mercury,14,6,
1960,4,38,37,HOW ABOUT THAT,Dee Clark,Abner,7,37,
1960,4,39,31,COME INTO MY HEART,Lloyd Price,ABC-Paramount,13,20,
1960,4,40,27,OH CAROL,Neil Sedaka,RCA Victor,15,9,
1960,4,41,34,TALK THAT TALK,Jackie Wilson,Brunswick,9,34,
1960,4,44,25,IN THE MOOD,Ernie Fields,Rendezvous,18,4,
1960,4,46,24,UH OH (Part 2),The Nutty Squirrels,Hanover,11,14,
1960,4,54,22,THE LITTLE DRUMMER BOY,The Harry Simeone Chorale,20th Fox,15,13,
1960,4,63,38,BE MY GUEST,Fats Domino,Imperial,13,8,
1960,4,92,39,DON’T YOU KNOW,Della Reese,RCA Victor,18,2,
1960,4,42,45,A YEAR AGO TONIGHT,The Crests,Coed,7,42,
1960,4,43,96,THE THEME FROM “A SUMMER PLACE”,Percy Faith and His Orchestra,Columbia,2,43,
1960,4,45,46,RUN RED RUN,The Coasters,Atco,5,45,
1960,4,47,59,LITTLE THINGS MEAN A LOT,Joni James,MGM,4,47,
1960,4,48,48,LET’S TRY AGAIN,Clyde McPhatter,MGM,5,48,
1960,4,49,55,BACIARE BACIARE (Kissing Kissing),Dorothy Collins,Top Rank,5,49,
1960,5,1,1,RUNNING BEAR,Johnny Preston,Mercury,15,1,2 weeks at #1
1960,5,2,3,EL PASO,Marty Robbins,Columbia,12,1,
1960,5,3,2,WHY,Frankie Avalon,Chancellor,10,1,
1960,5,4,7,TEEN ANGEL,Mark Dinning,MGM,6,4,
1960,5,5,5,WAY DOWN YONDER IN NEW ORLEANS,Freddy Cannon,Swan,10,3,
1960,5,6,4,THE BIG HURT,Miss Toni Fisher,Signet,11,3,
1960,5,7,8,THE VILLAGE OF ST. BERNADETTE,Andy Williams,Cadence,7,7,
1960,5,8,6,"GO, JIMMY, GO",Jimmy Clanton,Ace,8,6,
1960,5,9,9,PRETTY BLUE EYES,Steve Lawrence,ABC-Paramount,10,9,
1960,5,10,13,WHERE OR WHEN,Dion and the Belmonts,Laurie,5,10,
1960,5,11,14,YOU GOT WHAT IT TAKES,Marv Johnson,United Artists,13,11,
1960,5,12,11,IT’S TIME TO CRY,Paul Anka,ABC-Paramount,10,4,
1960,5,13,10,AMONG MY SOUVENIRS,Connie Francis,MGM,10,7,
1960,5,14,25,HANDY MAN,Jimmy Jones,Cub,5,14,
1960,5,15,16,SANDY,Larry Hall,Strand,10,15,
1960,5,16,30,WHAT IN THE WORLD’S COME OVER YOU,Jack Scott,Top Rank,3,16,
1960,5,17,20,DOWN BY THE STATION,The Four Preps,Capitol,5,17,
1960,5,18,15,HOUND DOG MAN,Fabian,Chancellor,11,9,
1960,5,19,18,NOT ONE MINUTE MORE,Della Reese,RCA Victor,7,16,
1960,5,20,24,HE’LL HAVE TO GO,Jim Reeves,RCA Victor,5,20,
1960,5,21,31,LONELY BLUE BOY,Conway Twitty,MGM,5,21,
1960,5,22,12,HEARTACHES BY THE NUMBER,Guy Mitchell,Columbia,17,1,
1960,5,23,61,LET IT BE ME,The Everly Brothers,Cadence,3,23,
1960,5,24,29,TRACY’S THEME,Spencer Ross,Columbia,4,24,
1960,5,25,27,LUCKY DEVIL,"Carl Dobkins, Jr.",Decca,8,25,
1960,5,26,21,THIS FRIENDLY WORLD,Fabian,Chancellor,10,12,
1960,5,27,17,SMOKIE (Part 2),Bill Black’s Combo,Hi,9,17,
1960,5,28,43,THE THEME FROM “A SUMMER PLACE”,Percy Faith and His Orchestra,Columbia,3,28,
1960,5,29,26,BONNIE CAME BACK,Duane Eddy,Jamie,5,26,
1960,5,30,22,FIRST NAME INITIAL,Annette with the Afterbeats,Buena Vista,14,20,
1960,5,31,33,IF I HAD A GIRL,Rod Lauren,RCA Victor,6,31,
1960,5,32,19,MACK THE KNIFE,Bobby Darin,Atco,23,1,
1960,5,33,38,HOW ABOUT THAT,Dee Clark,Abner,8,33,
1960,5,34,74,BEYOND THE SEA,Bobby Darin,Atco,2,34,
1960,5,35,23,WE GOT LOVE,Bobby Rydell,Cameo,16,6,
1960,5,36,45,RUN RED RUN,The Coasters,Atco,6,36,
1960,5,37,32,TEAR DROP,Santo and Johnny,Canadian American,9,23,
1960,5,38,47,LITTLE THINGS MEAN A LOT,Joni James,MGM,5,38,
1960,5,39,41,TALK THAT TALK,Jackie Wilson,Brunswick,10,34,
1960,5,40,36,I WANNA BE LOVED,Ricky Nelson,Imperial,9,20,
1960,5,41,34,"SHIMMY, SHIMMY, KO-KO-BOP",Little Anthony and the Imperials,End,8,34,
1960,5,43,28,SCARLET RIBBONS (For Her Hair),The Browns,RCA Victor,13,13,
1960,5,49,40,OH CAROL,Neil Sedaka,RCA Victor,16,9,
1960,5,51,35,JUST COME HOME,Hugo and Luigi,RCA Victor,7,35,
1960,5,54,37,SO MANY WAYS,Brook Benton,Mercury,15,6,
1960,5,63,39,COME INTO MY HEART,Lloyd Price,ABC-Paramount,14,20,
1960,5,42,60,T.L.C. TENDER LOVE AND CARE,Jimmie Rodgers,Roulette,3,42,
1960,5,44,50,SWEET NOTHIN’S,Brenda Lee,Decca,6,44,
1960,5,45,49,BACIARE BACIARE (Kissing Kissing),Dorothy Collins,Top Rank,6,45,
1960,5,46,52,LITTLE COCO PALM,Jerry Wallace,Challenge,4,46,
1960,5,47,42,A YEAR AGO TONIGHT,The Crests,Coed,8,42,
1960,5,48,69,BULLDOG,The Fireballs,Top Rank,3,48,
1960,5,50,75,WALTZING MATILDA,Jimmie Rodgers,Roulette,2,50,
1960,6,1,1,RUNNING BEAR,Johnny Preston,Mercury,16,1,3 weeks at #1
1960,6,2,4,TEEN ANGEL,Mark Dinning,MGM,7,2,
1960,6,3,2,EL PASO,Marty Robbins,Columbia,13,1,
1960,6,4,10,WHERE OR WHEN,Dion and the Belmonts,Laurie,6,4,
1960,6,5,8,"GO, JIMMY, GO",Jimmy Clanton,Ace,9,5,
1960,6,6,3,WHY,Frankie Avalon,Chancellor,11,1,
1960,6,7,14,HANDY MAN,Jimmy Jones,Cub,6,7,
1960,6,8,6,THE BIG HURT,Miss Toni Fisher,Signet,12,3,
1960,6,9,5,WAY DOWN YONDER IN NEW ORLEANS,Freddy Cannon,Swan,11,3,
1960,6,10,9,PRETTY BLUE EYES,Steve Lawrence,ABC-Paramount,11,9,
1960,6,11,7,THE VILLAGE OF ST. BERNADETTE,Andy Williams,Cadence,8,7,
1960,6,12,16,WHAT IN THE WORLD’S COME OVER YOU,Jack Scott,Top Rank,4,12,
1960,6,13,11,YOU GOT WHAT IT TAKES,Marv Johnson,United Artists,14,11,
1960,6,14,21,LONELY BLUE BOY,Conway Twitty,MGM,6,14,
1960,6,15,17,DOWN BY THE STATION,The Four Preps,Capitol,6,15,
1960,6,16,23,LET IT BE ME,The Everly Brothers,Cadence,4,16,
1960,6,17,20,HE’LL HAVE TO GO,Jim Reeves,RCA Victor,6,17,
1960,6,18,12,IT’S TIME TO CRY,Paul Anka,ABC-Paramount,11,4,
1960,6,19,28,THE THEME FROM “A SUMMER PLACE”,Percy Faith and His Orchestra,Columbia,4,19,
1960,6,20,24,TRACY’S THEME,Spencer Ross,Columbia,5,20,
1960,6,21,15,SANDY,Larry Hall,Strand,11,15,
1960,6,22,13,AMONG MY SOUVENIRS,Connie Francis,MGM,11,7,
1960,6,23,34,BEYOND THE SEA,Bobby Darin,Atco,3,23,
1960,6,24,18,HOUND DOG MAN,Fabian,Chancellor,12,9,
1960,6,25,30,FIRST NAME INITIAL,Annette with the Afterbeats,Buena Vista,15,20,
1960,6,26,42,T.L.C. TENDER LOVE AND CARE,Jimmie Rodgers,Roulette,4,26,
1960,6,27,19,NOT ONE MINUTE MORE,Della Reese,RCA Victor,8,16,
1960,6,28,22,HEARTACHES BY THE NUMBER,Guy Mitchell,Columbia,18,1,
1960,6,29,25,LUCKY DEVIL,"Carl Dobkins, Jr.",Decca,9,25,
1960,6,30,27,SMOKIE (Part 2),Bill Black’s Combo,Hi,10,17,
1960,6,31,31,IF I HAD A GIRL,Rod Lauren,RCA Victor,7,31,
1960,6,32,41,"SHIMMY, SHIMMY, KO-KO-BOP",Little Anthony and the Imperials,End,9,32,
1960,6,33,29,BONNIE CAME BACK,Duane Eddy,Jamie,6,26,
1960,6,34,57,ROCKIN’ LITTLE ANGEL,Ray Smith,Judd,5,34,
1960,6,35,38,LITTLE THINGS MEAN A LOT,Joni James,MGM,6,35,
1960,6,36,46,LITTLE COCO PALM,Jerry Wallace,Challenge,5,36,
1960,6,37,26,THIS FRIENDLY WORLD,Fabian,Chancellor,11,12,
1960,6,38,48,BULLDOG,The Fireballs,Top Rank,4,38,
1960,6,39,33,HOW ABOUT THAT,Dee Clark,Abner,9,33,
1960,6,40,32,MACK THE KNIFE,Bobby Darin,Atco,24,1,
1960,6,42,36,RUN RED RUN,The Coasters,Atco,7,36,
1960,6,47,37,TEAR DROP,Santo and Johnny,Canadian American,10,23,
1960,6,49,39,TALK THAT TALK,Jackie Wilson,Brunswick,11,34,
1960,6,66,40,I WANNA BE LOVED,Ricky Nelson,Imperial,10,20,
1960,6,68,35,WE GOT LOVE,Bobby Rydell,Cameo,17,6,
1960,6,41,50,WALTZING MATILDA,Jimmie Rodgers,Roulette,3,41,
1960,6,43,45,BACIARE BACIARE (Kissing Kissing),Dorothy Collins,Top Rank,7,43,
1960,6,44,80,AM I THAT EASY TO FORGET,Debbie Reynolds,Dot,3,44,
1960,6,45,75,TOO MUCH TEQUILA,The Champs,Challenge,3,45,
1960,6,46,77,FOREVER,The Little Dippers,University,2,46,
1960,6,48,44,SWEET NOTHIN’S,Brenda Lee,Decca,7,44,
1960,6,50,65,WHY DO I LOVE YOU SO,Johnny Tillotson,Cadence,3,50,
1960,7,1,2,TEEN ANGEL,Mark Dinning,MGM,8,1,1 week at #1
1960,7,2,1,RUNNING BEAR,Johnny Preston,Mercury,17,1,
1960,7,3,4,WHERE OR WHEN,Dion and the Belmonts,Laurie,7,3,
1960,7,4,3,EL PASO,Marty Robbins,Columbia,14,1,
1960,7,5,7,HANDY MAN,Jimmy Jones,Cub,7,5,
1960,7,6,14,LONELY BLUE BOY,Conway Twitty,MGM,7,6,
1960,7,7,12,WHAT IN THE WORLD’S COME OVER YOU,Jack Scott,Top Rank,5,7,
1960,7,8,17,HE’LL HAVE TO GO,Jim Reeves,RCA Victor,7,8,
1960,7,9,6,WHY,Frankie Avalon,Chancellor,12,1,
1960,7,10,13,YOU GOT WHAT IT TAKES,Marv Johnson,United Artists,15,10,
1960,7,11,5,"GO, JIMMY, GO",Jimmy Clanton,Ace,10,5,
1960,7,12,19,THE THEME FROM “A SUMMER PLACE”,Percy Faith and His Orchestra,Columbia,5,12,
1960,7,13,16,LET IT BE ME,The Everly Brothers,Cadence,5,13,
1960,7,14,10,PRETTY BLUE EYES,Steve Lawrence,ABC-Paramount,12,9,
1960,7,15,11,THE VILLAGE OF ST. BERNADETTE,Andy Williams,Cadence,9,7,
1960,7,16,15,DOWN BY THE STATION,The Four Preps,Capitol,7,15,
1960,7,17,8,THE BIG HURT,Miss Toni Fisher,Signet,13,3,
1960,7,18,9,WAY DOWN YONDER IN NEW ORLEANS,Freddy Cannon,Swan,12,3,
1960,7,19,23,BEYOND THE SEA,Bobby Darin,Atco,4,19,
1960,7,20,20,TRACY’S THEME,Spencer Ross,Columbia,6,20,
1960,7,21,18,IT’S TIME TO CRY,Paul Anka,ABC-Paramount,12,4,
1960,7,22,22,AMONG MY SOUVENIRS,Connie Francis,MGM,12,7,
1960,7,23,21,SANDY,Larry Hall,Strand,12,15,
1960,7,24,32,"SHIMMY, SHIMMY, KO-KO-BOP",Little Anthony and the Imperials,End,10,24,
1960,7,25,26,T.L.C. TENDER LOVE AND CARE,Jimmie Rodgers,Roulette,5,25,
1960,7,26,34,ROCKIN’ LITTLE ANGEL,Ray Smith,Judd,6,26,
1960,7,27,46,FOREVER,The Little Dippers,University,3,27,
1960,7,28,29,LUCKY DEVIL,"Carl Dobkins, Jr.",Decca,10,25,
1960,7,29,72,WILD ONE,Bobby Rydell,Cameo,2,29,
1960,7,30,27,NOT ONE MINUTE MORE,Della Reese,RCA Victor,9,16,
1960,7,31,24,HOUND DOG MAN,Fabian,Chancellor,13,9,
1960,7,32,25,FIRST NAME INITIAL,Annette with the Afterbeats,Buena Vista,16,20,
1960,7,33,33,BONNIE CAME BACK,Duane Eddy,Jamie,7,26,
1960,7,34,38,BULLDOG,The Fireballs,Top Rank,5,34,
1960,7,35,30,SMOKIE (Part 2),Bill Black’s Combo,Hi,11,17,
1960,7,36,35,LITTLE THINGS MEAN A LOT,Joni James,MGM,7,35,
1960,7,37,67,BABY (You’ve Got What It Takes),Dinah Washington and Brook Benton,Mercury,3,37,
1960,7,38,36,LITTLE COCO PALM,Jerry Wallace,Challenge,6,36,
