YEAR,WEEK,TW,LW,TITLE,ARTIST,LABEL,WEEKS_ON_CHART,PEAK_POSITION,WEEKS_AT_1
1966,1,7,7,FEVER,The McCoys,Bang,8,7,
1966,1,9,8,ENGLAND SWINGS,Roger Miller,Smash,9,8,
1966,1,10,6,MAKE THE WORLD GO AWAY,Eddy Arnold,RCA Victor,12,6,
1966,1,11,16,FIVE O’CLOCK WORLD,The Vogues,Co & Ce,6,11,
1966,1,12,13,FLOWERS ON THE WALL,The Statler Brothers,Columbia,8,12,
1966,1,13,17,ONE HAS MY NAME (The Other Has My Heart),Barry Young,Dot,9,13,
1966,1,16,22,SHE’S JUST MY STYLE,Gary Lewis and the Playboys,Liberty,4,16,
1966,1,17,12,DON’T THINK TWICE,The Wonder Who? (The Four Seasons),Philips,9,12,
1966,1,18,28,DAY TRIPPER,The Beatles,Capitol,3,18,
1966,1,19,15,HANG ON SLOOPY,The Ramsey Lewis Trio,Cadet,7,11,
1966,1,21,23,YOU DIDN’T HAVE TO BE SO NICE,The Lovin’ Spoonful,Kama Sutra,6,21,
1966,1,22,33,NO MATTER WHAT SHAPE (Your Stomach’s In),The T-Bones,Liberty,4,22,
1966,1,24,29,THE DUCK,Jackie Lee,Mirwood,7,24,
1966,1,25,30,SPANISH EYES,Al Martino,Capitol,5,25,
1966,1,26,18,SUNDAY AND ME,Jay and the Americans,United Artists,7,18,
1966,1,27,48,A MUST TO AVOID,Herman’s Hermits,MGM,2,27,
1966,1,29,35,SATIN PILLOWS,Bobby Vinton,Epic,5,29,
1966,1,31,26,A TASTE OF HONEY,Herb Alpert and the Tijuana Brass,A&M,15,7,
1966,1,32,19,I WILL,Dean Martin,Reprise,10,10,
1966,1,33,59,ATTACK,The Toys,DynoVoice,3,33,
1966,1,36,41,THUNDERBALL,Tom Jones,Parrot,4,36,
1966,1,38,31,LET’S GET TOGETHER,We Five,A&M,8,31,
1966,1,39,43,HARLEM NOCTURNE,The Viscounts,Amy,26,39,
1966,1,40,53,LIES,The Knickerbockers,Challenge,5,40,
1966,1,41,27,1-2-3,Len Barry,Decca,14,2,
1966,1,42,32,APPLE OF MY EYE,Roy Head and the Traits,Back Beat,7,32,
1966,1,43,65,JENNY TAKE A RIDE,Mitch Ryder and the Detroit Wheels,New Voice,4,43,
1966,1,44,54,I’VE GOT TO BE SOMEBODY,Billy Joe Royal,Columbia,5,44,
1966,1,45,49,SANDY,Ronny and the Daytonas,Mala,5,45,
1966,1,47,47,JEALOUS HEART,Connie Francis,MGM,6,47,
1966,2,1,2,WE CAN WORK IT OUT,The Beatles,Capitol,4,1,1 week at #1
1966,2,2,1,THE SOUNDS OF SILENCE,Simon and Garfunkel,Columbia,8,1,
1966,2,3,16,SHE’S JUST MY STYLE,Gary Lewis and the Playboys,Liberty,5,3,
1966,2,4,12,FLOWERS ON THE WALL,The Statler Brothers,Columbia,9,4,
1966,2,5,8,EBB TIDE,The Righteous Brothers,Philles,6,5,
1966,2,6,5,OVER AND OVER,The Dave Clark Five,Epic,9,1,
1966,2,7,3,I GOT YOU (I Feel Good),James Brown and the Famous Flames,King,9,3,
