YEAR,WEEK,TW,LW,TITLE,ARTIST,LABEL,WEEKS_ON_CHART,PEAK_POSITION,WEEKS_AT_1
1967,7,23,24,IT’S NOW WINTERS DAY,Tommy Roe,ABC,9,23,
1967,7,24,36,MY CUP RUNNETH OVER,Ed Ames,RCA Victor,5,24,
1967,7,25,32,YOU GOT TO ME,Neil Diamond,Bang,4,25,
1967,7,26,18,STANDING IN THE SHADOWS OF LOVE,The Four Tops,Motown,10,6,
1967,7,27,58,SOCK IT TO ME-BABY!,Mitch Ryder and the Detroit Wheels,New Voice,3,27,
1967,7,28,26,HELLO HELLO,The Sopwith “Camel”,Kama Sutra,9,26,
1967,7,29,30,BRING IT UP,James Brown and the Famous Flames,King,7,29,
1967,7,30,22,NASHVILLE CATS,The Lovin’ Spoonful,Kama Sutra,10,8,
1967,7,31,38,"HEY, LEROY, YOUR MAMA’S CALLIN’ YOU",Jimmy Castor,Smash,8,31,
1967,7,32,35,LOVIN’ YOU,Bobby Darin,Atlantic,6,32,
1967,7,33,46,THE HUNTER GETS CAPTURED BY THE GAME,The Marvelettes,Tamla,5,33,
1967,7,34,51,SO YOU WANT TO BE A ROCK ‘N’ ROLL STAR,The Byrds,Columbia,4,34,
1967,7,35,47,INDESCRIBABLY BLUE,Elvis Presley,RCA Victor,4,35,
