"artist_id","common_name","wiki_url","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8","genre_9","genre_10","genre_11","genre_12","genre_13","main_genre_1","main_genre_2","main_genre_3","main_genre_4","main_genre_5","main_genre_6","main_genre_7","main_genre_8","main_genre_9","main_genre_10","main_genre_11","main_genre_12","main_genre_13"
"6897","Die Toten Hosen","https://en.wikipedia.org/wiki/Die_Toten_Hosen","punk rock","","","","","","","","","","","","","rock","","","","","","","","","","","",""
"6902","Sade","https://en.wikipedia.org/wiki/Sade_(singer)","soul","sophisti-pop","smooth jazz","quiet storm","","","","","","","","","","r&b & soul","electronic","jazz","r&b & soul","","","","","","","","",""
"6911","Green Day","https://en.wikipedia.org/wiki/Green_Day","punk rock","pop-punk","alternative rock","skate punk","power pop","","","","","","","","","rock","","rock","punk","rock","","","","","","","",""
"6912","Bob Mould","https://en.wikipedia.org/wiki/Bob_Mould","punk rock","alternative rock","","","","","","","","","","","","rock","rock","","","","","","","","","","",""
"6914","Pino D'Angiò","https://en.wikipedia.org/wiki/Pino_D'Angiò","pop","italo disco","","","","","","","","","","","","pop","electronic","","","","","","","","","","",""
"6923","Daniel Rey","https://en.wikipedia.org/wiki/Daniel_Rey","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6930","Jimmy Rogers","https://en.wikipedia.org/wiki/Jimmy_Rogers","chicago blues","","","","","","","","","","","","","blues / country","","","","","","","","","","","",""
"6936","Tasmin Archer","https://en.wikipedia.org/wiki/Tasmin_Archer","pop","rock","","","","","","","","","","","","pop","rock","","","","","","","","","","",""
"6939","Al Cleveland","https://en.wikipedia.org/wiki/Al_Cleveland","motown","soul","dancehall","","","","","","","","","","","","r&b & soul","world","","","","","","","","","",""
"6940","Renaldo Benson","https://en.wikipedia.org/wiki/Renaldo_Benson","r&b","rock and roll","","","","","","","","","","","","electronic","rock","","","","","","","","","","",""
"6964","The Living End","https://en.wikipedia.org/wiki/The_Living_End","punk rock","pop punk","rockabilly","alternative rock","psychobilly","","","","","","","","","rock","punk","rock","rock","punk","","","","","","","",""
"6973","Bad Religion","https://en.wikipedia.org/wiki/Bad_Religion","punk rock","melodic hardcore","hardcore punk","skate punk","","","","","","","","","","rock","punk","punk","punk","","","","","","","","",""
"7010","Jimmy Reed","https://en.wikipedia.org/wiki/Jimmy_Reed","blues","electric blues","","","","","","","","","","","","","blues / country","","","","","","","","","","",""
"7023","Slim Harpo","https://en.wikipedia.org/wiki/Slim_Harpo","blues","swamp blues","","","","","","","","","","","","","blues / country","","","","","","","","","","",""
"7038","Clint Conley","https://en.wikipedia.org/wiki/Clint_Conley","post-punk","alternative rock","","","","","","","","","","","","punk","rock","","","","","","","","","","",""
"7044","Dallas Frazier","https://en.wikipedia.org/wiki/Dallas_Frazier","country","","","","","","","","","","","","","","","","","","","","","","","","",""
"7049","Al Lewis","https://en.wikipedia.org/wiki/Al_Lewis_(lyricist)","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7067","Kim Deal","https://en.wikipedia.org/wiki/Kim_Deal","alternative rock","noise pop","","","","","","","","","","","","rock","rock","","","","","","","","","","",""
"7068","Keith Flint","https://en.wikipedia.org/wiki/Keith_Flint","dance","techno","punk rock","","","","","","","","","","","","electronic","rock","","","","","","","","","",""
"7069","Liam Howlett","https://en.wikipedia.org/wiki/Liam_Howlett","big beat","electronica","alternative rock","electropunk","hardcore techno","breakbeat hardcore","","","","","","","","electronic","electronic","rock","punk","","electronic","","","","","","",""
"7070","J.J. Jeczalik","https://en.wikipedia.org/wiki/J._J._Jeczalik","electronic","synth-pop","new wave","pop","rock","","","","","","","","","electronic","electronic","electronic","pop","rock","","","","","","","",""
"7078","Save Ferris","https://en.wikipedia.org/wiki/Save_Ferris","ska punk","","","","","","","","","","","","","world","","","","","","","","","","","",""
"7080","Jeff Trott","https://en.wikipedia.org/wiki/Jeff_Trott","pop","rock","singer-songwriter","indie rock","country","blues","alternative rock","indie folk","","","","","","pop","rock","folk","rock","","","rock","folk","","","","",""
"7081","Brian McLeod","https://en.wikipedia.org/wiki/Brian_MacLeod_(American_musician)","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7083","Limp Bizkit","https://en.wikipedia.org/wiki/Limp_Bizkit","nu metal","rap rock","rap metal","","","","","","","","","","","metal","hip hop","hip hop","","","","","","","","","",""
"7084","Jimmy Bilsbury","https://en.wikipedia.org/wiki/Jimmy_Bilsbury","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7112","John Anderson","https://en.wikipedia.org/wiki/John_Anderson_(singer)","country","","","","","","","","","","","","","","","","","","","","","","","","",""
"7113","Bill Anderson","https://en.wikipedia.org/wiki/Bill_Anderson_(singer)","country","nashville sound","bluegrass","gospel","","","","","","","","","","","","","other","","","","","","","","",""
"7121","Linda Perry","https://en.wikipedia.org/wiki/Linda_Perry","alternative rock","pop rock","","","","","","","","","","","","rock","rock","","","","","","","","","","",""
"7128","Primal Scream","https://en.wikipedia.org/wiki/Primal_Scream","alternative rock","electronic","alternative dance","neo-psychedelia","house","indie pop","","","","","","","","rock","electronic","electronic","rock","","pop","","","","","","",""
"7137","Psychic TV","https://en.wikipedia.org/wiki/Psychic_TV","experimental","acid house","industrial","psychedelic rock","post-punk","","","","","","","","","","electronic","electronic","rock","punk","","","","","","","",""
"7144","Eva Cassidy","https://en.wikipedia.org/wiki/Eva_Cassidy","jazz","folk","blues","","","","","","","","","","","jazz","folk","","","","","","","","","","",""
"7145","Cindy Walker","https://en.wikipedia.org/wiki/Cindy_Walker","country","","","","","","","","","","","","","","","","","","","","","","","","",""
"7147","Don Redman","https://en.wikipedia.org/wiki/Don_Redman","jazz","swing","","","","","","","","","","","","jazz","jazz","","","","","","","","","","",""
"7149","Ned Fairchild","https://en.wikipedia.org/wiki/Ned_Fairchild","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7150","The Nixons","https://en.wikipedia.org/wiki/The_Nixons","alternative rock","post-grunge","","","","","","","","","","","","rock","rock","","","","","","","","","","",""
"7153","Sheldon M. Harnick","https://en.wikipedia.org/wiki/Sheldon_Harnick","musical theater","","","","","","","","","","","","","","","","","","","","","","","","",""
"7155","John Stewart","https://en.wikipedia.org/wiki/John_Stewart_(musician)","folk","pop","","","","","","","","","","","","folk","pop","","","","","","","","","","",""
"7170","Rage Against the Machine","https://en.wikipedia.org/wiki/Rage_Against_the_Machine","rap metal","rap rock","funk metal","alternative metal","nu metal","","","","","","","","","hip hop","hip hop","metal","metal","metal","","","","","","","",""
"7173","Rocket From the Crypt","https://en.wikipedia.org/wiki/Rocket_from_the_Crypt","punk rock","","","","","","","","","","","","","rock","","","","","","","","","","","",""
"7175","Adriano Celentano","https://en.wikipedia.org/wiki/Adriano_Celentano","pop","disco","rock and roll","","","","","","","","","","","pop","electronic","rock","","","","","","","","","",""
"7178","Norbert Krief","https://en.wikipedia.org/wiki/Norbert_Krief","rock","blues","hard rock","pop rock","heavy metal","","","","","","","","","rock","","rock","rock","","","","","","","","",""
"7180","The New Seekers","https://en.wikipedia.org/wiki/The_New_Seekers","pop","folk","rock","","","","","","","","","","","pop","folk","rock","","","","","","","","","",""
"7196","Orchestral Manoeuvres in the Dark","https://en.wikipedia.org/wiki/Orchestral_Manoeuvres_in_the_Dark","electronic","synth-pop","experimental","new wave","","","","","","","","","","electronic","electronic","","electronic","","","","","","","","",""
"7198","Paul Humphreys","https://en.wikipedia.org/wiki/Paul_Humphreys","new wave","synth-pop","electronic","post-punk","experimental","","","","","","","","","electronic","electronic","electronic","punk","","","","","","","","",""
"7199","Andy McCluskey","https://en.wikipedia.org/wiki/Andy_McCluskey","new wave","synth-pop","electronic","post-punk","experimental","","","","","","","","","electronic","electronic","electronic","punk","","","","","","","","",""
"7200","Good Charlotte","https://en.wikipedia.org/wiki/Good_Charlotte","pop-punk","pop rock","alternative rock","emo","","","","","","","","","","","rock","rock","punk","","","","","","","","",""
"7204","Tom Barman","https://en.wikipedia.org/wiki/Tom_Barman","experimental rock","indie rock","alternative rock","","","","","","","","","","","rock","rock","rock","","","","","","","","","",""
"7228","Magic Sam","https://en.wikipedia.org/wiki/Magic_Sam","chicago blues","","","","","","","","","","","","","blues / country","","","","","","","","","","","",""
"7237","Lee Adams","https://en.wikipedia.org/wiki/Lee_Adams","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7238","Mousse T.","https://en.wikipedia.org/wiki/Mousse_T.","house","funk","pop","","","","","","","","","","","","electronic","pop","","","","","","","","","",""
"7241","Max Raabe","https://en.wikipedia.org/wiki/Max_Raabe","cabaret","comedy","old style","orchestra","jazz","swing","","","","","","","","","","","","jazz","jazz","","","","","","",""
"7247","Julius Wechter","https://en.wikipedia.org/wiki/Julius_Wechter","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7272","DJ Kool","https://en.wikipedia.org/wiki/DJ_Kool","hip hop","go-go","","","","","","","","","","","","electronic","r&b & soul","","","","","","","","","","",""
"7284","Chrissy Amphlett","https://en.wikipedia.org/wiki/Chrissy_Amphlett","rock","new wave","","","","","","","","","","","","rock","electronic","","","","","","","","","","",""
"7286","Mark McEntee","https://en.wikipedia.org/wiki/Mark_McEntee","rock","new wave","","","","","","","","","","","","rock","electronic","","","","","","","","","","",""
"7287","Billy Steinberg","https://en.wikipedia.org/wiki/Billy_Steinberg","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7289","Dave Grohl","https://en.wikipedia.org/wiki/Dave_Grohl","alternative rock","hard rock","punk rock","grunge","","","","","","","","","","rock","rock","rock","rock","","","","","","","","",""
"7291","Nate Mendel","https://en.wikipedia.org/wiki/Nate_Mendel","alternative rock","midwest emo","post-grunge","grunge","hardcore punk","punk rock","indie rock","post-hardcore","emo","","","","","rock","rock","rock","rock","punk","rock","rock","punk","punk","","","",""
"7294","Apocalyptica","https://en.wikipedia.org/wiki/Apocalyptica","symphonic metal","neoclassical metal","alternative metal","heavy metal","","","","","","","","","","metal","metal","metal","","","","","","","","","",""
"7296","K's Choice","https://en.wikipedia.org/wiki/K's_Choice","alternative rock","folk rock","post-grunge","","","","","","","","","","","rock","rock","rock","","","","","","","","","",""
"7301","Igor Cavalera","https://en.wikipedia.org/wiki/Igor_Cavalera","groove metal","thrash metal","death metal","alternative metal","hip hop","electronic","experimental","","","","","","","metal","metal","metal","metal","electronic","electronic","","","","","","",""
"7302","Max Cavalera","https://en.wikipedia.org/wiki/Max_Cavalera","thrash metal","death metal","groove metal","nu metal","","","","","","","","","","metal","metal","metal","metal","","","","","","","","",""
"7303","Andreas Kisser","https://en.wikipedia.org/wiki/Andreas_Kisser","heavy metal","thrash metal","death metal","groove metal","alternative metal","experimental rock","folk","","","","","","","","metal","metal","metal","metal","rock","folk","","","","","",""
"7304","Paulo Jr.","https://en.wikipedia.org/wiki/Paulo_Jr.","groove metal","thrash metal","death metal","alternative metal","","","","","","","","","","metal","metal","metal","metal","","","","","","","","",""
"7311","Junior Reid","https://en.wikipedia.org/wiki/Junior_Reid","reggae","dancehall","reggae fusion","","","","","","","","","","","world","world","world","","","","","","","","","",""
"7317","Matt Dennis","https://en.wikipedia.org/wiki/Matt_Dennis","popular music","","","","","","","","","","","","","","","","","","","","","","","","",""
"7318","Earl Brent","https://en.wikipedia.org/wiki/Earl_K._Brent","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7328","Jim Weatherly","https://en.wikipedia.org/wiki/Jim_Weatherly","country","pop","","","","","","","","","","","","","pop","","","","","","","","","","",""
"7329","Angie Stone","https://en.wikipedia.org/wiki/Angie_Stone","r&b","soul","neo soul","hip-hop","","","","","","","","","","electronic","r&b & soul","hip hop","","","","","","","","","",""
"7333","Howard E. Scott","https://en.wikipedia.org/wiki/Howard_E._Scott","funk","rock","","","","","","","","","","","","electronic","rock","","","","","","","","","","",""
"7334","Gilbert O'Sullivan","https://en.wikipedia.org/wiki/Gilbert_O'Sullivan","pop","soft rock","easy listening","","","","","","","","","","","pop","rock","other","","","","","","","","","",""
"7335","George Shearing","https://en.wikipedia.org/wiki/George_Shearing","jazz","bebop","swing","cool jazz","","","","","","","","","","jazz","jazz","jazz","jazz","","","","","","","","",""
"7345","David Paich","https://en.wikipedia.org/wiki/David_Paich","pop rock","jazz fusion","adult contemporary","blue-eyed soul","","","","","","","","","","rock","jazz","pop","r&b & soul","","","","","","","","",""
"7349","Sammy Gallop","https://en.wikipedia.org/wiki/Sammy_Gallop","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7352","Ray Gilbert","https://en.wikipedia.org/wiki/Ray_Gilbert","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7356","Ken Andrews","https://en.wikipedia.org/wiki/Ken_Andrews","alternative rock","alternative metal","post-grunge","indie rock","space rock","electronic","","","","","","","","rock","metal","rock","rock","electronic","electronic","","","","","","",""
"7357","A Perfect Circle","https://en.wikipedia.org/wiki/A_Perfect_Circle","alternative rock","alternative metal","hard rock","art rock","","","","","","","","","","rock","metal","rock","rock","","","","","","","","",""
"7365","Mr. Mister","https://en.wikipedia.org/wiki/Mr._Mister","pop rock","new wave","","","","","","","","","","","","rock","electronic","","","","","","","","","","",""
"7368","Richard Page","https://en.wikipedia.org/wiki/Richard_Page_(musician)","rock","pop","","","","","","","","","","","","rock","pop","","","","","","","","","","",""
"7375","Love and Rockets","https://en.wikipedia.org/wiki/Love_and_Rockets_(band)","alternative rock","indie rock","post-punk","neo-psychedelia","electronica","","","","","","","","","rock","rock","punk","rock","electronic","","","","","","","",""
"7377","Mal Waldron","https://en.wikipedia.org/wiki/Mal_Waldron","avant-garde jazz","hard bop","modal jazz","post-bop","","","","","","","","","","jazz","jazz","jazz","jazz","","","","","","","","",""
"7379","Hanoi Rocks","https://en.wikipedia.org/wiki/Hanoi_Rocks","hard rock","glam rock","glam punk","glam metal","","","","","","","","","","rock","rock","punk","metal","","","","","","","","",""
"7386","Marilyn Monroe","https://en.wikipedia.org/wiki/Marilyn_Monroe","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7397","Tim Farriss","https://en.wikipedia.org/wiki/Tim_Farriss","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7406","Danny Whitten","https://en.wikipedia.org/wiki/Danny_Whitten","hard rock","country rock","blues-rock","","","","","","","","","","","rock","rock","rock","","","","","","","","","",""
"7407","Everything But The Girl","https://en.wikipedia.org/wiki/Everything_but_the_Girl","pop","sophisti-pop","jazz-pop","indie pop","folk-pop","electronica","drum and bass","trip hop","","","","","","pop","electronic","","pop","","electronic","electronic","hip hop","","","","",""
"7410","Guy Sigsworth","https://en.wikipedia.org/wiki/Guy_Sigsworth","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7411","Iron Savior","https://en.wikipedia.org/wiki/Iron_Savior","power metal","","","","","","","","","","","","","metal","","","","","","","","","","","",""
"7419","Lew Brown","https://en.wikipedia.org/wiki/Lew_Brown","popular music","","","","","","","","","","","","","","","","","","","","","","","","",""
"7421","Harry Link","https://en.wikipedia.org/wiki/Harry_Link","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7422","Jack Strachey","https://en.wikipedia.org/wiki/Jack_Strachey","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7423","Eric Maschwitz","https://en.wikipedia.org/wiki/Eric_Maschwitz","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7428","Ray Noble","https://en.wikipedia.org/wiki/Ray_Noble","jazz","british dance band","","","","","","","","","","","","jazz","jazz","","","","","","","","","","",""
"7430","Eddie DeLange","https://en.wikipedia.org/wiki/Eddie_DeLange","popular music","","","","","","","","","","","","","","","","","","","","","","","","",""
"7437","Van Dyke Parks","https://en.wikipedia.org/wiki/Van_Dyke_Parks","pop","orchestral pop","art pop","experimental","americana","rock","","","","","","","","pop","","pop","","folk","rock","","","","","","",""
"7439","Bert Kalmar","https://en.wikipedia.org/wiki/Bert_Kalmar","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7440","Harry Ruby","https://en.wikipedia.org/wiki/Harry_Ruby","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7441","Guy Clark","https://en.wikipedia.org/wiki/Guy_Clark","country","outlaw country","texas country","folk","","","","","","","","","","","","","folk","","","","","","","","",""
"7442","Morrissey","https://en.wikipedia.org/wiki/Morrissey","alternative rock","indie pop","indie rock","jangle pop","","","","","","","","","","rock","pop","rock","rock","","","","","","","","",""
"7445","Propaganda","https://en.wikipedia.org/wiki/Propaganda_(band)","synth-pop","new wave","electronic","","","","","","","","","","","electronic","electronic","electronic","","","","","","","","","",""
"7446","Noel Gallagher","https://en.wikipedia.org/wiki/Noel_Gallagher","rock","britpop","alternative rock","psychedelic rock","","","","","","","","","","rock","world","rock","rock","","","","","","","","",""
"7447","Ryan Adams","https://en.wikipedia.org/wiki/Ryan_Adams","rock","alternative country","folk rock","indie rock","","","","","","","","","","rock","","rock","rock","","","","","","","","",""
"7452","Wilbur Schwandt","https://en.wikipedia.org/wiki/Wilbur_Schwandt","latin jazz","","","","","","","","","","","","","world","","","","","","","","","","","",""
"7453","Fabian Andre","https://en.wikipedia.org/wiki/Fabian_Andre","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7454","Saul Chaplin","https://en.wikipedia.org/wiki/Saul_Chaplin","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7462","John Turner","https://en.wikipedia.org/wiki/John_Turner_(lyricist)","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7466","Queen Latifah","https://en.wikipedia.org/wiki/Queen_Latifah","hip hop","progressive rap","r&b","soul","jazz","gospel","dance","","","","","","","electronic","hip hop","electronic","r&b & soul","jazz","other","","","","","","",""
"7487","Bobby Whitlock","https://en.wikipedia.org/wiki/Bobby_Whitlock","rock","soul","gospel","blues","","","","","","","","","","rock","r&b & soul","other","","","","","","","","","",""
"7520","Michael Sherwood","https://en.wikipedia.org/wiki/Michael_Sherwood","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7521","Carmine Appice","https://en.wikipedia.org/wiki/Carmine_Appice","rock","","","","","","","","","","","","","rock","","","","","","","","","","","",""
"7529","James LaBrie","https://en.wikipedia.org/wiki/James_LaBrie","progressive metal","","","","","","","","","","","","","metal","","","","","","","","","","","",""
"7534","Billy Sherwood","https://en.wikipedia.org/wiki/Billy_Sherwood","progressive rock","hard rock","pop rock","","","","","","","","","","","rock","rock","rock","","","","","","","","","",""
"7537","Thomas Acda","https://en.wikipedia.org/wiki/Thomas_Acda","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7538","Tool","https://en.wikipedia.org/wiki/Tool_(band)","alternative metal","art rock","post-metal","progressive metal","progressive rock","","","","","","","","","metal","rock","metal","metal","rock","","","","","","","",""
"7554","Desorden Público","https://en.wikipedia.org/wiki/Desorden_Público","ska","rock en espaol","reggae","","","","","","","","","","","world","","world","","","","","","","","","",""
"7561","Beck","https://en.wikipedia.org/wiki/Beck","alternative rock","folk rock","psychedelia","electronic","folk rock","alt-country","lo-fi","","","","","","","rock","rock","","electronic","rock","","avant-garde & experimental","","","","","",""
"7563","Lucinda Williams","https://en.wikipedia.org/wiki/Lucinda_Williams","americana","contemporary folk","alternative country","country rock","","","","","","","","","","folk","","","rock","","","","","","","","",""
"7565","Sonata Arctica","https://en.wikipedia.org/wiki/Sonata_Arctica","power metal","symphonic metal","progressive metal","","","","","","","","","","","metal","metal","metal","","","","","","","","","",""
"7567","William Reid","https://en.wikipedia.org/wiki/William_Reid_(musician)","alternative rock","","","","","","","","","","","","","rock","","","","","","","","","","","",""
"7570","Wilson Phillips","https://en.wikipedia.org/wiki/Wilson_Phillips","pop","pop rock","soft rock","","","","","","","","","","","pop","rock","rock","","","","","","","","","",""
"7574","Nickelback","https://en.wikipedia.org/wiki/Nickelback","post-grunge","hard rock","alternative rock","alternative metal","pop rock","","","","","","","","","rock","rock","rock","metal","rock","","","","","","","",""
"7575","John Mayer","https://en.wikipedia.org/wiki/John_Mayer","rock","pop","blues","","","","","","","","","","","rock","pop","","","","","","","","","","",""
"7576","Ferlin Husky","https://en.wikipedia.org/wiki/Ferlin_Husky","country","","","","","","","","","","","","","","","","","","","","","","","","",""
"7585","Sahara Hotnights","https://en.wikipedia.org/wiki/Sahara_Hotnights","indie rock","garage rock revival","","","","","","","","","","","","rock","","","","","","","","","","","",""
"7587","Sort Sol","https://en.wikipedia.org/wiki/Sort_Sol","post-punk","","","","","","","","","","","","","punk","","","","","","","","","","","",""
"7596","Wolf","https://en.wikipedia.org/wiki/Wolf_(band)","heavy metal","speed metal","power metal","","","","","","","","","","","","metal","metal","","","","","","","","","",""
"7599","Danko Jones","https://en.wikipedia.org/wiki/Danko_Jones","hard rock","garage rock","garage punk","blues rock","blues punk","punk rock","","","","","","","","rock","rock","punk","rock","","rock","","","","","","",""
"7600","Backyard Babies","https://en.wikipedia.org/wiki/Backyard_Babies","hard rock","punk rock","glam punk","","","","","","","","","","","rock","rock","punk","","","","","","","","","",""
"7602","Nuno Bettencourt","https://en.wikipedia.org/wiki/Nuno_Bettencourt","glam metal","hard rock","funk metal","heavy metal","alternative rock","","","","","","","","","metal","rock","metal","","rock","","","","","","","",""
"7603","Gary Cherone","https://en.wikipedia.org/wiki/Gary_Cherone","funk metal","glam metal","hard rock","heavy metal","","","","","","","","","","metal","metal","rock","","","","","","","","","",""
"7607","Kenny Young","https://en.wikipedia.org/wiki/Kenny_Young","pop","rock","world","","","","","","","","","","","pop","rock","world","","","","","","","","","",""
"7614","Guy Wood","https://en.wikipedia.org/wiki/Guy_Wood","saxophone","","","","","","","","","","","","","","","","","","","","","","","","",""
"7616","Lesley Duncan","https://en.wikipedia.org/wiki/Lesley_Duncan","folk-pop","pop","soft rock","","","","","","","","","","","","pop","rock","","","","","","","","","",""
"7622","George Hamilton IV","https://en.wikipedia.org/wiki/George_Hamilton_IV","country","","","","","","","","","","","","","","","","","","","","","","","","",""
"7626","Patricia Kaas","https://en.wikipedia.org/wiki/Patricia_Kaas","chanson","cabaret","jazz","pop","jazz fusion","","","","","","","","","pop","","jazz","pop","jazz","","","","","","","",""
"7627","Mike Bordin","https://en.wikipedia.org/wiki/Mike_Bordin","alternative metal","funk metal","alternative rock","heavy metal","hard rock","experimental rock","","","","","","","","metal","metal","rock","","rock","rock","","","","","","",""
"7628","Roddy Bottum","https://en.wikipedia.org/wiki/Roddy_Bottum","alternative rock","alternative metal","indie pop","avant-garde","","","","","","","","","","rock","metal","pop","","","","","","","","","",""
"7661","Beki Bondage","https://en.wikipedia.org/wiki/Beki_Bondage","punk rock","","","","","","","","","","","","","rock","","","","","","","","","","","",""
"7662","Edu Lobo","https://en.wikipedia.org/wiki/Edu_Lobo","bossa nova","","","","","","","","","","","","","world","","","","","","","","","","","",""
"7672","Blur","https://en.wikipedia.org/wiki/Blur_(band)","britpop","indie rock","alternative rock","art pop","pop rock","art rock","","","","","","","","world","rock","rock","pop","rock","rock","","","","","","",""
"7673","Martin Quittenton","https://en.wikipedia.org/wiki/Martin_Quittenton","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7675","Robert Bateman","https://en.wikipedia.org/wiki/Robert_Bateman_(songwriter)","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7676","Freddie Gorman","https://en.wikipedia.org/wiki/Freddie_Gorman","r&b","soul","","","","","","","","","","","","electronic","r&b & soul","","","","","","","","","","",""
"7694","Nacio Herb Brown","https://en.wikipedia.org/wiki/Nacio_Herb_Brown","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7700","Glynis Johns","https://en.wikipedia.org/wiki/Glynis_Johns","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7701","Stephen Sondheim","https://en.wikipedia.org/wiki/Stephen_Sondheim","musical theater","","","","","","","","","","","","","","","","","","","","","","","","",""
"7709","Richard James Roberts","https://en.wikipedia.org/wiki/Rick_Roberts_(musician)","country rock","","","","","","","","","","","","","rock","","","","","","","","","","","",""
"7710","James A. Dean","https://en.wikipedia.org/wiki/James_Dean_(songwriter)","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7711","Paul Riser","https://en.wikipedia.org/wiki/Paul_Riser","r&b","soul","","","","","","","","","","","","electronic","r&b & soul","","","","","","","","","","",""
"7712","William Weatherspoon","https://en.wikipedia.org/wiki/William_Weatherspoon","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7713","Mack Rice","https://en.wikipedia.org/wiki/Mack_Rice","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7725","Julie Miller","https://en.wikipedia.org/wiki/Julie_Miller","ccm","country","alt-country","","","","","","","","","","","","","","","","","","","","","","",""
"7729","Rodney Crowell","https://en.wikipedia.org/wiki/Rodney_Crowell","progressive country","","","","","","","","","","","","","","","","","","","","","","","","",""
"7745","Bernice Petkere","https://en.wikipedia.org/wiki/Bernice_Petkere","popular music","","","","","","","","","","","","","","","","","","","","","","","","",""
"7757","H2O","https://en.wikipedia.org/wiki/H2O_(American_band)","hardcore punk","punk rock","melodic hardcore","pop punk","","","","","","","","","","punk","rock","punk","punk","","","","","","","","",""
"7766","John King","https://en.wikipedia.org/wiki/John_King_(record_producer)","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7778","Luiz Bonfá","https://en.wikipedia.org/wiki/Luiz_Bonfá","brazilian jazz","bossa nova","","","","","","","","","","","","jazz","world","","","","","","","","","","",""
"7831","Louis Alter","https://en.wikipedia.org/wiki/Louis_Alter","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7833","María Grever","https://en.wikipedia.org/wiki/María_Grever","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7838","Sunny Skylar","https://en.wikipedia.org/wiki/Sunny_Skylar","jazz","big band","tin pan alley","","","","","","","","","","","jazz","jazz","","","","","","","","","","",""
"7840","Consuelo Velázquez","https://en.wikipedia.org/wiki/Consuelo_Velázquez","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7846","Billy Squier","https://en.wikipedia.org/wiki/Billy_Squier","hard rock","arena rock","pop rock","power pop","","","","","","","","","","rock","rock","rock","rock","","","","","","","","",""
"7852","The James Gang","https://en.wikipedia.org/wiki/James_Gang","hard rock","blues rock","psychedelic rock","","","","","","","","","","","rock","rock","rock","","","","","","","","","",""
"7857","Tin Machine","https://en.wikipedia.org/wiki/Tin_Machine","rock","hard rock","","","","","","","","","","","","rock","rock","","","","","","","","","","",""
"7874","Mat Camison","https://en.wikipedia.org/wiki/Mat_Camison","library music","electronic","pop","disco","funk","","","","","","","","","","electronic","pop","electronic","electronic","","","","","","","",""
"7886","Herbert Kretzmer","https://en.wikipedia.org/wiki/Herbert_Kretzmer","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7888","Mitchell Parish","https://en.wikipedia.org/wiki/Mitchell_Parish","show tunes","jazz standards","","","","","","","","","","","","","","","","","","","","","","","",""
"7889","Faron Young","https://en.wikipedia.org/wiki/Faron_Young","country","honky-tonk","","","","","","","","","","","","","","","","","","","","","","","",""
"7905","Sherman Edwards","https://en.wikipedia.org/wiki/Sherman_Edwards","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7908","Dick Van Dyke","https://en.wikipedia.org/wiki/Dick_Van_Dyke","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7914","Hoyt Axton","https://en.wikipedia.org/wiki/Hoyt_Axton","country","folk","blues","rock","","","","","","","","","","","folk","","rock","","","","","","","","",""
"7930","Cory Rooney","https://en.wikipedia.org/wiki/Cory_Rooney","hip hop","hip hop soul","new jack swing","r&b","latin pop","pop","","","","","","","","electronic","r&b & soul","hip hop","electronic","world","pop","","","","","","",""
"7933","Nas","https://en.wikipedia.org/wiki/Nas","east coast hip-hop","boom bap","jazz rap","conscious rap","","","","","","","","","","hip hop","hip hop","hip hop","","","","","","","","","",""
