"artist_id","common_name","wiki_url","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8","genre_9","genre_10","genre_11","genre_12","genre_13"
"247","Andrea McArdle","https://en.wikipedia.org/wiki/Andrea_McArdle","other","","","","","","","","","","","",""
"248","Jay-Z","https://en.wikipedia.org/wiki/Jay-Z","hip hop","","","","","","","","","","","",""
"251","Marco Masini","https://en.wikipedia.org/wiki/Marco_Masini","other","","","","","","","","","","","",""
"253","Syria","https://en.wikipedia.org/wiki/Syria_(singer)","other","","","","","","","","","","","",""
"255","Richard Shindell","https://en.wikipedia.org/wiki/Richard_Shindell","folk","","","","","","","","","","","",""
"259","Filter","https://en.wikipedia.org/wiki/Filter_(band)","electronic","rock","","","","metal","","","","","","",""
"260","Thin Lizzy","https://en.wikipedia.org/wiki/Thin_Lizzy","rock","","metal","","","","","","","","","",""
"264","Marty Robbins","https://en.wikipedia.org/wiki/Marty_Robbins","blues / country","classical","pop","","","","","","","","","",""
"265","Spice Girls","https://en.wikipedia.org/wiki/Spice_Girls","pop","electronic","","","","","","","","","","",""
"269","Donna Summer","https://en.wikipedia.org/wiki/Donna_Summer","electronic","pop","rock","","jazz","","","","","","","",""
"273","The Mamas and The Papas","https://en.wikipedia.org/wiki/The_Mamas_&_the_Papas","rock","pop","","","","","","","","","","",""
"275","Astrud Gilberto","https://en.wikipedia.org/wiki/Astrud_Gilberto","world","jazz","","","","","","","","","","",""
"276","Al Green","https://en.wikipedia.org/wiki/Al_Green","r&b & soul","electronic","other","","","","","","","","","",""
"278","Isaac Hayes","https://en.wikipedia.org/wiki/Isaac_Hayes","r&b & soul","electronic","","","","","","","","","","",""
"279","Jack Jones","https://en.wikipedia.org/wiki/Jack_Jones_(American_singer)","pop","jazz","","","","","","","","","","",""
"281","Roky Erickson","https://en.wikipedia.org/wiki/Roky_Erickson","rock","","","","","","","","","","","",""
"282","Robbie Williams","https://en.wikipedia.org/wiki/Robbie_Williams","pop","rock","","electronic","","","","","","","","",""
"283","Chaka Khan","https://en.wikipedia.org/wiki/Chaka_Khan","electronic","r&b & soul","","pop","","jazz","other","","","","","",""
"285","LL Cool J","https://en.wikipedia.org/wiki/LL_Cool_J","hip hop","","","","","","","","","","","",""
"287","Poster Children","https://en.wikipedia.org/wiki/Poster_Children","rock","","","punk","","","","","","","","",""
"291","The Police","https://en.wikipedia.org/wiki/The_Police","electronic","world","punk","rock","","","","","","","","",""
"293","Bad Company","https://en.wikipedia.org/wiki/Bad_Company","rock","","","","","","","","","","","",""
"294","Red Hot Chili Peppers","https://en.wikipedia.org/wiki/Red_Hot_Chili_Peppers","rock","","hip hop","metal","","","","","","","","",""
"297","U2","https://en.wikipedia.org/wiki/U2","rock","","","punk","","","","","","","","",""
"298","Grateful Dead","https://en.wikipedia.org/wiki/Grateful_Dead","rock","","","","","","","","","","","",""
"300","Dave Mason","https://en.wikipedia.org/wiki/Dave_Mason","rock","","","","","","","","","","","",""
"302","Diamond Head","https://en.wikipedia.org/wiki/Diamond_Head_(British_band)","metal","","","","","","","","","","","",""
"302","Diamond Head","https://en.wikipedia.org/wiki/Brian_Tatler","metal","","","","","","","","","","","",""
"303","Blue Öyster Cult","https://en.wikipedia.org/wiki/Blue_Öyster_Cult","rock","metal","","","","","","","","","","",""
"306","Motörhead","https://en.wikipedia.org/wiki/Motörhead","metal","rock","","","","","","","","","","",""
"307","Misfits","https://en.wikipedia.org/wiki/Misfits_(band)","punk","","rock","","","","","","","","","",""
"316","Lisa Stansfield","https://en.wikipedia.org/wiki/Lisa_Stansfield","electronic","r&b & soul","","pop","jazz","","","","","","","",""
"318","Laid Back","https://en.wikipedia.org/wiki/Laid_Back","hip hop","electronic","","","","","","","","","","",""
"319","Frank Sinatra","https://en.wikipedia.org/wiki/Frank_Sinatra","pop","other","jazz","","","","","","","","","",""
"320","Nat King Cole","https://en.wikipedia.org/wiki/Nat_King_Cole","electronic","jazz","pop","other","","","","","","","","",""
"326","Carlos Santana","https://en.wikipedia.org/wiki/Carlos_Santana","world","rock","jazz","","","","","","","","","",""
"330","David Gray","https://en.wikipedia.org/wiki/David_Gray_(British_musician)","rock","","","electronic","","","","","","","","",""
"331","Marvin Gaye","https://en.wikipedia.org/wiki/Marvin_Gaye","r&b & soul","electronic","other","","","","","","","","","",""
"334","The Verve","https://en.wikipedia.org/wiki/The_Verve","rock","","world","","","","","","","","","",""
"344","Gloria Gaynor","https://en.wikipedia.org/wiki/Gloria_Gaynor","electronic","r&b & soul","","","","","","","","","","",""
"347","""""Weird Al"""" Yankovic","https://en.wikipedia.org/wiki/""Weird_Al""_Yankovic","rock","","folk","","","","","","","","","",""
"349","The Everly Brothers","https://en.wikipedia.org/wiki/The_Everly_Brothers","rock","","","blues / country","","","","","","","","",""
"353","Norah Jones","https://en.wikipedia.org/wiki/Norah_Jones","pop","jazz","folk","blues / country","","","","","","","","",""
"354","Ellie Greenwich","https://en.wikipedia.org/wiki/Ellie_Greenwich","rock","pop","","","","","","","","","","",""
"361","Pixies","https://en.wikipedia.org/wiki/Pixies_(band)","rock","","","","","","","","","","","",""
"363","The Surfaris","https://en.wikipedia.org/wiki/The_Surfaris","rock","","","","","","","","","","","",""
"367","Marilyn Manson","https://en.wikipedia.org/wiki/Marilyn_Manson","electronic","","rock","metal","","","","","","","","",""
"368","Eurythmics","https://en.wikipedia.org/wiki/Eurythmics","electronic","","","","","","","","","","","",""
"371","Faith Evans","https://en.wikipedia.org/wiki/Faith_Evans","electronic","","r&b & soul","","","","","","","","","",""
"372","King Crimson","https://en.wikipedia.org/wiki/King_Crimson","rock","","","","electronic","","","","","","","",""
"374","Queen","https://en.wikipedia.org/wiki/Queen_(band)","rock","pop","","","","","","","","","","",""
"375","Pretty Maids","https://en.wikipedia.org/wiki/Pretty_Maids","metal","rock","","","","","","","","","","",""
"377","Status Quo","https://en.wikipedia.org/wiki/Status_Quo_(band)","rock","","","","","","","","","","","",""
"378","Great White","https://en.wikipedia.org/wiki/Great_White","rock","metal","","","","","","","","","","",""
"380","The Kinks","https://en.wikipedia.org/wiki/The_Kinks","rock","pop","","","","","","","","","","",""
"382","Mott the Hoople","https://en.wikipedia.org/wiki/Mott_the_Hoople","rock","","","","","","","","","","","",""
"384","Bruce Dickinson","https://en.wikipedia.org/wiki/Bruce_Dickinson","metal","","","","","","","","","","","",""
"387","Lenny Kravitz","https://en.wikipedia.org/wiki/Lenny_Kravitz","rock","electronic","r&b & soul","","","","","","","","","",""
"390","The Stranglers","https://en.wikipedia.org/wiki/The_Stranglers","rock","","electronic","","","","","","","","","",""
"391","Hooverphonic","https://en.wikipedia.org/wiki/Hooverphonic","hip hop","electronic","pop","","rock","","","","","","","",""
"393","Laibach","https://en.wikipedia.org/wiki/Laibach","electronic","avant-garde & experimental","","","","","","","","","","",""
"394","10cc","https://en.wikipedia.org/wiki/10cc","rock","pop","","","","","","","","","","",""
"400","Cake","https://en.wikipedia.org/wiki/Cake_(band)","rock","blues / country","","","","","","","","","","",""
"402","Carl Perkins","https://en.wikipedia.org/wiki/Carl_Perkins","rock","","blues / country","","","","","","","","","",""
"405","Bread","https://en.wikipedia.org/wiki/Bread_(band)","rock","","","","","","","","","","","",""
"406","Otis Rush","https://en.wikipedia.org/wiki/Otis_Rush","blues / country","","electronic","","","","","","","","","",""
"412","Liquido","https://en.wikipedia.org/wiki/Liquido","rock","","","","","","","","","","","",""
"416","Eric Carmen","https://en.wikipedia.org/wiki/Eric_Carmen","rock","","","","","","","","","","","",""
"418","Babes in Toyland","https://en.wikipedia.org/wiki/Babes_in_Toyland_(band)","rock","","","metal","","","","","","","","",""
"419","Michael Ball","https://en.wikipedia.org/wiki/Michael_Ball","pop","rock","avant-garde & experimental","other","","","","","","","","",""
"423","Celine Dion","https://en.wikipedia.org/wiki/Celine_Dion","pop","","rock","","","","","","","","","",""
"424","Jewel","https://en.wikipedia.org/wiki/Jewel_(singer)","folk","pop","rock","blues / country","","","","","","","","",""
"438","Bart Peeters","https://en.wikipedia.org/wiki/Bart_Peeters","other","","","","","","","","","","","",""
"440","Erasure","https://en.wikipedia.org/wiki/Erasure_(duo)","electronic","","","","","","","","","","","",""
"449","UB40","https://en.wikipedia.org/wiki/UB40","world","electronic","","","","","","","","","","",""
"451","Chrissie Hynde","https://en.wikipedia.org/wiki/Chrissie_Hynde","rock","electronic","","","","","","","","","","",""
"456","A Tribe Called Quest","https://en.wikipedia.org/wiki/A_Tribe_Called_Quest","hip hop","","","","","","","","","","","",""
"457","Duran Duran","https://en.wikipedia.org/wiki/Duran_Duran","rock","electronic","","pop","","","","","","","","",""
"461","Frankie Goes To Hollywood","https://en.wikipedia.org/wiki/Frankie_Goes_to_Hollywood","electronic","","","","","","","","","","","",""
"461","Frankie Goes To Hollywood","https://en.wikipedia.org/wiki/Mark_O'Toole_(musician)","electronic","","","","","","","","","","","",""
"462","Joan Osborne","https://en.wikipedia.org/wiki/Joan_Osborne","rock","folk","","blues / country","electronic","","","","","","","",""
"465","Will Tura","https://en.wikipedia.org/wiki/Will_Tura","","rock","","r&b & soul","other","blues / country","pop","","","","","",""
"466","Adamo","https://en.wikipedia.org/wiki/Salvatore_Adamo","pop","","folk","","","","","","","","","",""
"467","Arno","https://en.wikipedia.org/wiki/Arno_(singer)","other","","","","","","","","","","","",""
"470","Massive Attack","https://en.wikipedia.org/wiki/Massive_Attack","hip hop","electronic","","","","","","","","","","",""
"474","Labi Siffre","https://en.wikipedia.org/wiki/Labi_Siffre","r&b & soul","jazz","electronic","rock","folk","","","","","","","",""
"477","St. Germain","https://en.wikipedia.org/wiki/St_Germain_(musician)","electronic","","","","jazz","","","","","","","",""
"479","Beastie Boys","https://en.wikipedia.org/wiki/Beastie_Boys","hip hop","","","punk","","","","","","","","",""
"482","Kraftwerk","https://en.wikipedia.org/wiki/Kraftwerk","electronic","","","","","","","","","","","",""
"483","The Notorious B.I.G.","https://en.wikipedia.org/wiki/The_Notorious_B.I.G.","hip hop","","","","","","","","","","","",""
"484","Van Halen","https://en.wikipedia.org/wiki/Van_Halen","rock","metal","","","","","","","","","","",""
"487","Crazy Town","https://en.wikipedia.org/wiki/Crazy_Town","hip hop","","metal","","rock","","","","","","","",""
"488","Roberta Flack","https://en.wikipedia.org/wiki/Roberta_Flack","jazz","r&b & soul","electronic","","","","","","","","","",""
"498","Engelbert Humperdinck","https://en.wikipedia.org/wiki/Engelbert_Humperdinck_(singer)","pop","other","","","","","","","","","","",""
"499","Cleo Laine","https://en.wikipedia.org/wiki/Cleo_Laine","jazz","pop","","","","","","","","","","",""
"500","Sérgio Mendes","https://en.wikipedia.org/wiki/Sérgio_Mendes","world","","","jazz","electronic","pop","rock","","","","","",""
"502","Das Pop","https://en.wikipedia.org/wiki/Das_Pop","pop","rock","","","","","","","","","","",""
"503","Warren G","https://en.wikipedia.org/wiki/Warren_G","hip hop","","","","","","","","","","","",""
"507","Desireless","https://en.wikipedia.org/wiki/Desireless","pop","electronic","","","","","","","","","","",""
"509","Creedence Clearwater Revival","https://en.wikipedia.org/wiki/Creedence_Clearwater_Revival","rock","","","","","","","","","","","",""
"512","John Fogerty","https://en.wikipedia.org/wiki/John_Fogerty","rock","","","","","","folk","","","","","",""
"514","John Hiatt","https://en.wikipedia.org/wiki/John_Hiatt","rock","","","blues / country","folk","","","","","","","",""
"515","Bryan Ferry","https://en.wikipedia.org/wiki/Bryan_Ferry","rock","","","electronic","","","","","","","","",""
"517","Cat Stevens","https://en.wikipedia.org/wiki/Cat_Stevens","folk","rock","pop","other","","","","","","","","",""
"518","Don Williams","https://en.wikipedia.org/wiki/Don_Williams","blues / country","rock","","","","","","","","","","",""
"519","Peggy Lee","https://en.wikipedia.org/wiki/Peggy_Lee","jazz","pop","","","blues / country","world","","","","","","",""
"520","Jimmy Cliff","https://en.wikipedia.org/wiki/Jimmy_Cliff","world","","","r&b & soul","","","","","","","","",""
"524","The Clash","https://en.wikipedia.org/wiki/The_Clash","rock","electronic","punk","world","","","","","","","","",""
"525","Liesbeth List","https://en.wikipedia.org/wiki/Liesbeth_List","pop","","","","","","","","","","","",""
"526","Queens of the Stone Age","https://en.wikipedia.org/wiki/Queens_of_the_Stone_Age","rock","","","","metal","","","","","","","",""
"527","Oasis","https://en.wikipedia.org/wiki/Oasis_(band)","rock","world","","","","","","","","","","",""
"533","Meat Puppets","https://en.wikipedia.org/wiki/Meat_Puppets","rock","punk","","pop","","","","","","","","",""
"535","The Who","https://en.wikipedia.org/wiki/The_Who","rock","","","punk","","","","","","","","",""
"537","Devo","https://en.wikipedia.org/wiki/Devo","electronic","","punk","","pop","","rock","","","","","",""
"538","The Presidents of the United States of America","https://en.wikipedia.org/wiki/The_Presidents_of_the_United_States_of_America_(band)","rock","punk","","","","","","","","","","",""
"538","The Presidents of the United States of America","https://en.wikipedia.org/wiki/Jason_Finn","rock","punk","","","","","","","","","","",""
"541","George Michael","https://en.wikipedia.org/wiki/George_Michael","pop","electronic","","","","","","","","","","",""
"543","Soundgarden","https://en.wikipedia.org/wiki/Soundgarden","rock","metal","","","","","","","","","","",""
"544","Bonnie Dobson","https://en.wikipedia.org/wiki/Bonnie_Dobson","folk","","","","","","","","","","","",""
"545","Pennywise","https://en.wikipedia.org/wiki/Pennywise_(band)","rock","punk","","","","","","","","","","",""
"551","5ive","https://en.wikipedia.org/wiki/Five_(group)","pop","electronic","hip hop","","","","","","","","","",""
"553","The Delfonics","https://en.wikipedia.org/wiki/The_Delfonics","electronic","r&b & soul","","","","","","","","","","",""
"556","Janet Jackson","https://en.wikipedia.org/wiki/Janet_Jackson","pop","electronic","jazz","hip hop","","rock","","","","","","",""
"557","HIM","https://en.wikipedia.org/wiki/HIM_(Finnish_band)","rock","metal","","","","","","","","","","",""
"559","Nancy Sinatra","https://en.wikipedia.org/wiki/Nancy_Sinatra","pop","rock","blues / country","","","","","","","","","",""
"565","The Beatnuts","https://en.wikipedia.org/wiki/The_Beatnuts","electronic","","","","","","","","","","","",""
"566","Jennifer Lopez","https://en.wikipedia.org/wiki/Jennifer_Lopez","pop","electronic","world","","jazz","","","","","","","",""
"568","Alphonse Mouzon","https://en.wikipedia.org/wiki/Alphonse_Mouzon","jazz","","","electronic","","","","","","","","",""
"577","Ronnie Laws","https://en.wikipedia.org/wiki/Ronnie_Laws","jazz","","","","","","","","","","","",""
"584","Nine Inch Nails","https://en.wikipedia.org/wiki/Nine_Inch_Nails","electronic","","rock","","","","","","","","","",""
